N	2gram	Losev_Dial_1	Formalny
1	и в	18	38
2	в этом	12	27
3	т е	25	26
4	может быть	17	23
5	и пр	5	21
6	и не	30	20
7	в самом	3	16
8	прежде всего	10	15
9	не в	6	15
10	и т	21	14
11	не может	12	14
12	в нем	16	13
13	но и	7	13
14	в том	9	11
15	вовсе не	7	11
16	в его	3	10
17	с другими	2	10
18	и с	5	9
19	как и	2	9
20	не только	13	9
21	т п	2	9
22	отнюдь не	9	8
23	что и	3	8
24	все же	5	8
25	так и	9	8
26	самом деле	3	8
27	точки зрения	17	8
28	что в	13	7
29	по себе	25	7
30	для него	2	7
31	в своей	2	7
32	в корне	2	7
33	этом отношении	2	7
34	как мы	4	7
35	уже не	2	7
36	с точки	12	7
37	не было	6	6
38	то что	13	6
39	в ней	3	6
40	было бы	12	6
41	в их	3	6
42	то же	10	6
43	все эти	2	6
44	а не	14	6
45	как раз	4	6
46	могут быть	3	6
47	он не	3	6
48	только в	3	6
49	а в	5	6
50	хотя бы	6	6
51	ни о	5	5
52	должна быть	3	5
53	если бы	12	5
54	что он	11	5
55	именно в	2	5
56	это и	4	5
57	же время	4	5
58	если мы	2	5
59	что же	3	5
60	с этим	2	5
61	т д	19	5
62	и для	2	5
63	еще более	3	5
64	в основе	3	5
65	говорить о	5	5
66	в то	6	5
67	бы в	3	5
68	во всяком	4	5
69	всяком случае	2	5
70	как о	2	4
71	не как	2	4
72	раз и	2	4
73	к этому	2	4
74	к тому	4	4
75	в дальнейшем	5	4
76	лишь как	2	4
77	что они	3	4
78	чем он	2	4
79	совершенно не	8	4
80	не о	4	4
81	как бы	11	4
82	из них	2	4
83	как в	2	4
84	другой стороны	4	4
85	мы говорим	4	4
86	в особенности	5	4
87	что оно	5	4
88	что не	7	4
89	и даже	13	4
90	даже и	3	4
91	именно как	2	4
92	ничего не	17	4
93	так как	11	4
94	но в	6	4
95	а лишь	3	3
96	всех этих	3	3
97	если в	3	3
98	же как	2	3
99	была бы	3	3
100	а о	2	3
101	и может	2	3
102	с другой	6	3
103	из этих	2	3
104	как таковой	4	3
105	и как	7	3
106	но все	3	3
107	не является	3	3
108	его с	3	3
109	то это	4	3
110	не есть	40	3
111	жизни и	3	3
112	и их	2	3
113	быть и	4	3
114	только на	3	3
115	все это	11	3
116	она ни	2	3
117	то и	2	3
118	только и	4	3
119	на самом	3	3
120	к нему	8	3
121	такой же	2	3
122	того что	2	3
123	для того	2	3
124	сам по	6	3
125	хотя и	4	3
126	он и	2	3
127	и все	3	3
128	что это	11	3
129	не то	6	3
130	это было	2	3
131	от этого	3	3
132	и более	4	2
133	никогда не	9	2
134	в этих	5	2
135	в качестве	2	2
136	тому что	3	2
137	для этого	2	2
138	это не	9	2
139	в конце	4	2
140	не просто	7	2
141	как таковая	2	2
142	что именно	2	2
143	же это	3	2
144	а только	3	2
145	себе а	2	2
146	том что	9	2
147	но это	8	2
148	то в	7	2
149	является не	2	2
150	от него	4	2
151	но не	4	2
152	на нем	2	2
153	но как	2	2
154	и другое	2	2
155	она не	6	2
156	ни на	6	2
157	и о	3	2
158	же и	2	2
159	конце концов	3	2
160	в котором	4	2
161	для нее	2	2
162	даже в	3	2
163	один из	3	2
164	есть только	5	2
165	этом смысле	3	2
166	отношение к	5	2
167	ни в	15	2
168	со стороны	2	2
169	даже не	3	2
170	как она	7	2
171	его не	6	2
172	смысл и	4	2
173	на этом	2	2
174	можно говорить	2	2
175	в эпоху	2	2
176	не имеет	15	2
177	должно быть	3	2
178	что для	3	2
179	с ними	2	2
180	нужно понимать	2	2
181	и то	9	2
182	и совершенно	2	2
183	сказать что	10	2
184	ничем не	3	2
185	и от	2	2
186	как например	2	2
187	они были	2	2
188	и это	2	2
189	что эта	4	2
190	в чем	6	2
191	потому что	14	2
192	как это	4	2
193	с ним	6	2
194	та же	3	2
195	если это	2	2
196	в виду	5	2
