N	2gram	Bakhtin_Pr_2	Problema
1	и в	43	30
2	в своей	4	22
3	то есть	4	21
4	то что	7	18
5	не только	11	18
6	том что	2	17
7	в этом	13	17
8	и даже	3	14
9	но и	14	13
10	таким образом	5	13
11	в том	6	12
12	в его	10	12
13	и не	29	12
14	также и	3	12
15	о том	5	12
16	в своем	4	11
17	у него	6	11
18	так что	5	11
19	в виде	3	10
20	для нас	2	10
21	точки зрения	13	10
22	все же	3	9
23	сказать что	2	9
24	но в	10	9
25	только в	4	9
26	и все	6	9
27	в конце	2	8
28	вовсе не	5	8
29	художественного творчества	2	8
30	никак не	5	8
31	хотя и	5	8
32	с точки	8	8
33	никогда не	9	7
34	что он	13	7
35	у нас	2	7
36	как и	14	7
37	но не	5	7
38	может быть	23	7
39	так и	3	7
40	не в	11	7
41	здесь не	6	7
42	в результате	4	7
43	с другой	4	6
44	прежде всего	10	6
45	уже не	3	6
46	и как	2	6
47	и для	3	6
48	как бы	22	6
49	конце концов	2	6
50	в нем	12	6
51	что и	3	6
52	другой стороны	3	6
53	и что	5	6
54	а в	5	6
55	и его	8	6
56	и на	10	6
57	его в	3	6
58	так как	4	6
59	не менее	3	5
60	что в	4	5
61	что у	2	5
62	тем не	2	5
63	так же	2	5
64	в самом	7	5
65	и их	3	5
66	и о	2	5
67	для себя	2	5
68	не может	18	5
69	а не	7	5
70	что этот	2	5
71	и то	2	5
72	но он	4	5
73	он и	3	5
74	как раз	4	5
75	того как	2	5
76	и с	5	5
77	мы можем	2	5
78	человека и	2	4
79	ни в	2	4
80	об этом	2	4
81	но все	2	4
82	при этом	6	4
83	того же	3	4
84	было бы	5	4
85	и сам	7	4
86	а с	2	4
87	и к	3	4
88	и он	5	4
89	или в	8	4
90	в себе	5	4
91	в то	7	4
92	далеко не	4	4
93	же не	4	4
94	в самой	4	3
95	он сам	3	3
96	еще более	2	3
97	в отношении	3	3
98	тот же	3	3
99	знает что	2	3
100	то время	2	3
101	указывает на	2	3
102	еще не	9	3
103	он не	9	3
104	в настоящее	2	3
105	бы не	2	3
106	того что	2	3
107	тем же	2	3
108	к нему	5	3
109	время как	2	3
110	в другом	7	3
111	настоящее время	2	3
112	этом смысле	2	3
113	с ним	3	3
114	в одном	12	3
115	в виду	3	3
116	я не	4	2
117	не могут	4	2
118	мы будем	3	2
119	уже и	2	2
120	и без	2	2
121	в них	4	2
122	хотя бы	2	2
123	как в	2	2
124	это не	3	2
125	уже в	2	2
126	раз и	2	2
127	была бы	2	2
128	по себе	11	2
129	здесь в	3	2
130	на то	5	2
131	от них	2	2
132	к тому	4	2
133	то же	8	2
134	как мы	10	2
135	он был	3	2
136	без всякого	2	2
137	да и	5	2
138	себе а	2	2
139	по существу	3	2
140	мы и	2	2
141	в глаза	2	2
142	него не	2	2
143	и нет	4	2
144	кроме того	3	2
145	до сих	7	2
146	со всеми	3	2
147	что не	2	2
148	образом как	3	2
149	конечно не	2	2
150	но для	3	2
151	и является	2	2
152	иной раз	2	2
153	в котором	6	2
154	отношению к	5	2
155	из них	2	2
156	в первой	2	2
157	когда он	3	2
158	на него	3	2
159	и до	4	2
160	ее в	2	2
161	он пишет	2	2
162	отношение к	2	2
163	по отношению	5	2
164	то и	2	2
165	и только	3	2
166	все эти	5	2
167	и они	2	2
168	мы не	4	2
169	самом деле	5	2
170	не за	3	2
171	он говорит	2	2
172	в таком	2	2
173	не входит	2	2
174	можно было	3	2
175	во всяком	2	2
176	между тем	3	2
177	тем что	3	2
178	в одной	3	2
179	о себе	7	2
180	дело в	2	2
181	есть в	3	2
182	ничего не	3	2
183	человек и	2	2
184	сих пор	7	2
