N	2gram	Voloshinov_1	Problema
1	и не	8	28
2	не только	6	24
3	только в	6	23
4	вовсе не	2	21
5	в том	2	20
6	и в	13	20
7	все эти	2	16
8	смысле слова	2	15
9	то что	6	15
10	было бы	4	14
11	но и	3	14
12	точки зрения	7	14
13	не в	3	13
14	в себе	3	12
15	том что	2	12
16	прежде всего	9	11
17	с точки	5	11
18	не менее	2	10
19	не является	4	10
20	так и	3	10
21	и его	12	10
22	может быть	8	9
23	все это	4	9
24	в этом	2	9
25	если бы	2	8
26	таким образом	6	8
27	и все	3	8
28	но в	4	8
29	с другой	2	7
30	мы не	4	7
31	и тем	2	7
32	то же	4	7
33	а не	2	7
34	в ней	2	7
35	хотя бы	5	7
36	а также	2	6
37	как и	3	6
38	есть не	2	6
39	при этом	2	6
40	другой стороны	2	6
41	в данном	2	6
42	в нем	2	5
43	в целях	2	5
44	в ее	3	5
45	да и	3	5
46	данном случае	2	5
47	как в	2	5
48	так же	2	5
49	не может	8	5
50	в них	2	5
51	только и	4	5
52	так как	3	5
53	ничего общего	3	5
54	уже в	2	4
55	в отношении	2	4
56	и для	3	4
57	в одном	3	4
58	и ее	2	4
59	несмотря на	2	4
60	в своей	4	4
61	как бы	6	4
62	не имеет	2	4
63	с этим	3	4
64	а в	2	4
65	и наконец	5	4
66	в связи	2	3
67	к тому	2	3
68	или иного	2	3
69	и к	2	3
70	для него	2	3
71	здесь мы	3	3
72	в ряд	2	3
73	учение о	2	3
74	сознания и	2	3
75	и является	2	3
76	в его	7	3
77	и этот	2	3
78	в зависимости	2	3
79	что в	3	3
80	еще и	4	3
81	самом деле	3	3
82	тем что	2	3
83	чем же	2	3
84	в сознании	4	3
85	в другом	2	3
86	мы должны	6	3
87	зависимости от	2	3
88	того или	2	3
89	явлений и	2	3
90	нет ничего	2	3
91	в области	2	3
92	мы можем	4	3
93	но так	2	2
94	она является	2	2
95	не чем	2	2
96	для себя	2	2
97	что они	2	2
98	не что	2	2
99	в пределах	3	2
100	тот же	2	2
101	и может	2	2
102	кажется что	2	2
103	в самом	2	2
104	общего с	3	2
105	за пределы	3	2
106	между собою	2	2
107	символики и	2	2
108	все же	5	2
109	с ними	2	2
110	иным как	2	2
111	чем иным	2	2
112	что иное	2	2
113	говорить о	3	2
114	и то	3	2
115	во всем	2	2
116	в чем	2	2
117	в которой	3	2
118	иное как	2	2
