N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	25
2	вместе с	3	22
3	и т	8	20
4	может быть	11	17
5	не только	9	13
6	но и	8	13
7	в его	13	12
8	и не	14	11
9	уже не	2	11
10	так как	6	11
11	все же	6	10
12	в этом	25	10
13	тем что	2	10
14	с другой	2	9
15	его в	3	9
16	и его	16	9
17	таким образом	11	9
18	с тем	3	8
19	связи с	6	8
20	что в	5	8
21	том что	4	8
22	мы видим	3	8
23	еще не	5	8
24	все эти	9	8
25	и на	8	8
26	в частности	6	7
27	в качестве	3	7
28	как и	8	7
29	то что	6	7
30	одной стороны	2	7
31	в нем	24	7
32	с одной	3	7
33	потому что	4	7
34	только в	4	7
35	в этих	3	6
36	это не	6	6
37	прежде всего	15	6
38	что и	3	6
39	как в	6	6
40	не может	6	6
41	не в	5	6
42	или в	3	6
43	могут быть	5	6
44	в том	9	6
45	там где	2	6
46	ясно что	2	5
47	с этим	6	5
48	в образе	5	5
49	как мы	14	5
50	для нас	2	5
51	но все	5	5
52	но не	5	5
53	например в	6	5
54	в ней	4	5
55	так же	6	5
56	входит в	3	5
57	мы не	3	5
58	не как	2	4
59	что все	2	4
60	с другими	3	4
61	в ее	6	4
62	в дальнейшем	6	4
63	мы уже	11	4
64	в пределах	5	4
65	наряду с	5	4
66	же как	2	4
67	в основном	5	4
68	на этой	4	4
69	в некоторых	2	4
70	все это	4	4
71	в связи	5	4
72	то же	11	4
73	в истории	2	4
74	его на	2	4
75	от этого	2	4
76	он не	5	4
77	мы должны	2	4
78	и это	4	4
79	в которой	2	4
80	с ним	2	4
81	имеется и	2	3
82	никогда не	2	3
83	и как	10	3
84	в более	2	3
85	и все	6	3
86	в целом	2	3
87	в свою	2	3
88	в то	9	3
89	того чтобы	5	3
90	но оно	2	3
91	как человек	4	3
92	и др	9	3
93	на себя	2	3
94	в форме	3	3
95	в особенности	9	3
96	для того	5	3
97	друг друга	3	3
98	а в	3	3
99	в которых	2	3
100	в данном	2	3
101	их в	3	3
102	и с	4	3
103	они не	3	3
104	здесь еще	2	3
105	никто не	2	3
106	человека в	17	3
107	и вообще	2	3
108	героя и	7	3
109	уже в	2	2
110	в дом	2	2
111	у него	6	2
112	его и	2	2
113	из нее	2	2
114	попадает в	2	2
115	на них	2	2
116	формы и	3	2
117	тогда когда	2	2
118	человека и	11	2
119	к этому	3	2
120	вовсе не	13	2
121	а как	3	2
122	вопрос о	2	2
123	истории этого	2	2
124	по себе	2	2
125	оно уже	2	2
126	в различных	2	2
127	об этом	2	2
128	же в	3	2
129	в другую	2	2
130	по существу	12	2
131	мы и	4	2
132	одна из	2	2
133	того же	8	2
134	до сих	3	2
135	в это	2	2
136	жизни и	8	2
137	если бы	5	2
138	превращение в	2	2
139	но для	2	2
140	как бы	2	2
141	и потому	3	2
142	это время	7	2
143	один из	3	2
144	сих пор	3	2
145	в своей	2	2
146	отношению к	5	2
147	во всех	6	2
148	время в	6	2
149	ее в	2	2
150	совершенно не	2	2
151	по отношению	3	2
152	и стал	2	2
153	и для	4	2
154	в течение	2	2
155	и других	3	2
156	в одно	3	2
157	здесь как	2	2
158	оказывается что	2	2
159	а не	3	2
160	того что	2	2
161	и по	2	2
162	в других	9	2
163	роль в	9	2
164	другую страну	2	2
165	с большой	2	2
166	сказать что	3	2
167	но он	2	2
168	точки зрения	5	2
169	во всем	2	2
170	ту же	2	2
171	что мы	2	2
172	тех же	2	2
173	ничего не	9	2
174	все его	3	2
175	или как	4	2
