N	2gram	Bakhtin_Pr_4	Problema
1	то что	4	42
2	вовсе не	9	35
3	то есть	40	33
4	и в	46	32
5	и не	27	31
6	не менее	2	19
7	в этом	16	19
8	не только	14	17
9	потому что	4	16
10	по себе	7	15
11	а не	11	15
12	в себе	7	15
13	как бы	19	14
14	может быть	23	14
15	у нас	2	14
16	указывает на	2	14
17	но в	6	14
18	и тем	2	13
19	в нем	17	13
20	сказать что	2	13
21	что мы	2	13
22	как раз	7	13
23	что в	4	12
24	том что	4	12
25	так и	4	12
26	и даже	3	11
27	также и	3	11
28	о том	5	11
29	так как	5	11
30	если мы	5	11
31	то же	6	10
32	прежде всего	9	10
33	в этой	3	10
34	об этом	2	10
35	ничего не	2	10
36	но не	4	9
37	в том	9	9
38	но и	12	9
39	и что	3	9
40	так же	3	9
41	раз и	4	9
42	еще не	7	9
43	что же	3	9
44	в данном	2	9
45	и это	3	9
46	на то	3	8
47	не может	19	8
48	все эти	4	8
49	и о	3	8
50	и на	11	8
51	он и	4	8
52	было бы	3	8
53	в своей	3	8
54	но это	6	8
55	никогда не	6	7
56	ни в	6	7
57	смысле слова	2	7
58	и является	2	7
59	все это	6	7
60	и все	9	7
61	что он	6	7
62	во всех	5	7
63	как мы	12	7
64	во всяком	2	7
65	сам по	3	7
66	тем что	3	7
67	только в	6	7
68	здесь не	4	7
69	в конце	3	6
70	так что	2	6
71	и как	2	6
72	при этом	5	6
73	в самом	9	6
74	хотя и	6	6
75	в виду	4	6
76	то и	2	6
77	таким образом	4	6
78	это не	5	6
79	и здесь	4	6
80	этом смысле	2	6
81	в то	5	6
82	совершенно не	4	6
83	за пределы	5	6
84	в его	9	6
85	самом деле	4	6
86	что такое	2	6
87	перед нами	12	5
88	в своем	3	5
89	или иной	2	5
90	можно сказать	4	5
91	для нас	2	5
92	есть в	6	5
93	мы уже	3	5
94	той или	2	5
95	в котором	5	5
96	еще и	4	5
97	все равно	2	5
98	далеко не	3	5
99	в других	2	5
100	сама по	2	4
101	не в	10	4
102	мы и	3	4
103	и пр	2	4
104	на том	2	4
105	в их	4	4
106	и только	3	4
107	не было	2	4
108	в одно	2	4
109	или в	8	4
110	а в	2	4
111	их в	3	4
112	именно как	2	4
113	как он	3	4
114	если бы	3	4
115	он есть	2	4
116	сознании и	2	4
117	никак не	3	4
118	как в	4	4
119	только на	3	4
120	и для	3	4
121	мы можем	4	4
122	уже в	4	3
123	в этих	4	3
124	в отношении	3	3
125	с другой	3	3
126	но все	2	3
127	оно и	2	3
128	более или	3	3
129	но для	3	3
130	хотя бы	2	3
131	но она	2	3
132	другой стороны	3	3
133	для этого	2	3
134	и его	6	3
135	только и	2	3
136	в самой	5	3
137	этих случаях	2	3
138	в которых	2	3
139	же и	4	3
140	с этим	2	3
141	но он	3	3
142	точки зрения	11	3
143	но ведь	2	3
144	и следовательно	2	3
145	с ним	2	3
146	и во	3	3
147	в жизни	5	3
148	не хочет	2	3
149	о которых	2	3
150	как и	12	3
151	того же	3	3
152	есть и	2	3
153	здесь в	2	3
154	не нужно	2	3
155	до сих	8	3
156	но именно	3	3
157	мы увидим	6	3
158	к тому	2	3
159	он не	4	3
160	о нем	6	3
161	сами по	2	3
162	сих пор	8	3
163	или менее	3	3
164	да и	4	3
165	того как	2	3
166	уже не	4	3
167	на этот	2	3
168	к нему	5	3
169	с точки	9	3
170	можно было	2	3
171	дело в	3	3
172	он сам	2	2
173	не могут	3	2
174	все время	2	2
175	мы будем	2	2
176	же как	2	2
177	слово о	4	2
178	его как	2	2
179	без всякого	2	2
180	следовательно и	2	2
181	для него	2	2
182	кроме того	4	2
183	например в	4	2
184	но если	3	2
185	в него	6	2
186	себе что	2	2
187	здесь нет	3	2
188	и до	3	2
189	образом и	3	2
190	мы находим	5	2
191	должно быть	4	2
192	особенно в	5	2
193	этого романа	2	2
194	в результате	2	2
195	и с	7	2
196	не как	3	2
197	из этих	3	2
198	в конкретном	2	2
199	здесь только	2	2
200	мы имеем	3	2
201	между тем	2	2
202	с собой	3	2
203	поэтому и	2	2
204	с его	5	2
205	сознания и	2	2
206	могут быть	2	2
207	и так	2	2
208	у пушкина	2	2
209	по существу	3	2
210	и при	3	2
211	ведь это	3	2
212	она не	3	2
213	в сущности	7	2
214	нет и	2	2
215	вместе с	2	2
216	это вовсе	2	2
217	мы здесь	2	2
218	мы не	4	2
219	на себя	4	2
220	которые в	2	2
