N	2gram	Losev_Prob_2	Narrotol
1	не только	24	26
2	а не	10	17
3	представляет собой	2	16
4	но и	16	15
5	в том	12	14
6	при этом	3	14
7	в качестве	2	14
8	и не	37	14
9	том что	19	13
10	и в	35	13
11	в этом	17	13
12	такого рода	15	12
13	в частности	5	11
14	только в	14	11
15	может быть	18	10
16	в данном	10	10
17	к тому	3	9
18	так и	7	9
19	сводится к	2	9
20	а в	4	9
21	то есть	39	9
22	то что	38	8
23	в себе	5	8
24	не может	13	8
25	не в	2	8
26	в своем	4	6
27	прежде всего	11	6
28	можно сказать	6	6
29	и к	3	6
30	того что	12	6
31	в его	7	6
32	данном случае	5	6
33	все же	8	6
34	как бы	4	6
35	а также	2	6
36	ничего не	10	6
37	но в	6	6
38	точки зрения	2	5
39	тем не	12	5
40	что он	4	5
41	одной стороны	5	5
42	хотя и	3	5
43	он не	2	5
44	и тем	4	5
45	на него	2	5
46	таким образом	4	5
47	с одной	5	5
48	в той	2	5
49	тем самым	7	5
50	с другой	6	5
51	в то	6	5
52	далеко не	4	5
53	о том	18	5
54	перед нами	2	4
55	не менее	13	4
56	если бы	4	4
57	отнюдь не	5	4
58	в конце	7	4
59	об этом	2	4
60	как и	5	4
61	все что	3	4
62	что в	11	4
63	не является	7	4
64	то же	5	4
65	уже не	8	4
66	свидетельствует о	2	4
67	в этой	9	4
68	и все	5	4
69	но при	2	4
70	он является	2	3
71	тому что	3	3
72	или даже	3	3
73	представить себе	4	3
74	пока еще	9	3
75	или иного	5	3
76	или иной	5	3
77	да и	10	3
78	и того	3	3
79	в слове	3	3
80	что они	3	3
81	одна из	3	3
82	о котором	3	3
83	но не	4	3
84	и сам	2	3
85	того или	7	3
86	как раз	8	3
87	той или	5	3
88	о нем	2	3
89	для себя	9	3
90	один из	3	3
91	в целом	3	3
92	на том	3	3
93	между собой	5	3
94	внимание на	3	3
95	то и	4	3
96	все эти	7	3
97	самом деле	4	3
98	того чтобы	2	3
99	и даже	11	3
100	и по	3	3
101	и для	6	3
102	нам в	2	3
103	в таком	11	3
104	никак не	11	3
105	сказать что	24	3
106	которой он	4	3
107	едва ли	9	3
108	он сам	3	2
109	только не	3	2
110	о чем	6	2
111	в нашем	3	2
112	о них	2	2
113	хотя бы	12	2
114	они все	2	2
115	из этих	3	2
116	точно так	3	2
117	с нею	2	2
118	в случае	3	2
119	вовсе не	37	2
120	и здесь	4	2
121	на то	6	2
122	для нас	9	2
123	только по	2	2
124	и т	6	2
125	тем более	10	2
126	и более	5	2
127	по своему	5	2
128	как о	3	2
129	что с	2	2
130	еще не	10	2
131	было бы	8	2
132	по поводу	2	2
133	мысль о	2	2
134	себе и	2	2
135	о своем	2	2
136	в самом	5	2
137	несмотря на	3	2
138	что она	4	2
139	от его	2	2
140	не вполне	4	2
141	в него	2	2
142	не являются	3	2
143	оно не	3	2
144	не все	4	2
145	но зато	2	2
146	что и	2	2
147	не будет	11	2
148	от всего	3	2
149	только на	9	2
150	собственно говоря	2	2
151	если не	4	2
152	у нас	18	2
153	на самом	4	2
154	и что	13	2
155	не имеет	7	2
156	так же	5	2
157	как на	2	2
158	той же	2	2
159	роль в	2	2
160	мы не	7	2
161	можно было	5	2
162	или иначе	6	2
163	тому как	3	2
164	но это	6	2
165	в результате	4	2
166	в ней	2	2
167	в виде	6	2
168	мере в	2	2
169	подобно тому	2	2
170	в своих	3	2
171	говорить о	10	2
172	могли бы	3	2
173	здесь не	2	2
174	бы в	3	2
175	потому что	13	2
176	в области	6	2
177	то чтобы	2	2
