N	2gram	Losev_Dial_3	Problemy
1	и в	24	35
2	как бы	3	31
3	и не	27	27
4	что он	13	24
5	в его	2	21
6	но в	2	19
7	не может	19	18
8	как и	7	18
9	о себе	2	17
10	в нем	3	16
11	то же	6	15
12	и все	6	15
13	но и	9	14
14	для него	4	14
15	может быть	13	14
16	все это	6	14
17	в сущности	10	14
18	и его	5	14
19	в этом	8	14
20	к нему	3	13
21	он не	5	13
22	прежде всего	8	12
23	и с	6	12
24	и к	5	12
25	в то	5	11
26	а я	2	10
27	не в	3	10
28	самом деле	6	10
29	же время	3	10
30	не только	23	10
31	то что	14	10
32	я не	6	8
33	так и	5	8
34	себя и	2	8
35	потому что	7	8
36	мы уже	3	8
37	все же	3	8
38	как мы	2	8
39	и для	2	8
40	себя самого	2	7
41	на них	2	7
42	так же	4	7
43	а в	2	7
44	точки зрения	25	7
45	с его	2	7
46	вовсе не	13	7
47	еще не	2	7
48	для себя	2	7
49	что же	11	7
50	в виде	8	7
51	таким образом	13	7
52	что в	7	6
53	к тому	4	6
54	но это	5	6
55	и что	15	6
56	у меня	2	6
57	в самом	7	6
58	что у	2	6
59	и на	3	6
60	не знает	3	6
61	но не	2	6
62	в слове	3	6
63	только в	5	6
64	в том	5	5
65	так что	8	5
66	от себя	4	5
67	и даже	13	5
68	он и	3	5
69	и то	4	5
70	в себе	2	5
71	и это	4	5
72	все время	3	4
73	но на	2	4
74	никогда не	7	4
75	с другой	4	4
76	его внутренней	2	4
77	или иной	4	4
78	не о	2	4
79	же и	2	4
80	всяком случае	2	4
81	и вот	2	4
82	той или	2	4
83	но как	2	4
84	так как	6	4
85	бы в	2	4
86	я бы	3	4
87	сознания и	4	4
88	у него	2	4
89	как раз	7	4
90	в них	5	4
91	по себе	20	4
92	так чтобы	2	4
93	во всем	3	4
94	нет и	4	4
95	только на	7	4
96	и прежде	3	4
97	а не	26	4
98	что не	5	4
99	и у	2	4
100	и без	3	4
101	во всяком	2	4
102	тем что	3	4
103	что это	12	4
104	в чем	4	4
105	и от	3	3
106	тому же	2	3
107	в виду	7	3
108	бы то	2	3
109	из них	3	3
110	другой стороны	2	3
111	в одной	3	3
112	все эти	3	3
113	но только	4	3
114	того что	12	3
115	должно быть	3	3
116	это не	4	3
117	сказать что	4	3
118	и во	2	3
119	даже и	7	3
120	говорить о	4	3
121	себя как	3	3
122	этого не	2	3
123	своего собственного	2	3
124	бы его	2	3
125	с этим	3	3
126	раз и	3	3
127	это и	7	3
128	том что	8	3
129	одно и	5	3
130	было бы	5	3
131	со всеми	2	3
132	за пределы	3	3
133	что и	6	3
134	всего этого	2	3
135	только что	4	3
136	уже не	5	3
137	ничего не	17	3
138	вы не	6	2
139	не менее	11	2
140	тому что	4	2
141	для этого	2	2
142	вообще не	2	2
143	с этой	5	2
144	я уже	7	2
145	что все	14	2
146	как все	3	2
147	вопрос о	5	2
148	мы знаем	3	2
149	ни в	9	2
150	что его	5	2
151	ли будет	2	2
152	себя но	2	2
153	на этом	2	2
154	но что	7	2
155	при этом	2	2
156	например в	2	2
157	хотя и	5	2
158	время как	4	2
159	по которому	2	2
160	в своем	3	2
161	что оно	7	2
162	не просто	18	2
163	да что	2	2
164	и тут	3	2
165	и по	2	2
166	есть только	12	2
167	тому как	4	2
168	но для	2	2
169	их в	2	2
170	а что	4	2
171	в ней	2	2
172	вы сами	2	2
173	ни на	3	2
174	о том	6	2
175	в первом	2	2
176	и ни	3	2
177	тогда и	2	2
178	слово в	2	2
179	нет ни	2	2
180	я и	2	2
181	уже и	3	2
182	он дает	2	2
183	он есть	3	2
184	меня в	2	2
185	то в	2	2
186	если я	2	2
187	почему же	2	2
188	конечно не	4	2
189	ибо и	3	2
190	о нем	4	2
191	друг друга	3	2
192	себя в	2	2
193	быть и	3	2
194	говорит о	4	2
195	так в	2	2
196	жизнь и	4	2
197	все равно	2	2
198	и он	2	2
199	и как	8	2
200	хотя бы	4	2
201	с точки	14	2
202	той же	3	2
203	у человека	2	2
204	или в	2	2
205	сам по	5	2
206	подобно тому	4	2
207	сознание и	3	2
208	и вообще	2	2
209	из этого	2	2
210	это было	3	2
