N	2gram	Ircho_Kome_1	StatiiOP
1	и в	22	29
2	том что	12	27
3	в том	11	27
4	в этом	3	21
5	но и	11	19
6	что в	6	19
7	не только	10	19
8	в трагедии	2	17
9	о том	8	17
10	что он	6	13
11	в его	5	13
12	в и	2	13
13	между прочим	2	12
14	то что	2	11
15	все это	5	11
16	в которой	6	11
17	к тому	6	10
18	таким образом	8	10
19	т е	13	10
20	и т	9	9
21	так и	5	9
22	этом отношении	3	9
23	и не	8	9
24	потому что	5	9
25	он не	3	9
26	по поводу	4	8
27	как раз	3	8
28	но в	4	8
29	в г	11	7
30	в самом	2	7
31	в котором	4	7
32	вместе с	2	7
33	того как	3	7
34	в одном	8	6
35	вовсе не	2	6
36	вопрос о	3	6
37	до сих	2	6
38	все же	3	6
39	т д	4	6
40	в течение	3	6
41	и его	8	6
42	и на	3	6
43	прежде всего	5	5
44	в качестве	4	5
45	было бы	2	5
46	сих пор	2	5
47	между тем	5	5
48	точки зрения	4	5
49	г в	4	5
50	времени и	2	4
51	речь идет	3	4
52	именно в	4	4
53	в частности	3	4
54	что у	2	4
55	с другой	5	4
56	трагедии в	2	4
57	к этому	4	4
58	не в	6	4
59	после того	3	4
60	и о	3	4
61	хотя и	3	4
62	в нем	4	4
63	ничего не	3	4
64	действующих лиц	4	4
65	в другом	4	4
66	и с	3	4
67	в известном	2	3
68	не менее	3	3
69	же как	3	3
70	но он	2	3
71	нельзя не	2	3
72	на себя	2	3
73	в образе	3	3
74	идет о	3	3
75	одном из	4	3
76	ни в	6	3
77	не мог	3	3
78	тому же	6	3
79	у нас	3	3
80	но это	2	3
81	в начале	3	3
82	но не	2	3
83	до конца	2	3
84	одной из	3	3
85	и даже	5	3
86	всяком случае	2	3
87	из них	10	3
88	другой стороны	5	3
89	как в	5	3
90	в их	4	3
91	т п	5	3
92	еще и	2	3
93	тем что	4	3
94	в году	3	3
95	и по	6	3
96	так же	3	3
97	во всяком	2	3
98	и здесь	2	3
99	в отношении	6	2
100	во время	5	2
101	политическом отношении	3	2
102	ни было	2	2
103	в них	3	2
104	в конце	6	2
105	и теперь	2	2
106	не раз	2	2
107	в тех	3	2
108	что и	4	2
109	о которых	5	2
110	тем не	2	2
111	он был	2	2
112	как и	9	2
113	то ни	2	2
114	и как	3	2
115	из его	4	2
116	должна была	2	2
117	в этой	7	2
118	что они	4	2
119	в истории	5	2
120	в то	10	2
121	по своему	3	2
122	в политическом	4	2
123	как известно	2	2
124	и сам	3	2
125	раз в	2	2
126	это еще	2	2
127	несмотря на	4	2
128	на его	5	2
129	такого рода	6	2
130	может быть	9	2
131	а также	4	2
132	еще в	5	2
133	на то	3	2
134	даже в	3	2
135	только в	3	2
136	это были	2	2
137	ее в	2	2
138	бы то	2	2
139	не к	2	2
140	со стороны	2	2
141	или менее	2	2
142	двадцатых годов	2	2
143	только что	2	2
144	судить по	3	2
145	не может	2	2
146	обвинения в	4	2
147	то же	6	2
148	при этом	5	2
149	а к	2	2
150	где он	2	2
151	в первые	2	2
152	в результате	4	2
153	которую он	2	2
154	к сожалению	2	2
155	это время	2	2
156	в себе	2	2
157	в период	2	2
158	его в	3	2
159	так как	4	2
160	как это	3	2
161	того же	2	2
162	отличие от	2	2
163	по адресу	14	2
164	в области	2	2
