N	2gram	Losev_Dial_1	Hudozhes
1	и в	18	28
2	том что	9	19
3	и не	30	18
4	в том	9	15
5	а не	14	14
6	не в	6	13
7	в этом	12	13
8	о том	4	12
9	как и	2	11
10	в его	3	11
11	не только	13	11
12	уже не	2	10
13	но и	7	9
14	в себе	11	9
15	о чем	2	8
16	что он	11	8
17	может быть	17	8
18	так и	9	8
19	я не	5	7
20	и все	3	7
21	к тому	4	7
22	об этом	4	7
23	в мире	2	7
24	в частности	2	7
25	что она	7	7
26	с ним	6	7
27	как это	4	7
28	это не	9	6
29	можно сказать	6	6
30	в котором	4	6
31	то что	13	6
32	жизни и	3	6
33	в своей	2	6
34	если бы	12	6
35	то же	10	6
36	не было	6	6
37	а в	5	6
38	и с	5	6
39	в то	6	6
40	что это	11	5
41	не менее	2	5
42	в своем	5	5
43	как бы	11	5
44	как в	2	5
45	да и	6	5
46	что в	13	5
47	она не	6	5
48	в самом	3	5
49	никогда не	9	5
50	только на	3	5
51	для него	2	5
52	ничего не	17	5
53	бы и	2	4
54	тому что	3	4
55	говорит о	5	4
56	то в	7	4
57	но не	4	4
58	что они	3	4
59	в качестве	2	4
60	же время	4	4
61	для того	2	4
62	о своем	2	4
63	вслед за	2	4
64	и о	3	4
65	он не	3	4
66	для нее	2	4
67	что и	3	4
68	и т	21	4
69	как раз	4	4
70	то и	2	4
71	не может	12	4
72	только в	3	4
73	как только	2	3
74	была бы	3	3
75	в них	3	3
76	с другой	6	3
77	прежде всего	10	3
78	в нем	16	3
79	самом деле	3	3
80	как о	2	3
81	есть и	5	3
82	еще не	2	3
83	одной стороны	2	3
84	было бы	12	3
85	несмотря на	10	3
86	ни о	5	3
87	в ней	3	3
88	в этих	5	3
89	со стороны	2	3
90	все это	11	3
91	не могу	4	3
92	а с	2	3
93	с одной	2	3
94	и состоит	2	3
95	чтобы не	2	3
96	и он	5	3
97	так же	4	3
98	можно было	5	3
99	с другими	2	3
100	с ними	2	3
101	как он	4	3
102	и это	2	3
103	к нему	8	3
104	в основе	3	2
105	он сам	5	2
106	т е	25	2
107	а о	2	2
108	отнюдь не	9	2
109	именно в	2	2
110	не как	2	2
111	и от	2	2
112	из этих	2	2
113	гораздо более	3	2
114	вовсе не	7	2
115	со всей	2	2
116	или иной	3	2
117	не с	5	2
118	с какой	4	2
119	как мы	4	2
120	о которых	2	2
121	тому же	2	2
122	они были	2	2
123	что я	3	2
124	же как	2	2
125	как у	2	2
126	на этом	2	2
127	что не	7	2
128	зная что	2	2
129	же и	2	2
130	к ней	4	2
131	до сих	2	2
132	если в	3	2
133	не является	3	2
134	один из	3	2
135	это было	2	2
136	все же	5	2
137	отношение к	5	2
138	как же	5	2
139	из них	2	2
140	ни с	6	2
141	дело не	2	2
142	сих пор	2	2
143	что же	3	2
144	мысли и	3	2
145	и тогда	2	2
146	т п	2	2
147	т д	19	2
148	еще и	3	2
149	ее на	2	2
150	и у	2	2
151	и эта	2	2
152	хотя бы	6	2
153	и для	2	2
154	с точки	12	2
155	себе но	2	2
156	в данном	3	2
157	и то	9	2
158	сказать что	10	2
159	потому что	14	2
160	в виде	2	2
161	и об	4	2
162	нуждается в	3	2
163	точки зрения	17	2
164	говорить о	5	2
165	в другом	2	2
166	что даже	2	2
167	могла бы	2	2
168	не зная	2	2
169	та же	3	2
170	но в	6	2
171	тоже не	2	2
