N	2gram	Vygotskiy__3	Literetu
1	и не	10	22
2	и в	38	16
3	при этом	4	15
4	не только	12	14
5	но и	5	14
6	в этом	13	14
7	а не	7	12
8	то что	35	12
9	может быть	19	12
10	в том	25	12
11	не в	12	10
12	то же	10	9
13	того что	4	9
14	в то	3	9
15	том что	14	8
16	не может	7	8
17	к себе	2	8
18	в этой	13	8
19	как бы	14	8
20	в своей	5	7
21	со стороны	2	7
22	точки зрения	16	7
23	только в	4	7
24	состоит в	3	6
25	в стихах	3	6
26	с другой	7	6
27	к тому	6	6
28	в его	5	6
29	и его	6	6
30	в себе	4	6
31	в другом	5	6
32	о том	6	6
33	в качестве	2	5
34	что он	11	5
35	в ее	7	5
36	как и	8	5
37	в целом	4	5
38	вместе с	5	5
39	как в	4	5
40	а в	7	5
41	в основе	3	5
42	то есть	15	5
43	место в	3	4
44	никогда не	4	4
45	по существу	2	4
46	до конца	2	4
47	одной стороны	5	4
48	и если	6	4
49	и для	4	4
50	из них	6	4
51	данном случае	2	4
52	с одной	6	4
53	в данном	2	4
54	одно из	2	4
55	как будто	4	4
56	в одном	8	4
57	только для	3	3
58	все время	30	3
59	отнюдь не	2	3
60	а я	3	3
61	и как	8	3
62	совершенно не	5	3
63	например в	2	3
64	и к	3	3
65	в самом	25	3
66	и тем	3	3
67	с ее	2	3
68	уже не	2	3
69	самом деле	21	3
70	и наконец	2	3
71	с точки	9	3
72	как на	3	3
73	той же	2	3
74	потому что	14	3
75	там где	6	3
76	едва ли	3	3
77	как это	6	3
78	отношения к	2	3
79	но в	3	3
80	между тем	7	3
81	что в	20	2
82	если бы	14	2
83	все более	2	2
84	в полном	2	2
85	все они	2	2
86	и одновременно	2	2
87	что у	7	2
88	с этой	2	2
89	он все	2	2
90	в конце	2	2
91	одного из	2	2
92	я не	5	2
93	к своим	2	2
94	к этому	3	2
95	и вместе	2	2
96	со всей	3	2
97	на то	16	2
98	в нем	4	2
99	и ее	2	2
100	же в	2	2
101	раз в	4	2
102	у нас	2	2
103	всякий раз	3	2
104	первой половине	3	2
105	того же	3	2
106	в свою	4	2
107	для него	2	2
108	было бы	12	2
109	со всеми	2	2
110	что не	3	2
111	в первой	2	2
112	несмотря на	5	2
113	во всех	4	2
114	не могу	2	2
115	поэзии и	2	2
116	один из	6	2
117	то это	2	2
118	что и	4	2
119	все же	8	2
120	когда он	4	2
121	время в	5	2
122	как мы	7	2
123	внимание на	2	2
124	так же	2	2
125	как раз	8	2
126	в нас	4	2
127	по аналогии	2	2
128	и только	3	2
129	быть не	2	2
130	в совершенно	2	2
131	еще и	2	2
132	и вот	2	2
133	того чтобы	9	2
134	для того	8	2
135	другой стороны	5	2
136	и даже	4	2
137	своей жизни	2	2
138	в своих	4	2
139	и на	6	2
140	я говорю	3	2
141	автора и	2	2
142	тем что	3	2
143	он в	2	2
144	эти слова	2	2
145	далеко не	3	2
146	представляет собой	2	2
147	чтобы он	2	2
148	же самое	10	2
149	могли бы	5	2
150	его в	3	2
151	здесь не	3	2
152	как ты	2	2
153	ее в	4	2
154	это будет	2	2
