N	2gram	Losev_Dial_2	Myshleni
1	в этом	8	29
2	точки зрения	12	28
3	и в	19	26
4	не только	19	24
5	то что	14	24
6	таким образом	4	23
7	с точки	8	21
8	в том	14	18
9	и не	30	18
10	том что	10	17
11	потому что	14	16
12	как и	10	15
13	того что	6	14
14	так же	2	14
15	так как	14	14
16	как мы	3	14
17	что в	7	12
18	вместе с	2	12
19	и его	5	12
20	в которой	2	11
21	но и	12	11
22	только не	2	11
23	не может	9	11
24	что они	6	10
25	по своей	4	10
26	по своему	5	9
27	тому что	2	9
28	в самом	5	9
29	что мы	2	9
30	в сущности	2	9
31	тем что	2	9
32	в себе	15	9
33	же как	3	8
34	то же	12	8
35	что она	14	8
36	сказать что	10	8
37	что он	6	8
38	ее в	2	8
39	только в	5	8
40	самого начала	2	7
41	к тому	2	7
42	в меру	4	7
43	прежде всего	8	7
44	с самого	2	7
45	может быть	20	7
46	и к	7	7
47	и то	7	7
48	в какой	2	6
49	вопрос о	3	6
50	в смысле	5	6
51	именно в	2	6
52	заключается в	4	6
53	мы должны	2	6
54	как бы	14	6
55	в ее	4	6
56	и что	5	6
57	было бы	3	6
58	и слова	3	6
59	во всех	2	6
60	все эти	2	6
61	все же	4	6
62	самом деле	4	6
63	а не	16	6
64	что это	10	6
65	можно сказать	5	5
66	оно есть	3	5
67	что с	2	5
68	и следовательно	5	5
69	в виду	5	5
70	и их	3	5
71	данном случае	2	5
72	с одной	2	5
73	и с	5	5
74	одно из	4	5
75	же самое	2	5
76	как это	7	5
77	с тем	2	5
78	тогда когда	6	5
79	в силу	5	5
80	она не	8	5
81	только что	5	5
82	если мы	2	5
83	тем же	2	5
84	что этот	3	5
85	в данном	3	5
86	не менее	3	4
87	не могут	4	4
88	никогда не	9	4
89	что у	2	4
90	с другой	5	4
91	и от	3	4
92	в конце	2	4
93	так что	7	4
94	если в	2	4
95	не по	2	4
96	о том	5	4
97	но в	2	4
98	о чем	3	4
99	связи с	4	4
100	еще не	4	4
101	своей природе	2	4
102	не есть	47	4
103	как в	2	4
104	это и	3	4
105	что оно	4	4
106	в той	3	4
107	должны быть	3	4
108	не в	8	4
109	это есть	8	4
110	и только	4	4
111	в области	2	4
112	связана с	2	3
113	содержит в	4	3
114	я не	6	3
115	все это	4	3
116	это не	10	3
117	одно и	4	3
118	тем не	2	3
119	но это	7	3
120	есть в	2	3
121	очевидно что	2	3
122	момент в	2	3
123	в ней	2	3
124	его с	3	3
125	но мы	2	3
126	только и	2	3
127	мы находим	3	3
128	но только	3	3
129	и по	4	3
130	он не	4	3
131	нуждается в	3	3
132	мы уже	8	3
133	что эти	2	3
134	с ним	4	3
135	по себе	18	3
136	есть не	7	3
137	об этом	3	3
138	в то	6	3
139	но не	6	3
140	в одной	4	3
141	до сих	2	3
142	мы в	2	3
143	и потому	5	3
144	что и	5	3
145	в своей	8	3
146	сих пор	2	3
147	так и	10	3
148	как раз	5	3
149	на самом	2	3
150	только потому	2	3
151	к нему	4	3
152	мы видим	2	3
153	в этой	3	3
154	в чем	3	3
155	перед нами	2	2
156	уже в	4	2
157	что если	3	2
158	можно ли	3	2
159	в этих	3	2
160	следовательно не	2	2
161	как известно	2	2
162	то время	4	2
163	только о	2	2
164	что на	2	2
165	ни в	10	2
166	на его	2	2
167	несмотря на	2	2
168	или в	2	2
169	в нем	10	2
170	есть только	4	2
171	с ее	2	2
172	только одно	2	2
173	то как	3	2
174	в их	2	2
175	того и	2	2
176	это мы	2	2
177	форм и	2	2
178	время как	7	2
179	должно быть	7	2
180	а в	4	2
181	в своих	2	2
182	также и	2	2
183	в определенном	2	2
184	мере в	2	2
185	но он	4	2
186	и есть	4	2
187	но всегда	2	2
188	его в	3	2
189	что по	2	2
190	поэзии и	4	2
191	во время	2	2
192	с этим	3	2
193	вовсе не	13	2
194	в одну	5	2
195	раз в	2	2
196	и при	2	2
197	ведь это	3	2
198	совершенно не	7	2
199	только к	2	2
200	и делает	2	2
201	даже в	3	2
202	что же	2	2
203	того как	2	2
204	и она	2	2
205	что не	6	2
206	во всяком	2	2
207	могут быть	4	2
208	вещи и	3	2
209	мы говорим	3	2
210	не раз	2	2
211	ничего не	3	2
212	может и	2	2
