N	2gram	Bakhtin_Pr_3	Komedia
1	и в	53	22
2	и не	15	21
3	том что	5	13
4	в том	14	12
5	таким образом	6	12
6	так как	7	11
7	потому что	5	10
8	до сих	5	9
9	в самом	2	9
10	вместе с	2	9
11	сих пор	5	9
12	что он	4	8
13	в его	8	8
14	что и	3	8
15	в этом	8	8
16	о том	2	8
17	его в	2	8
18	при этом	3	7
19	то же	6	7
20	а в	2	7
21	в конце	3	7
22	к этому	4	6
23	тому же	2	6
24	того же	2	6
25	еще не	5	6
26	может быть	12	6
27	и его	10	6
28	в то	5	6
29	не менее	3	5
30	что в	2	5
31	же время	5	5
32	прежде всего	15	5
33	как это	2	5
34	хотя и	4	5
35	не только	4	5
36	в своей	3	5
37	отношение к	6	5
38	из них	4	5
39	все это	8	5
40	по отношению	2	5
41	он не	3	5
42	тем что	2	5
43	к себе	6	5
44	с ним	2	5
45	но в	5	5
46	с самого	3	4
47	самого начала	4	4
48	с другой	2	4
49	вовсе не	3	4
50	не в	2	4
51	несмотря на	2	4
52	в ней	7	4
53	тем более	2	4
54	то что	9	4
55	но и	7	4
56	до нас	2	4
57	а не	11	4
58	и для	4	4
59	точки зрения	4	4
60	в себе	5	4
61	в связи	2	4
62	так и	6	4
63	хотя бы	2	4
64	и с	6	4
65	с его	2	3
66	прежде чем	2	3
67	никогда не	2	3
68	на ее	2	3
69	в них	2	3
70	с этим	2	3
71	в нем	10	3
72	далеко не	2	3
73	и к	5	3
74	тем не	2	3
75	в ее	3	3
76	как и	11	3
77	в начале	2	3
78	по своему	6	3
79	было бы	5	3
80	и тот	3	3
81	конечно не	4	3
82	как бы	14	3
83	один из	6	3
84	и мысли	2	3
85	не может	2	3
86	все равно	4	3
87	в двух	2	3
88	с точки	2	3
89	и даже	2	3
90	их в	2	3
91	одной из	4	3
92	мы можем	5	3
93	не о	2	3
94	говорить о	2	3
95	не знает	4	3
96	как он	2	3
97	в которой	2	3
98	ничего не	6	3
99	в основе	5	2
100	уже в	2	2
101	себя и	2	2
102	и без	3	2
103	сравнению с	4	2
104	как в	7	2
105	это не	6	2
106	и особенно	3	2
107	нового времени	8	2
108	и все	10	2
109	человека и	7	2
110	в образе	3	2
111	достаточно сравнить	2	2
112	для понимания	2	2
113	а затем	4	2
114	по существу	5	2
115	которой мы	2	2
116	к человеку	2	2
117	тот же	2	2
118	и если	3	2
119	на его	3	2
120	в сущности	10	2
121	при всей	2	2
122	одним из	3	2
123	а также	4	2
124	между ними	2	2
125	в развитии	3	2
126	по сравнению	4	2
127	во всех	12	2
128	наряду с	5	2
129	в их	2	2
130	как мы	5	2
131	все еще	3	2
132	вплоть до	4	2
133	в известной	2	2
134	не было	4	2
135	человека в	3	2
136	мы не	4	2
137	в мире	5	2
138	в эпоху	10	2
139	с другими	3	2
140	в таком	2	2
141	в своих	2	2
142	и на	18	2
143	здесь и	4	2
144	между тем	2	2
145	и во	4	2
146	что касается	2	2
147	и ее	6	2
148	нет ни	2	2
149	и это	3	2
150	нет ничего	2	2
151	здесь не	4	2
152	в области	3	2
