N	2gram	Tiupa_Hudo_1	Problemy
1	и не	2	31
2	и в	14	29
3	в его	8	24
4	может быть	5	24
5	а не	12	22
6	в этом	11	22
7	т е	4	21
8	как бы	7	19
9	в нем	3	19
10	точки зрения	5	19
11	для него	10	18
12	не только	12	15
13	то что	8	15
14	но и	5	14
15	и его	5	14
16	то же	9	14
17	в пределах	3	13
18	уже не	7	13
19	с точки	3	13
20	как и	9	12
21	не может	7	12
22	в самом	4	10
23	в то	8	10
24	только в	5	10
25	героя и	5	10
26	с его	5	9
27	это не	7	9
28	все же	3	9
29	но не	3	9
30	же время	8	9
31	о нем	3	9
32	все эти	3	9
33	если бы	3	9
34	в своем	4	8
35	до конца	2	8
36	по себе	2	8
37	что он	9	8
38	что в	6	8
39	отношению к	8	8
40	в своей	10	8
41	по отношению	8	8
42	потому что	5	8
43	в том	12	8
44	прежде всего	11	7
45	том что	16	7
46	не в	7	7
47	она не	4	7
48	так и	13	7
49	в форме	2	7
50	а в	7	7
51	и на	3	7
52	в себе	11	7
53	но в	5	7
54	все это	2	6
55	в одной	2	6
56	в конце	4	6
57	его героев	2	6
58	в целом	2	6
59	несмотря на	4	6
60	что она	4	6
61	как в	8	6
62	как раз	4	6
63	самом деле	5	6
64	в мире	3	6
65	его в	3	6
66	и потому	2	6
67	перед нами	5	5
68	именно в	7	5
69	было бы	6	5
70	еще не	7	5
71	и о	4	5
72	у него	9	5
73	он не	4	5
74	той же	2	5
75	на самом	2	5
76	в творчестве	3	5
77	художественного мира	2	5
78	между тем	8	5
79	автора и	2	5
80	и это	4	5
81	с ним	4	5
82	ничего не	8	5
83	поэтому и	2	4
84	в результате	2	4
85	превращается в	3	4
86	личности в	7	4
87	в литературе	3	4
88	идет о	3	4
89	и с	4	4
90	даже в	3	4
91	и т	11	4
92	и для	3	4
93	не было	4	4
94	тем что	3	4
95	как мы	3	4
96	они не	2	4
97	героя в	2	4
98	должно быть	2	4
99	в этой	8	4
100	человека в	6	4
101	так сказать	2	4
102	что же	2	4
103	в человеке	2	3
104	никогда не	6	3
105	романа в	3	3
106	ни в	5	3
107	героев в	2	3
108	одна из	2	3
109	в произведениях	2	3
110	себе и	2	3
111	в духе	4	3
112	на него	2	3
113	в их	2	3
114	тому что	4	3
115	т п	8	3
116	этом отношении	3	3
117	например в	2	3
118	себе самому	3	3
119	в себя	2	3
120	приводит к	3	3
121	друг друга	5	3
122	в своих	3	3
123	но с	2	3
124	как к	3	3
125	но как	2	3
126	за ним	2	3
127	не знает	2	3
128	как будто	4	3
129	в художественном	2	3
130	художественного построения	3	3
131	б м	2	3
132	на вопрос	2	2
133	связи с	4	2
134	представляется нам	2	2
135	себя и	2	2
136	однако в	2	2
137	с этой	2	2
138	и от	4	2
139	для своего	2	2
140	своих героев	2	2
141	вопрос о	2	2
142	и к	4	2
143	жизни и	5	2
144	же в	3	2
145	так что	2	2
146	при этом	12	2
147	а его	2	2
148	своего времени	3	2
149	отсюда и	2	2
150	со своим	2	2
151	на себе	2	2
152	никак не	2	2
153	не о	2	2
154	до сих	2	2
155	один из	4	2
156	на его	2	2
157	в первой	6	2
158	сих пор	2	2
159	мы уже	4	2
160	в изображении	2	2
161	то и	3	2
162	и даже	3	2
163	дело здесь	2	2
164	и что	2	2
165	к себе	5	2
166	к другому	4	2
167	его жизнь	2	2
168	можно было	5	2
169	для других	2	2
170	в ней	4	2
171	но он	3	2
172	для себя	3	2
173	заметить что	2	2
174	с этим	3	2
175	по преимуществу	3	2
