N	2gram	Voloshinov_1	Narrotol
1	не только	7	26
2	но и	4	15
3	в том	3	14
4	при этом	6	14
5	и не	4	14
6	том что	3	13
7	и в	16	13
8	в этом	9	13
9	в частности	2	11
10	только в	4	11
11	может быть	17	10
12	так и	4	9
13	сводится к	2	9
14	а в	3	9
15	то что	3	8
16	не может	8	8
17	к себе	3	7
18	никогда не	2	6
19	в жизни	2	6
20	прежде всего	9	6
21	можно сказать	4	6
22	и к	6	6
23	в его	4	6
24	и т.п	2	6
25	у него	2	6
26	как бы	5	6
27	но в	4	6
28	точки зрения	8	5
29	что он	2	5
30	он не	2	5
31	в нем	4	5
32	таким образом	9	5
33	на протяжении	2	5
34	о том	2	5
35	что это	2	4
36	не менее	2	4
37	отнюдь не	4	4
38	как и	2	4
39	все что	4	4
40	что в	3	4
41	для него	6	4
42	при всей	2	4
43	жизни и	3	4
44	в своей	2	4
45	то же	2	4
46	в этой	4	4
47	и все	4	4
48	как это	3	4
49	с ним	2	4
50	с его	7	3
51	конечном счете	2	3
52	в итоге	2	3
53	в конечном	3	3
54	один из	2	3
55	между собой	2	3
56	все эти	5	3
57	самом деле	6	3
58	и даже	4	3
59	и по	2	3
60	и для	2	3
61	и его	8	3
62	с ними	4	3
63	с этой	2	3
64	сказать что	7	3
65	едва ли	3	3
66	мира и	3	3
67	в душе	2	2
68	моей жизни	2	2
69	же как	2	2
70	можно назвать	2	2
71	хотя бы	4	2
72	из этих	2	2
73	с нею	2	2
74	для нас	2	2
75	в начале	2	2
76	по своему	2	2
77	еще не	5	2
78	было бы	2	2
79	со всеми	2	2
80	в самом	2	2
81	во сне	2	2
82	все то	2	2
83	в него	5	2
84	оно не	2	2
85	но зато	2	2
86	что и	2	2
87	не будет	2	2
88	только на	3	2
89	те же	3	2
90	на самом	4	2
91	быть может	2	2
92	они не	2	2
93	с точки	6	2
94	так же	2	2
95	мы не	2	2
96	в чем	5	2
97	но это	2	2
98	говорить о	2	2
99	во время	3	2
100	в области	3	2
