N	2gram	Vygotskiy__4	Narrotol
1	не только	7	26
2	а не	6	17
3	представляет собой	2	16
4	но и	3	15
5	в том	21	14
6	при этом	2	14
7	и не	13	14
8	том что	22	13
9	и в	33	13
10	в этом	28	13
11	в частности	4	11
12	только в	4	11
13	может быть	22	10
14	к тому	12	9
15	так и	3	9
16	сводится к	2	9
17	а в	4	9
18	то есть	13	9
19	то что	44	8
20	в себе	6	8
21	не может	10	8
22	не в	2	8
23	иначе говоря	2	7
24	никогда не	5	6
25	в своем	7	6
26	в жизни	4	6
27	прежде всего	2	6
28	можно сказать	2	6
29	и к	2	6
30	вслед за	3	6
31	того что	4	6
32	в его	10	6
33	со стороны	2	6
34	все же	5	6
35	у него	6	6
36	как бы	25	6
37	ничего не	2	6
38	но в	2	6
39	место в	2	5
40	точки зрения	6	5
41	что он	20	5
42	одной стороны	3	5
43	он не	11	5
44	в котором	2	5
45	я не	4	5
46	в нем	7	5
47	на него	4	5
48	как в	3	5
49	таким образом	13	5
50	с одной	3	5
51	в той	3	5
52	тем самым	3	5
53	с другой	2	5
54	в то	3	5
55	далеко не	3	5
56	о том	20	5
57	перед нами	6	4
58	что это	13	4
59	если бы	10	4
60	в конце	8	4
61	об этом	4	4
62	тому же	3	4
63	как и	5	4
64	времени и	2	4
65	что в	21	4
66	читателя в	2	4
67	не является	2	4
68	и уже	4	4
69	жизни и	4	4
70	в своей	4	4
71	в ее	2	4
72	то же	9	4
73	в какой	5	4
74	в мире	3	4
75	в рассказе	8	4
76	в этой	9	4
77	и все	12	4
78	как это	14	4
79	с ним	5	4
80	а как	2	3
81	с его	2	3
82	тому что	6	3
83	мы имеем	2	3
84	это не	6	3
85	да и	3	3
86	что они	6	3
87	одна из	4	3
88	но не	3	3
89	же время	2	3
90	как раз	9	3
91	и когда	2	3
92	о нем	4	3
93	характера и	8	3
94	один из	2	3
95	в целом	5	3
96	внимание на	2	3
97	все эти	6	3
98	самом деле	12	3
99	того чтобы	22	3
100	и для	3	3
101	нам в	2	3
102	и его	5	3
103	в таком	4	3
104	о ней	2	3
105	с этой	4	3
106	никак не	6	3
107	сказать что	13	3
108	едва ли	2	3
109	дело с	3	2
110	же как	3	2
111	только не	2	2
112	по словам	2	2
113	должен был	3	2
114	одно из	2	2
115	что у	4	2
116	о них	2	2
117	хотя бы	2	2
118	столь же	2	2
119	из этих	2	2
120	точно так	3	2
121	обратиться к	3	2
122	вовсе не	5	2
123	и здесь	3	2
124	на то	10	2
125	для нас	7	2
126	говорит о	4	2
127	этого рассказа	12	2
128	и т	6	2
129	мы узнаем	4	2
130	было бы	12	2
131	по поводу	4	2
132	и он	3	2
133	себе и	2	2
134	в самом	12	2
135	что она	10	2
136	все то	12	2
137	все те	2	2
138	однако не	2	2
139	не все	2	2
140	с таким	2	2
141	что и	3	2
142	раз в	7	2
143	он может	2	2
144	себя в	4	2
145	не будет	4	2
146	а с	2	2
147	именно в	2	2
148	у нас	4	2
149	те же	2	2
150	на самом	6	2
151	и что	25	2
152	только что	15	2
153	с точки	4	2
154	не имеет	2	2
155	так же	13	2
156	всякий раз	6	2
157	как на	6	2
158	той же	4	2
159	мы не	5	2
160	можно было	4	2
161	тому как	2	2
162	и опять	3	2
163	в результате	2	2
164	в ней	6	2
165	в виде	3	2
166	но он	6	2
167	в своих	3	2
168	т п	3	2
169	говорить о	3	2
170	во время	6	2
171	могли бы	2	2
172	как он	5	2
173	героя и	2	2
174	потому что	24	2
175	то чтобы	2	2
176	могло бы	3	2
177	видит в	3	2
178	том как	3	2
