N	2gram	Vinokur_St_2	Problema
1	и в	29	30
2	в своей	7	22
3	то что	11	18
4	не только	19	18
5	том что	27	17
6	в этом	21	17
7	и даже	3	14
8	но и	19	13
9	таким образом	10	13
10	потому что	9	13
11	в том	27	12
12	в его	13	12
13	и не	9	12
14	также и	2	12
15	о том	17	12
16	в своем	9	11
17	так что	3	11
18	точки зрения	5	10
19	в этой	2	10
20	все же	6	9
21	сказать что	2	9
22	но в	8	9
23	и вообще	2	9
24	только в	2	9
25	в конце	2	8
26	вовсе не	6	8
27	никак не	2	8
28	хотя и	4	8
29	с точки	2	8
30	никогда не	3	7
31	что он	13	7
32	у нас	3	7
33	как и	2	7
34	связи с	4	7
35	но не	3	7
36	может быть	2	7
37	вместе с	7	7
38	так и	9	7
39	говорит о	2	7
40	не в	4	7
41	в результате	2	7
42	с другой	4	6
43	прежде всего	5	6
44	и как	2	6
45	несмотря на	2	6
46	как бы	5	6
47	в нем	4	6
48	что и	2	6
49	другой стороны	3	6
50	и что	6	6
51	и его	6	6
52	и на	6	6
53	его в	2	6
54	при помощи	4	6
55	так как	2	6
56	не менее	3	5
57	с тем	7	5
58	что в	19	5
59	что у	4	5
60	в которой	11	5
61	тем не	2	5
62	так же	3	5
63	в самом	7	5
64	и о	4	5
65	еще в	2	5
66	не может	2	5
67	в году	3	5
68	а не	5	5
69	что этот	2	5
70	но он	3	5
71	как раз	8	5
72	того как	7	5
73	и с	4	5
74	если не	2	4
75	еще и	3	4
76	в частности	4	4
77	ни в	3	4
78	об этом	6	4
79	но все	7	4
80	при этом	2	4
81	того же	2	4
82	было бы	5	4
83	и сам	2	4
84	в качестве	5	4
85	а с	3	4
86	в период	2	4
87	и к	4	4
88	не мог	3	4
89	и он	3	4
90	в трагедии	17	4
91	в себе	2	4
92	в то	2	4
93	именно в	4	3
94	и другие	2	3
95	еще более	4	3
96	в отношении	2	3
97	в духе	2	3
98	в ее	2	3
99	нас не	2	3
100	в начале	3	3
101	что они	2	3
102	после того	4	3
103	для того	7	3
104	обратить внимание	5	3
105	он не	9	3
106	а также	2	3
107	в русской	5	3
108	нет никакого	2	3
109	на первом	2	3
110	того что	5	3
111	тем же	2	3
112	внимание на	4	3
113	в ней	7	3
114	в другом	4	3
115	сравнении с	2	3
116	и который	2	3
117	в одном	6	3
118	в виду	7	3
119	борьбы с	3	2
120	я не	7	2
121	находим в	2	2
122	и более	2	2
123	по словам	4	2
124	по этому	2	2
125	в них	2	2
126	в какой	2	2
127	хотя бы	3	2
128	как в	3	2
129	с этой	2	2
130	за то	3	2
131	была бы	5	2
132	к этому	4	2
133	по себе	3	2
134	что именно	2	2
135	на то	2	2
136	к тому	10	2
137	то же	2	2
138	на тот	2	2
139	он был	2	2
140	раз в	2	2
141	по существу	2	2
142	кроме того	4	2
143	до сих	6	2
144	по поводу	8	2
145	в это	2	2
146	в данном	2	2
147	на его	2	2
148	такого рода	2	2
149	за него	2	2
150	борьбу с	2	2
151	всяком случае	3	2
152	в котором	7	2
153	этой поэмы	3	2
154	бы то	2	2
155	не к	2	2
156	из них	3	2
157	ее в	2	2
158	и речи	2	2
159	этому поводу	2	2
160	то ни	2	2
161	все эти	2	2
162	факт что	6	2
163	они не	2	2
164	самом деле	3	2
165	в значительной	2	2
166	того чтобы	6	2
167	по его	3	2
168	его не	3	2
169	доказать что	2	2
170	во всяком	3	2
171	между тем	5	2
172	тем что	3	2
173	в одной	2	2
174	мере в	2	2
175	и сейчас	3	2
176	это время	2	2
177	обстоятельство что	4	2
178	в поэме	3	2
179	у кюхельбекера	2	2
180	дело в	4	2
181	еще до	4	2
182	в области	2	2
183	ничего не	4	2
184	не то	3	2
185	сих пор	5	2
