N	2gram	Bakhtin_Pr_1	Mirosoze
1	может быть	26	30
2	не только	9	29
3	и в	38	28
4	не может	27	28
5	но и	9	25
6	а не	5	25
7	он не	3	24
8	в этом	15	20
9	не было	2	18
10	не в	7	16
11	в ней	4	15
12	в своей	7	15
13	и есть	2	14
14	никогда не	5	14
15	в нем	15	13
16	человека в	2	13
17	и он	2	12
18	и это	3	12
19	в самом	7	11
20	и не	42	11
21	что в	7	10
22	в своем	5	10
23	в мире	3	10
24	прежде всего	13	10
25	и все	3	10
26	что он	2	10
27	было бы	8	10
28	и потому	4	10
29	человек в	2	9
30	в его	43	9
31	не есть	6	9
32	и его	16	9
33	есть лишь	3	9
34	но не	12	8
35	в котором	2	8
36	в самой	2	7
37	того что	2	7
38	но в	4	7
39	ивана карамазова	2	7
40	менее всего	3	7
41	к нему	10	7
42	в себе	4	7
43	должна быть	4	6
44	в том	8	6
45	все это	3	6
46	лишь в	2	6
47	и на	3	6
48	только в	13	6
49	не могут	2	5
50	это не	5	5
51	у нас	2	5
52	как и	7	5
53	то что	8	5
54	нет и	3	5
55	в этих	2	4
56	не знает	3	4
57	смысле слова	2	4
58	не к	6	4
59	отношение к	10	4
60	ни с	2	4
61	в их	10	4
62	отношения к	6	4
63	а в	6	4
64	точки зрения	8	4
65	в них	5	4
66	от него	3	4
67	она не	2	4
68	за пределы	12	4
69	что и	2	4
70	есть не	2	4
71	тем что	2	4
72	себя и	3	3
73	в него	2	3
74	не имеет	9	3
75	должно быть	5	3
76	его не	2	3
77	особенно в	2	3
78	мир в	2	3
79	его в	9	3
80	в иных	3	3
81	то есть	46	3
82	и с	17	3
83	на этом	2	3
84	с его	2	3
85	он должен	2	3
86	в ее	4	3
87	том что	3	3
88	ничего не	6	3
89	мы увидим	3	3
90	конечно не	5	3
91	себя в	2	3
92	хотя бы	4	3
93	место в	8	2
94	вообще не	7	2
95	и мир	2	2
96	и от	3	2
97	его как	3	2
98	отношения и	2	2
99	высшей степени	5	2
100	с самим	2	2
101	в свою	2	2
102	лишь момент	3	2
103	для того	2	2
104	в виду	4	2
105	могут быть	5	2
106	отличается от	2	2
107	по отношению	21	2
108	человека как	2	2
109	все эти	5	2
110	и что	2	2
111	есть только	2	2
112	и те	2	2
113	также и	3	2
114	сказать что	4	2
115	в более	4	2
116	в начале	2	2
117	в истории	2	2
118	проникает в	2	2
119	как бы	22	2
120	о том	4	2
121	в россии	2	2
122	с ним	5	2
123	понять его	4	2
124	в основе	5	2
125	а как	3	2
126	если бы	3	2
127	природу и	3	2
128	в высшей	5	2
129	и во	2	2
130	к этому	2	2
131	отношению к	19	2
132	к миру	3	2
133	в то	4	2
134	чем в	2	2
135	все что	3	2
136	и к	3	2
137	так называемый	2	2
138	относится к	4	2
139	должен быть	2	2
140	все же	6	2
141	не остается	2	2
142	как в	4	2
143	приводит к	3	2
144	она может	3	2
145	входит в	8	2
146	бы не	2	2
147	того чтобы	2	2
148	и у	2	2
149	к чему	2	2
150	и как	8	2
151	и для	11	2
152	не все	2	2
