N	2gram	Vygotskiy__4	Problemy
1	и не	13	31
2	и в	33	29
3	в его	10	24
4	может быть	22	24
5	а не	6	22
6	в этом	28	22
7	как бы	25	19
8	в нем	7	19
9	точки зрения	6	19
10	не только	7	15
11	то что	44	15
12	но и	3	14
13	и его	5	14
14	то же	9	14
15	в пределах	3	13
16	с точки	4	13
17	как и	5	12
18	точка зрения	2	12
19	не может	10	12
20	таким образом	13	12
21	в одном	3	10
22	в самом	12	10
23	в то	3	10
24	только в	4	10
25	героя и	2	10
26	с его	2	9
27	это не	6	9
28	все же	5	9
29	но не	3	9
30	же время	2	9
31	о нем	4	9
32	все эти	6	9
33	если бы	10	9
34	в своем	7	8
35	до конца	7	8
36	по себе	9	8
37	что он	20	8
38	что в	21	8
39	в своей	4	8
40	потому что	24	8
41	в том	21	8
42	прежде всего	2	7
43	вовсе не	5	7
44	а как	2	7
45	том что	22	7
46	не в	2	7
47	она не	3	7
48	так и	3	7
49	и как	5	7
50	а в	4	7
51	и на	5	7
52	в себе	6	7
53	но в	2	7
54	все это	13	6
55	в одной	2	6
56	в конце	8	6
57	в целом	5	6
58	был бы	3	6
59	что она	10	6
60	как в	3	6
61	как раз	9	6
62	в самой	6	6
63	самом деле	12	6
64	в мире	3	6
65	так же	13	6
66	его в	3	6
67	и потому	2	6
68	так как	12	6
69	перед нами	6	5
70	именно в	2	5
71	было бы	12	5
72	но все	2	5
73	это и	5	5
74	в сущности	6	5
75	и о	4	5
76	у него	6	5
77	он не	11	5
78	той же	4	5
79	на самом	6	5
80	в драме	3	5
81	конце концов	3	5
82	во всяком	3	5
83	и это	5	5
84	с ним	5	5
85	ничего не	2	5
86	все то	12	4
87	в результате	2	4
88	идет о	3	4
89	бы и	2	4
90	что и	3	4
91	так чтобы	2	4
92	и с	2	4
93	даже в	2	4
94	не на	2	4
95	и т	6	4
96	и для	3	4
97	не было	3	4
98	тем что	3	4
99	как мы	4	4
100	и наконец	2	4
101	должно быть	3	4
102	их в	3	4
103	в основе	3	4
104	в этой	9	4
105	он знает	2	3
106	материал и	2	3
107	уже в	2	3
108	я не	4	3
109	была бы	2	3
110	никогда не	5	3
111	в них	2	3
112	сами по	3	3
113	с другой	2	3
114	мире в	2	3
115	ни в	3	3
116	по существу	2	3
117	одна из	4	3
118	в уста	3	3
119	всяком случае	3	3
120	себе и	2	3
121	он может	2	3
122	и до	3	3
123	на него	4	3
124	в их	2	3
125	другой стороны	2	3
126	тому что	6	3
127	как на	6	3
128	т п	3	3
129	например в	3	3
130	тому как	2	3
131	и здесь	3	3
132	в своих	3	3
133	сказать что	13	3
134	как будто	8	3
135	мы должны	6	3
136	далеко не	3	3
137	в художественном	2	3
138	художественного построения	2	3
139	и уже	4	2
140	самого начала	5	2
141	все время	24	2
142	всех этих	3	2
143	связи с	2	2
144	его и	2	2
145	хотя бы	2	2
146	с этой	4	2
147	и от	2	2
148	он все	3	2
149	те же	2	2
150	в жизни	4	2
151	вопрос о	2	2
152	для понимания	2	2
153	и ее	2	2
154	и к	2	2
155	что может	3	2
156	жизни и	4	2
157	так что	7	2
158	мы видим	6	2
159	из его	2	2
160	не потому	2	2
161	бы то	2	2
162	при этом	2	2
163	тот же	3	2
164	кажется что	2	2
165	все остальное	2	2
166	друг с	4	2
167	конечно не	3	2
168	никак не	6	2
169	все те	2	2
170	до сих	3	2
171	ни одной	3	2
172	в котором	2	2
173	однако не	2	2
174	один из	2	2
175	какой бы	3	2
176	нам кажется	2	2
177	нисколько не	5	2
178	ни одного	2	2
179	сих пор	3	2
180	мы уже	5	2
181	во всей	3	2
182	нами в	2	2
183	что оно	3	2
184	слово в	2	2
185	в той	3	2
186	здесь мы	3	2
187	и что	25	2
188	из которых	3	2
189	на этот	3	2
190	заставляет его	4	2
191	можно было	4	2
192	этот вопрос	4	2
193	в которых	3	2
194	в ней	6	2
195	одно из	2	2
196	но он	6	2
197	на пути	2	2
198	и есть	4	2
199	во все	3	2
200	могли бы	2	2
201	в которой	4	2
202	нет ни	3	2
203	с этим	5	2
