N	2gram	Losev_Vlad_1	Problemy
1	и не	17	31
2	и в	31	29
3	в его	12	24
4	может быть	6	24
5	в этом	14	22
6	в нем	4	19
7	точки зрения	2	19
8	для него	7	18
9	не только	24	15
10	то что	18	15
11	но и	19	14
12	и его	7	14
13	то же	6	14
14	уже не	3	13
15	как и	4	12
16	не может	6	12
17	таким образом	3	12
18	этом смысле	4	10
19	в самом	2	10
20	в то	8	10
21	только в	9	10
22	с его	11	9
23	все же	3	9
24	но не	3	9
25	же время	4	9
26	о нем	7	9
27	все эти	3	9
28	в своем	4	8
29	что он	12	8
30	что в	14	8
31	в своей	4	8
32	потому что	11	8
33	в том	11	8
34	вовсе не	5	7
35	том что	14	7
36	не в	5	7
37	за пределы	3	7
38	так и	6	7
39	и как	4	7
40	а в	9	7
41	и на	3	7
42	в себе	4	7
43	но в	12	7
44	все это	5	6
45	в конце	9	6
46	в целом	3	6
47	несмотря на	4	6
48	к нему	4	6
49	одним из	2	6
50	что она	2	6
51	как в	3	6
52	как раз	7	6
53	и потому	6	6
54	так как	8	6
55	было бы	2	5
56	еще не	2	5
57	это и	2	5
58	и о	2	5
59	у него	15	5
60	он не	10	5
61	мысли и	4	5
62	той же	2	5
63	конце концов	3	5
64	во всяком	2	5
65	он и	6	5
66	и это	2	5
67	с ним	5	5
68	ничего не	3	5
69	в результате	2	4
70	раз и	3	4
71	что и	5	4
72	но это	3	4
73	и с	14	4
74	даже в	2	4
75	и т	2	4
76	и для	2	4
77	не было	5	4
78	тем что	2	4
79	как мы	9	4
80	в этой	4	4
81	что же	5	4
82	уже в	7	3
83	я не	4	3
84	он сам	2	3
85	для его	2	3
86	никогда не	9	3
87	в них	2	3
88	с другой	3	3
89	как вы	2	3
90	ни в	2	3
91	по существу	2	3
92	была для	2	3
93	все что	2	3
94	кроме того	7	3
95	всяком случае	2	3
96	и до	2	3
97	на него	3	3
98	другой стороны	3	3
99	как на	2	3
100	и у	4	3
101	не из	2	3
102	и здесь	3	3
103	в своих	5	3
104	сказать что	7	3
105	он в	3	3
106	как к	2	3
107	но как	5	3
108	мы должны	2	3
109	уже и	2	2
110	хотя бы	2	2
111	и от	5	2
112	для своего	2	2
113	в жизни	3	2
114	его к	2	2
115	и к	6	2
116	он писал	4	2
117	жизни и	5	2
118	так что	10	2
119	из его	4	2
120	при этом	2	2
121	него не	3	2
122	на себя	3	2
123	тот же	3	2
124	своего времени	2	2
125	со своими	3	2
126	и сам	6	2
127	кажется что	2	2
128	со своим	5	2
129	него в	2	2
130	конечно не	2	2
131	никак не	4	2
132	в котором	6	2
133	один из	4	2
134	на его	3	2
135	нисколько не	2	2
136	отношение к	3	2
137	мы уже	7	2
138	по своим	3	2
139	из своего	3	2
140	в отношении	3	2
141	то и	2	2
142	и даже	15	2
143	здесь мы	3	2
144	и что	6	2
145	к себе	2	2
146	на этот	6	2
147	то он	6	2
148	но он	5	2
149	для себя	2	2
150	в истории	4	2
151	его на	2	2
152	в россии	4	2
153	всей его	2	2
154	в которой	4	2
155	е в	7	2
