N	2gram	Vygotskiy__5	Vladivir
1	и в	30	40
2	то что	37	28
3	и не	6	25
4	не только	16	25
5	то есть	13	24
6	у него	3	24
7	но и	6	18
8	в том	27	18
9	том что	21	18
10	что в	24	17
11	в этом	14	16
12	так что	3	14
13	в его	4	14
14	не может	9	14
15	точки зрения	7	13
16	вовсе не	3	13
17	только в	5	13
18	сказать что	9	12
19	даже и	2	12
20	в конце	4	12
21	никогда не	9	11
22	таким образом	20	11
23	потому что	23	11
24	о том	10	11
25	едва ли	2	11
26	прежде всего	4	10
27	ни в	3	10
28	это есть	3	10
29	то это	4	10
30	и потому	5	10
31	не есть	4	10
32	как раз	13	10
33	и его	6	10
34	что это	8	9
35	есть только	2	9
36	и с	2	9
37	и то	9	9
38	в своей	4	9
39	в себе	5	9
40	в своем	6	8
41	в этой	5	8
42	для него	3	8
43	может быть	11	8
44	так же	13	8
45	и что	23	8
46	он не	3	8
47	как мы	5	8
48	а не	8	8
49	что все	6	7
50	к тому	8	7
51	и как	7	7
52	несмотря на	5	7
53	и если	6	7
54	а в	4	7
55	в своих	5	7
56	так как	9	7
57	с тем	8	7
58	того что	8	7
59	в то	2	7
60	что и	3	7
61	вместе с	12	7
62	как и	6	7
63	и здесь	6	6
64	это значит	2	6
65	и даже	2	6
66	и на	3	6
67	по себе	7	6
68	об этом	3	6
69	во всем	2	6
70	так и	3	6
71	хотя бы	3	6
72	с точки	2	6
73	и это	8	6
74	с другой	9	5
75	для нас	3	5
76	совсем не	2	5
77	эти три	2	5
78	должно быть	2	5
79	отношения к	2	5
80	в отношении	2	5
81	все эти	2	5
82	в ней	4	5
83	учении о	3	5
84	в одном	2	5
85	что он	17	5
86	у нас	4	5
87	мы уже	6	5
88	еще в	2	5
89	только на	4	5
90	можно было	3	5
91	конце концов	2	5
92	в данном	3	5
93	тем что	6	5
94	дело в	2	5
95	ничего не	2	5
96	тому что	8	4
97	вопрос о	3	4
98	на то	17	4
99	и можно	2	4
100	что если	6	4
101	до конца	2	4
102	мог бы	2	4
103	в самом	14	4
104	в котором	2	4
105	от того	4	4
106	в результате	4	4
107	мы должны	3	4
108	как это	7	4
109	и все	4	4
110	не с	2	4
111	по существу	2	4
112	чем в	2	4
113	но не	7	4
114	утверждает что	2	4
115	еще не	5	4
116	было бы	5	4
117	и о	3	4
118	никак не	6	4
119	говорит о	4	4
120	то же	7	4
121	а с	5	4
122	в течение	2	4
123	если мы	16	4
124	учения о	3	4
125	в каком	3	4
126	все же	7	4
127	но в	5	4
128	по мнению	6	4
129	перед нами	2	3
130	уже в	6	3
131	же как	2	3
132	в качестве	2	3
133	это не	3	3
134	из этих	3	3
135	только о	2	3
136	мы знаем	2	3
137	но все	2	3
138	одной стороны	12	3
139	при этом	8	3
140	как бы	19	3
141	в виду	4	3
142	был бы	5	3
143	и тем	6	3
144	в нем	7	3
145	отличается от	2	3
146	что есть	2	3
147	и только	3	3
148	с одной	12	3
149	именно в	6	3
150	как на	11	3
151	что здесь	3	3
152	же самое	5	3
153	сводится к	5	3
154	все то	2	3
155	мы имеем	8	3
156	если бы	11	3
157	само по	2	3
158	по этому	5	3
159	этом смысле	2	3
160	же в	2	3
161	в отличие	2	3
162	на самом	2	3
163	находится в	2	3
164	того чтобы	20	3
165	и эта	2	3
166	не в	8	3
167	и для	6	3
168	в таком	3	3
169	отличие от	2	3
170	не могут	3	2
171	должна быть	2	2
172	в нашем	2	2
173	в этих	3	2
174	с этой	2	2
175	что на	3	2
176	он был	2	2
177	с такой	4	2
178	не можем	4	2
179	в нашей	2	2
180	должен был	4	2
181	и наконец	3	2
182	той или	2	2
183	чем это	3	2
184	себе и	2	2
185	не является	2	2
186	в целом	5	2
187	что она	6	2
188	в их	3	2
189	другой стороны	5	2
190	которых мы	4	2
191	содержания и	4	2
192	мы находим	2	2
193	но только	3	2
194	бы на	2	2
195	по его	3	2
196	время как	2	2
197	этом отношении	3	2
198	и так	2	2
199	бы если	2	2
200	что касается	2	2
201	что даже	2	2
202	что мы	11	2
203	мы сейчас	3	2
204	и вся	3	2
205	и ни	2	2
206	иметь в	3	2
207	бы в	5	2
208	нет ни	2	2
209	не существует	3	2
210	с его	2	2
211	знаем что	2	2
212	первый план	3	2
213	это же	2	2
214	не как	3	2
215	с этим	2	2
216	к этому	3	2
217	с таким	2	2
218	стороны и	4	2
219	но мы	2	2
220	есть не	4	2
221	и к	4	2
222	на первый	2	2
223	о которых	2	2
224	которых он	2	2
225	в силу	3	2
226	очень легко	3	2
227	того же	2	2
228	одно и	3	2
229	из них	2	2
230	совершенно не	6	2
231	в сущности	12	2
232	но еще	2	2
233	по преимуществу	2	2
234	со стороны	3	2
235	как говорит	4	2
236	данном случае	3	2
237	быть и	2	2
238	из этого	2	2
239	только что	4	2
240	и сейчас	3	2
241	для того	20	2
242	мы не	3	2
243	сам по	3	2
244	является в	2	2
245	как например	2	2
246	в другом	3	2
247	связи с	2	2
248	что эта	4	2
249	в которой	3	2
250	же не	2	2
