N	2gram	Bakhtin_Fr_5	Myshleni
1	в этом	14	29
2	точки зрения	4	28
3	и в	45	26
4	не только	14	24
5	то что	2	24
6	таким образом	8	23
7	с точки	2	21
8	того чтобы	6	19
9	в том	10	18
10	и не	15	18
11	для того	6	18
12	том что	7	17
13	потому что	7	16
14	как и	10	15
15	того что	3	14
16	так же	8	14
17	так как	6	14
18	как мы	8	14
19	с помощью	3	13
20	что в	12	12
21	вместе с	3	12
22	и его	13	12
23	но и	10	11
24	мысли и	6	11
25	не может	5	11
26	словом и	3	10
27	слова и	2	10
28	по своему	4	9
29	в самом	4	9
30	в сущности	4	9
31	же как	4	8
32	то же	11	8
33	что она	3	8
34	сказать что	4	8
35	что он	6	8
36	между словом	2	8
37	той же	4	8
38	только в	4	8
39	к тому	2	7
40	прежде всего	10	7
41	может быть	2	7
42	и к	5	7
43	мы не	4	7
44	именно в	3	6
45	как на	4	6
46	как бы	12	6
47	и что	2	6
48	было бы	2	6
49	и слова	2	6
50	во всех	13	6
51	все эти	5	6
52	все же	2	6
53	самом деле	5	6
54	а не	4	6
55	что это	2	6
56	что эта	2	6
57	можно сказать	2	5
58	в целом	2	5
59	во второй	2	5
60	и их	5	5
61	данном случае	2	5
62	и с	10	5
63	одно из	2	5
64	в начале	2	5
65	же самое	2	5
66	в устной	2	5
67	бы в	4	5
68	как это	4	5
69	с тем	2	5
70	в качестве	2	5
71	у нее	2	5
72	если мы	2	5
73	и для	3	5
74	в данном	2	5
75	не менее	3	4
76	не могут	2	4
77	и от	4	4
78	в конце	7	4
79	если в	2	4
80	в свете	2	4
81	и наконец	2	4
82	и во	4	4
83	в его	13	4
84	о том	4	4
85	но в	14	4
86	о чем	3	4
87	связи с	6	4
88	одной из	5	4
89	как в	3	4
90	это и	5	4
91	не в	7	4
92	и только	2	4
93	мысль и	2	3
94	все это	7	3
95	это не	3	3
96	из этих	3	3
97	слова но	2	3
98	но это	5	3
99	такой же	4	3
100	есть в	3	3
101	для него	3	3
102	из важнейших	2	3
103	в ней	8	3
104	в основе	4	3
105	идет в	2	3
106	но мы	2	3
107	мы видели	7	3
108	в первой	4	3
109	на котором	2	3
110	этом отношении	5	3
111	мы находим	4	3
112	в самой	8	3
113	он не	6	3
114	нуждается в	3	3
115	мы уже	4	3
116	с ним	5	3
117	в пределе	3	3
118	об этом	4	3
119	в то	11	3
120	но не	4	3
121	в одной	3	3
122	до сих	3	3
123	и о	4	3
124	в этот	2	3
125	нет и	2	3
126	что и	7	3
127	в своей	3	3
128	эти особенности	2	3
129	сих пор	3	3
130	так и	6	3
131	как раз	5	3
132	на самом	5	3
133	и слово	2	3
134	менее всего	3	3
135	к нему	2	3
136	мы видим	5	3
137	мы можем	2	3
138	в этой	6	3
139	в чем	2	3
140	особенности в	2	2
141	перед нами	4	2
142	и наиболее	2	2
143	себя и	2	2
144	друг с	2	2
145	точку зрения	2	2
146	нам о	2	2
147	что все	2	2
148	то время	3	2
149	что на	3	2
150	ни в	3	2
151	в большинстве	2	2
152	несмотря на	2	2
153	не мог	4	2
154	одним из	5	2
155	один из	2	2
156	в нем	10	2
157	с ее	5	2
158	нее нет	2	2
159	в их	4	2
160	одновременно и	2	2
161	форм и	5	2
162	лишь в	2	2
163	эта связь	4	2
164	и больше	2	2
165	не имеет	3	2
166	а в	4	2
167	тенденция к	4	2
168	также и	7	2
169	в которых	3	2
170	но он	3	2
171	и есть	2	2
172	но этот	3	2
173	его в	5	2
174	большинстве случаев	2	2
175	во время	12	2
176	находим в	3	2
177	с этим	4	2
178	к этому	2	2
179	вовсе не	8	2
180	значение и	2	2
181	но эта	2	2
182	и здесь	4	2
183	раз в	2	2
184	нельзя было	2	2
185	ведь это	2	2
186	но именно	2	2
187	со всеми	5	2
188	мы говорили	2	2
189	том же	2	2
190	к ней	2	2
191	относится к	2	2
192	даже в	2	2
193	и до	2	2
194	благодаря этому	2	2
195	в отношении	2	2
196	в отличие	2	2
197	в период	2	2
198	можно говорить	2	2
199	и она	2	2
200	ко всему	2	2
201	и он	3	2
202	почти всегда	3	2
203	можно было	4	2
204	нас в	2	2
205	ту же	2	2
206	с другом	2	2
207	здесь как	4	2
208	отличие от	2	2
209	ничего не	4	2
