N	2gram	Propp_Russ_2	Dialekti
1	т е	24	30
2	может быть	13	20
3	и в	29	19
4	не только	10	19
5	и т	5	17
6	а не	4	16
7	т д	5	15
8	то что	5	14
9	что она	3	14
10	в том	22	14
11	как бы	18	14
12	так как	13	14
13	потому что	5	14
14	но и	8	12
15	то же	4	12
16	и все	4	12
17	что это	3	10
18	как и	11	10
19	и как	2	10
20	том что	22	10
21	это не	5	10
22	никогда не	2	9
23	не может	5	9
24	прежде всего	2	8
25	она не	3	8
26	не в	4	8
27	в этом	11	8
28	в своей	2	8
29	как это	4	7
30	совершенно не	2	7
31	что в	22	7
32	только тогда	3	7
33	должно быть	2	7
34	и то	2	7
35	так что	4	7
36	в то	2	6
37	но не	5	6
38	того что	3	6
39	тогда когда	4	6
40	с другой	2	5
41	и пр	2	5
42	что и	2	5
43	а именно	3	5
44	и что	5	5
45	жизнь и	2	5
46	о том	9	5
47	и с	10	5
48	в виду	2	5
49	та же	2	4
50	в ее	3	4
51	все же	2	4
52	при этом	6	4
53	то время	2	4
54	еще не	6	4
55	к нему	4	4
56	связи с	2	4
57	все это	10	4
58	таким образом	6	4
59	и по	3	4
60	а в	9	4
61	в таком	4	4
62	одно из	2	4
63	могут быть	2	4
64	но он	3	4
65	не менее	2	3
66	же как	4	3
67	е в	10	3
68	иное как	2	3
69	о чем	4	3
70	в этих	3	3
71	и от	3	3
72	он есть	2	3
73	сразу же	2	3
74	вопрос о	4	3
75	это время	2	3
76	не что	2	3
77	об этом	2	3
78	как мы	3	3
79	что иное	2	3
80	уже не	4	3
81	это и	2	3
82	в этой	3	3
83	только как	2	3
84	кроме того	2	3
85	было бы	3	3
86	в целях	2	3
87	или вообще	4	3
88	из них	4	3
89	с этим	2	3
90	не было	2	3
91	мы имеем	6	3
92	после этого	2	3
93	в данном	6	3
94	будто бы	5	3
95	его в	8	3
96	когда мы	2	3
97	если она	2	2
98	быть только	2	2
99	на самом	2	2
100	именно в	4	2
101	что на	2	2
102	тем не	2	2
103	же в	6	2
104	так чтобы	2	2
105	с тем	6	2
106	очевидно что	2	2
107	что с	2	2
108	когда они	2	2
109	все в	2	2
110	во всех	3	2
111	в некоторых	9	2
112	дело не	2	2
113	ее в	8	2
114	данном случае	7	2
115	в их	2	2
116	так же	4	2
117	живут в	2	2
118	того как	2	2
119	с одной	2	2
120	как в	7	2
121	также что	2	2
122	или в	7	2
123	и потом	4	2
124	в своих	2	2
125	их в	4	2
126	и при	2	2
127	между тем	3	2
128	тем что	3	2
129	в виде	4	2
130	или на	8	2
131	от земли	2	2
132	что здесь	3	2
133	во время	12	2
134	все эти	3	2
135	есть в	2	2
136	в которой	2	2
137	что по	4	2
138	но в	5	2
139	где есть	3	2
140	вместе с	6	2
141	на этом	3	2
