N	2gram	Potebnia_M_1	Myshleni
1	речи и	10	28
2	точки зрения	8	26
3	таким образом	13	26
4	в том	26	24
5	и в	39	23
6	том что	16	21
7	в целом	2	20
8	с точки	3	18
9	того чтобы	2	17
10	то что	10	17
11	в этом	15	17
12	так же	5	16
13	не только	21	16
14	того что	8	15
15	говорит он	4	15
16	для того	3	15
17	что в	22	14
18	может быть	27	14
19	но и	20	14
20	как и	9	14
21	в его	5	14
22	не может	22	12
23	об отношении	3	12
24	как бы	6	11
25	сказать что	3	11
26	с другой	7	10
27	прежде всего	4	10
28	одной стороны	3	9
29	другой стороны	5	9
30	и не	18	9
31	между тем	5	9
32	и с	3	9
33	вместе с	8	9
34	самого начала	3	8
35	с самого	3	8
36	с одной	3	8
37	заключается в	3	8
38	то же	6	8
39	вопрос о	4	7
40	мыслью и	2	7
41	в этой	3	7
42	в самом	3	7
43	по отношению	13	7
44	в то	4	7
45	так как	21	7
46	с тем	5	7
47	отношению к	13	7
48	мы не	10	7
49	независимо от	6	6
50	столь же	3	6
51	с этой	2	6
52	и тем	3	6
53	от того	4	6
54	могли бы	2	6
55	потому что	52	6
56	с этим	7	6
57	вопрос об	3	6
58	о том	2	6
59	в сущности	2	6
60	мысли и	9	6
61	связь между	2	6
62	и его	5	6
63	мы можем	2	6
64	тем что	9	6
65	в себе	13	6
66	только в	25	6
67	тому что	3	5
68	в собственном	2	5
69	из того	2	5
70	и как	6	5
71	на то	2	5
72	по себе	10	5
73	для этого	2	5
74	что для	3	5
75	в своих	4	5
76	что мы	4	5
77	мы должны	3	5
78	и все	3	5
79	бы в	4	5
80	мысли в	9	5
81	если бы	14	5
82	но в	9	5
83	и более	2	5
84	представить себе	3	5
85	и что	10	5
86	он не	3	5
87	слова и	4	5
88	так и	13	5
89	на основании	2	5
90	как мы	2	5
91	тем самым	4	5
92	тем более	2	5
93	из этого	2	5
94	но не	8	4
95	что все	3	4
96	в теории	2	4
97	в свою	4	4
98	только что	2	4
99	не в	15	4
100	при этом	6	4
101	но вместе	2	4
102	по мере	6	4
103	отношений между	3	4
104	все остальные	4	4
105	от мысли	2	4
106	для всех	5	4
107	в одном	8	4
108	было бы	12	4
109	к тому	4	4
110	для себя	3	4
111	в своей	3	4
112	как в	10	4
113	хотя бы	2	4
114	мы видим	4	4
115	как на	3	4
116	только для	3	3
117	что это	3	3
118	все более	3	3
119	связи между	2	3
120	в своем	3	3
121	и от	3	3
122	из этих	4	3
123	мы называем	2	3
124	одного из	2	3
125	на все	2	3
126	с логикой	3	3
127	свою очередь	4	3
128	показывает что	3	3
129	что именно	2	3
130	теории и	2	3
131	и если	2	3
132	и следовательно	2	3
133	друг другу	3	3
134	образом и	2	3
135	в их	2	3
136	то и	7	3
137	образом что	2	3
138	и других	4	3
139	вовсе не	5	3
140	этот вопрос	2	3
141	во всем	4	3
142	тогда когда	9	3
143	не могло	3	3
144	что оно	2	3
145	во всех	5	3
146	друг от	2	3
147	из основных	2	3
148	она не	3	3
149	от друга	2	3
150	все же	6	3
151	в природе	6	3
152	если не	2	3
153	а не	21	3
154	ко всем	2	3
155	на этот	2	3
156	с но	4	3
157	и то	3	3
158	которые не	2	3
159	во всяком	3	3
160	могут быть	9	3
161	в каком	6	3
162	связи с	3	3
163	и это	3	3
164	которое мы	2	3
165	в которой	2	3
166	никогда не	4	2
167	или даже	3	2
168	в смысле	4	2
169	словом и	2	2
170	но все	2	2
171	мысли по	2	2
172	же время	4	2
173	для него	4	2
174	несмотря на	5	2
175	мы думаем	2	2
176	хотя и	3	2
177	не имеет	5	2
178	мы видели	4	2
179	жизни и	2	2
180	значительной степени	2	2
181	той же	3	2
182	эта мысль	2	2
183	сознания в	2	2
184	в слове	8	2
185	и той	3	2
186	и даже	4	2
187	речь и	2	2
188	должно быть	7	2
189	а в	5	2
190	что как	3	2
191	одно из	3	2
192	в словах	3	2
193	нуждается в	2	2
194	о котором	3	2
195	в первом	5	2
196	в этих	7	2
197	под влиянием	2	2
198	более и	2	2
199	в них	3	2
200	в состоянии	3	2
201	он должен	2	2
202	в стороне	4	2
203	что мысль	4	2
204	есть не	2	2
205	только тогда	5	2
206	но тем	3	2
207	в один	2	2
208	за пределы	2	2
209	которые мы	5	2
210	том же	2	2
211	и понимания	9	2
212	и потому	5	2
213	на него	3	2
214	к мысли	2	2
215	того как	6	2
216	что самое	2	2
217	в течение	2	2
218	ключ к	2	2
219	одной и	3	2
220	если мы	3	2
221	уже не	2	2
222	и при	3	2
223	пути развития	2	2
224	вопроса о	2	2
225	его на	2	2
226	что если	3	2
227	дело в	2	2
228	там где	4	2
229	заметить что	2	2
230	не могли	2	2
