N	2gram	Vygotskiy__3	RusskieA
1	и в	25	29
2	что в	17	22
3	том что	20	22
4	в том	23	22
5	как бы	10	18
6	состоит в	3	15
7	может быть	13	13
8	так как	12	13
9	как и	15	11
10	одна из	2	11
11	в этом	14	11
12	все это	6	10
13	не только	6	10
14	о том	5	9
15	а в	4	9
16	показывает что	8	8
17	но и	4	8
18	его в	3	8
19	мы видели	6	7
20	как в	9	7
21	или в	2	7
22	с тем	16	6
23	мы не	9	6
24	же в	2	6
25	еще не	4	6
26	для того	7	6
27	для нас	2	6
28	вместе с	14	6
29	таким образом	17	6
30	при этом	5	6
31	того чтобы	8	6
32	и на	6	6
33	мы имеем	4	6
34	потому что	6	5
35	к этому	3	5
36	то что	15	5
37	и что	10	5
38	но не	6	5
39	с ней	3	5
40	для этого	2	5
41	к жизни	2	5
42	не может	6	5
43	видели что	3	4
44	именно в	5	4
45	в них	2	4
46	и все	4	4
47	тогда когда	4	4
48	уже не	2	4
49	так что	2	4
50	не в	6	4
51	из них	4	4
52	же как	6	4
53	а также	2	4
54	так же	17	4
55	то и	4	4
56	то же	2	4
57	в таком	2	4
58	в которых	3	4
59	их в	3	4
60	в виде	3	4
61	как это	7	4
62	что по	2	4
63	на этом	3	3
64	тем что	8	3
65	в этих	2	3
66	в качестве	12	3
67	и других	2	3
68	и от	2	3
69	главным образом	2	3
70	на первый	2	3
71	связаны с	3	3
72	того что	10	3
73	было бы	10	3
74	нас к	2	3
75	что она	5	3
76	в котором	3	3
77	с другими	2	3
78	связь с	3	3
79	в свете	2	3
80	в отличие	6	3
81	все эти	7	3
82	и по	5	3
83	друг друга	4	3
84	как мы	8	3
85	тому как	2	3
86	между тем	3	3
87	в этой	5	3
88	что это	5	3
89	отличие от	6	3
90	в эту	2	3
91	не менее	6	2
92	с этой	3	2
93	связь между	4	2
94	связи с	9	2
95	об этом	2	2
96	могут быть	5	2
97	никогда не	4	2
98	по этому	3	2
99	переход от	3	2
100	связанные с	2	2
101	между собой	13	2
102	из нее	2	2
103	с другой	6	2
104	представления о	2	2
105	не столько	4	2
106	из этих	4	2
107	прежде всего	4	2
108	как уже	6	2
109	нет никаких	4	2
110	что и	10	2
111	что с	4	2
112	и как	5	2
113	приводит нас	3	2
114	одним из	5	2
115	то время	4	2
116	из основных	3	2
117	одной стороны	5	2
118	тем не	5	2
119	с развитием	2	2
120	в него	3	2
121	еще в	2	2
122	как оно	3	2
123	один из	6	2
124	все же	6	2
125	в своей	2	2
126	этом и	2	2
127	где они	2	2
128	того как	3	2
129	а с	3	2
130	с одной	5	2
131	в течение	2	2
132	там где	4	2
133	этот вопрос	3	2
134	здесь мы	2	2
135	тем и	4	2
136	из которых	5	2
137	и для	2	2
138	должно быть	2	2
139	можно было	6	2
140	рассматриваться как	4	2
141	каждый из	2	2
142	в своих	2	2
143	и то	2	2
144	с этим	4	2
145	моментов в	2	2
146	на себя	2	2
147	во всем	3	2
148	в то	4	2
149	представляет собой	6	2
150	не можем	3	2
