N	3gram	Voloshinov_2	slovoVRo
1	то же время	8	12
2	в то же	8	12
3	в узком смысле	2	10
4	той или иной	4	9
5	в той или	3	9
6	или иной степени	2	9
7	с точки зрения	13	8
8	в большинстве случаев	5	6
9	в отношении к	4	6
10	во всяком случае	2	5
11	как мы сказали	3	4
12	с одной стороны	3	4
13	но в то	5	4
14	более или менее	2	3
15	в зависимости от	2	3
16	точки зрения самого	2	2
17	к тому что	3	2
18	в свою очередь	5	2
19	одно и то	3	2
20	того или иного	2	2
21	то же слово	2	2
22	и не может	3	2
23	как мы уже	3	2
24	до сих пор	3	2
25	и то же	3	2
