N	3gram	Bakhtin_Pr_1	KulturaY
1	в том что	7	15
2	для того чтобы	2	15
3	с точки зрения	15	9
4	по отношению к	11	8
5	в самом деле	2	7
6	с другой стороны	2	6
7	по крайней мере	2	5
8	в этом отношении	5	5
9	о том что	2	5
10	во всяком случае	3	5
11	в зависимости от	3	5
12	том что он	4	4
13	до сих пор	2	4
14	можно было бы	3	3
15	не может быть	3	3
16	не потому что	2	3
17	в этом смысле	9	3
18	то же время	7	2
19	хотя бы и	2	2
20	в то же	7	2
21	на самом деле	3	2
22	заключается в том	2	2
23	именно в том	2	2
