N	2gram	Propp_Isto_3	Myshleni
1	в том	9	28
2	и в	22	28
3	то что	7	28
4	в этом	17	27
5	того что	5	24
6	потому что	3	22
7	не может	4	19
8	том что	8	19
9	таким образом	10	18
10	что он	9	18
11	только в	4	18
12	что в	15	17
13	в силу	2	17
14	не только	14	16
15	так же	3	15
16	может быть	11	13
17	сказать что	3	13
18	точки зрения	2	13
19	и не	12	11
20	к тому	3	10
21	как мы	8	10
22	но и	12	10
23	по отношению	2	10
24	так как	7	10
25	но не	7	10
26	отношению к	2	10
27	было бы	3	9
28	мы можем	6	9
29	никогда не	3	8
30	мы видели	13	8
31	еще не	10	8
32	тем что	4	8
33	показывает что	5	7
34	если бы	6	7
35	в нем	9	7
36	в своем	2	7
37	мы видим	8	7
38	отношение к	4	7
39	он не	5	7
40	вместе с	9	7
41	то же	6	7
42	там где	7	7
43	и к	3	6
44	же как	2	6
45	так что	5	6
46	и как	3	6
47	и что	2	6
48	не имеет	2	6
49	в то	2	6
50	его в	3	6
51	как и	3	6
52	то время	2	6
53	можно сказать	2	6
54	так и	2	6
55	в чем	3	6
56	это не	6	5
57	вопрос о	2	5
58	в пределах	4	5
59	в свете	5	5
60	время как	2	5
61	и на	4	5
62	и все	3	5
63	но в	10	5
64	с тем	2	5
65	частный случай	2	5
66	из того	2	5
67	могут быть	5	5
68	в этой	5	5
69	я не	3	4
70	в частности	5	4
71	в наших	2	4
72	что на	4	4
73	мы знаем	2	4
74	не в	4	4
75	на этом	4	4
76	например в	2	4
77	к жизни	2	4
78	целый ряд	3	4
79	с этим	8	4
80	они не	4	4
81	друг друга	6	4
82	в одной	3	4
83	мы имеем	19	4
84	знаем что	2	4
85	в качестве	2	4
86	относится к	2	4
87	что и	9	4
88	если я	3	4
89	той же	2	4
90	и то	2	4
91	независимо от	2	3
92	в другой	4	3
93	из этих	3	3
94	все время	2	3
95	как это	4	3
96	при этом	2	3
97	на его	3	3
98	хотя и	2	3
99	в ином	6	3
100	в целом	3	3
101	образом в	2	3
102	и здесь	7	3
103	видели что	4	3
104	только не	2	3
105	должен был	3	3
106	в них	6	3
107	связи с	6	3
108	связано с	4	3
109	до сих	5	3
110	мы должны	7	3
111	один из	5	3
112	в его	3	3
113	с ней	6	3
114	сих пор	5	3
115	как в	2	3
116	а не	6	3
117	и его	4	3
118	этот вопрос	2	3
119	представляет собой	3	3
120	ту же	2	3
121	с того	2	3
122	представляют собой	4	3
123	как только	2	2
124	не менее	5	2
125	и другие	4	2
126	из которого	2	2
127	в этих	11	2
128	друг другу	2	2
129	с другой	7	2
130	раньше чем	3	2
131	прежде всего	3	2
132	для нас	4	2
133	но это	3	2
134	и более	2	2
135	одним из	4	2
136	и от	3	2
137	себе и	2	2
138	в котором	2	2
139	и др	2	2
140	из них	7	2
141	где они	2	2
142	другой стороны	7	2
143	в связи	3	2
144	образом мы	2	2
145	все эти	4	2
146	можно только	3	2
147	на том	3	2
148	в других	4	2
149	с ними	3	2
150	в которых	2	2
151	но он	4	2
152	известно что	2	2
153	от него	2	2
154	что у	3	2
155	и там	4	2
156	если он	2	2
157	состоит в	3	2
158	у него	3	2
159	к более	2	2
160	представления о	2	2
161	в одном	2	2
162	не с	2	2
163	увидим ниже	3	2
164	этом случае	5	2
165	у нас	4	2
166	она не	4	2
167	мы уже	6	2
168	над ними	2	2
169	все же	5	2
170	ее в	3	2
171	только на	2	2
172	дело с	2	2
173	а в	6	2
174	перейти к	2	2
175	на ней	5	2
176	вот почему	2	2
177	не видит	2	2
178	в данном	4	2
179	в другом	2	2
180	за ним	3	2
181	что они	8	2
182	о связи	4	2
