N	3gram	Vygotskiy__1	Problema
1	в настоящее время	2	16
2	о том что	7	14
3	тем не менее	2	12
4	в таком случае	2	10
5	во всяком случае	6	10
6	в конце концов	3	7
7	и т д	8	6
8	как будто бы	2	5
9	в этом смысле	2	5
10	то же самое	2	5
11	с одной стороны	5	5
12	с другой стороны	5	5
13	на то что	8	4
14	более или менее	2	4
15	только в том	3	4
16	до сих пор	3	4
17	сама по себе	2	4
18	в том что	9	4
19	точно так же	3	3
20	только тогда когда	4	3
21	не может быть	8	3
22	для того чтобы	5	2
23	то или иное	2	2
24	по этому поводу	2	2
25	в самом деле	7	2
26	слова то есть	2	2
27	само по себе	5	2
28	никак не может	2	2
29	не только не	3	2
30	подобно тому как	5	2
31	и той же	3	2
32	то есть в	2	2
33	в том случае	2	2
34	на самом деле	2	2
35	одной и той	3	2
36	заключается в том	6	2
