N	2gram	Bakhtin_Fr_6	StatiiOP
1	и в	41	25
2	в этом	12	24
3	в том	2	20
4	что в	7	19
5	что он	6	19
6	может быть	2	19
7	тем что	5	19
8	что это	5	16
9	том что	7	15
10	в этой	8	14
11	в его	7	12
12	то что	10	12
13	не только	10	12
14	в этих	2	11
15	так что	2	11
16	прежде всего	10	10
17	таким образом	17	10
18	и не	3	10
19	у него	7	9
20	но и	13	9
21	все это	11	8
22	о том	9	8
23	это было	2	8
24	было бы	3	7
25	с этим	3	7
26	не может	4	7
27	точки зрения	2	7
28	в то	6	7
29	из этих	2	6
30	в конце	2	6
31	не в	4	6
32	только в	3	6
33	как бы	7	6
34	как в	4	6
35	а в	4	6
36	и на	9	6
37	в области	2	6
38	между тем	2	6
39	то же	5	5
40	в них	7	5
41	потому что	3	5
42	с другой	4	5
43	в котором	4	5
44	связано с	3	5
45	в году	6	5
46	а не	2	5
47	того что	3	5
48	другой стороны	2	5
49	он не	2	5
50	отметить что	2	5
51	так и	5	5
52	но в	8	5
53	этом отношении	3	4
54	и др	10	4
55	связана с	2	4
56	у нас	4	4
57	как и	7	4
58	мы видим	6	4
59	но это	3	4
60	в начале	3	4
61	например в	6	4
62	на его	2	4
63	в ней	4	4
64	а также	5	4
65	в своей	2	4
66	из этого	4	4
67	в центре	2	4
68	в особенности	7	4
69	лишь в	2	4
70	с точки	2	4
71	в чем	3	4
72	к нему	3	4
73	и для	3	4
74	и с	16	4
75	сказать что	6	4
76	все же	4	4
77	в эту	2	4
78	что все	2	3
79	уже в	4	3
80	с его	5	3
81	все они	2	3
82	во время	9	3
83	того времени	2	3
84	же время	5	3
85	всех этих	2	3
86	он был	4	3
87	с этой	3	3
88	тем более	2	3
89	и что	5	3
90	на этом	2	3
91	кроме того	9	3
92	до конца	2	3
93	одной стороны	4	3
94	и наконец	4	3
95	все эти	11	3
96	подчеркнуть что	5	3
97	как раз	2	3
98	что мы	2	3
99	и его	13	3
100	но он	5	3
101	говорить о	2	3
102	в другом	4	3
103	связи с	2	3
104	так как	10	3
105	не был	2	2
106	все время	4	2
107	борьба с	4	2
108	для его	2	2
109	никогда не	8	2
110	для этого	2	2
111	и у	2	2
112	как о	2	2
113	но они	4	2
114	и во	2	2
115	в одной	3	2
116	тогда когда	2	2
117	в духе	3	2
118	вовсе не	7	2
119	что именно	2	2
120	как мы	12	2
121	несколько слов	2	2
122	что они	2	2
123	есть в	3	2
124	что если	2	2
125	но не	2	2
126	времени и	2	2
127	того же	4	2
128	до сих	3	2
129	своего времени	2	2
130	одной из	3	2
131	в самом	10	2
132	в сущности	8	2
133	во всех	17	2
134	xvii века	2	2
135	в ряде	3	2
136	нужно сказать	2	2
137	один из	6	2
138	должен быть	2	2
139	в развитии	2	2
140	вместе с	6	2
141	сих пор	3	2
142	в форме	2	2
143	до нас	5	2
144	внимание на	2	2
145	нас не	3	2
146	не на	2	2
147	начиная с	2	2
148	с одной	4	2
149	мы находим	2	2
150	не мог	3	2
151	заключается в	2	2
152	самом деле	4	2
153	во втором	3	2
154	что не	3	2
155	к этим	3	2
156	той же	5	2
157	мы не	2	2
158	или в	6	2
159	этот образ	7	2
160	между собою	5	2
161	то он	2	2
162	в результате	4	2
163	здесь только	3	2
164	так сказать	2	2
165	и тот	2	2
166	в плане	3	2
167	в новом	2	2
168	то есть	24	2
