N	2gram	Medvedev_F_3	Komedia
1	и в	27	26
2	и не	30	14
3	к тому	4	12
4	так и	21	12
5	и его	19	12
6	в том	7	11
7	может быть	25	11
8	но и	10	10
9	на протяжении	2	10
10	в этом	18	10
11	что в	8	9
12	столь же	3	9
13	том что	4	9
14	если бы	12	9
15	вместе с	6	9
16	ясно что	3	8
17	было бы	6	8
18	и на	3	7
19	из них	2	7
20	не только	9	7
21	что и	2	7
22	в своем	2	6
23	то что	8	6
24	еще не	6	6
25	в нем	15	6
26	того чтобы	5	6
27	потому что	7	6
28	в то	7	6
29	о том	4	6
30	таким образом	18	6
31	с его	2	5
32	с тем	7	5
33	независимо от	5	5
34	к этому	2	5
35	что он	6	5
36	ни в	8	5
37	в истории	5	5
38	для того	4	5
39	и с	3	5
40	действующих лиц	2	5
41	место в	10	4
42	уже в	4	4
43	не менее	7	4
44	в этих	3	4
45	тому что	3	4
46	в них	3	4
47	и от	11	4
48	прежде всего	4	4
49	из этих	2	4
50	как мы	8	4
51	как и	14	4
52	в целом	4	4
53	одной из	2	4
54	в его	7	4
55	еще в	3	4
56	все же	6	4
57	в самом	11	4
58	и для	6	4
59	точки зрения	16	4
60	только в	8	4
61	что это	3	4
62	так как	9	4
63	как это	4	4
64	его в	7	4
65	между тем	7	4
66	в каждом	5	3
67	но если	2	3
68	мы знаем	4	3
69	жизни и	4	3
70	отношению к	3	3
71	связи с	5	3
72	но не	5	3
73	того же	3	3
74	во всех	3	3
75	же время	7	3
76	для нас	3	3
77	да и	4	3
78	в ней	5	3
79	в котором	2	3
80	друг другу	2	3
81	в своей	6	3
82	и их	5	3
83	все это	7	3
84	по отношению	3	3
85	дело с	3	3
86	в связи	4	3
87	той же	3	3
88	то же	15	3
89	как в	4	3
90	в самой	2	3
91	друг друга	5	3
92	становится в	5	3
93	человека в	2	3
94	тем что	5	3
95	не может	24	3
96	как он	2	3
97	в этой	2	3
98	но в	6	3
99	мы можем	4	3
100	что ни	2	2
101	все время	6	2
102	ни было	5	2
103	отнюдь не	8	2
104	однако в	2	2
105	бы к	2	2
106	то ни	4	2
107	в какой	3	2
108	с другой	6	2
109	это не	3	2
110	в одной	5	2
111	в конце	3	2
112	этом смысле	2	2
113	вовсе не	28	2
114	что именно	5	2
115	нет и	3	2
116	он был	4	2
117	в ее	4	2
118	не в	12	2
119	является не	2	2
120	одна из	2	2
121	и тех	2	2
122	на этом	2	2
123	бы то	4	2
124	а на	2	2
125	ведь мы	2	2
126	в действительности	9	2
127	или на	2	2
128	как не	2	2
129	одним из	3	2
130	от того	2	2
131	как бы	8	2
132	всяком случае	6	2
133	даже в	2	2
134	не является	5	2
135	хотя бы	6	2
136	и т	11	2
137	и это	2	2
138	со стороны	4	2
139	что она	2	2
140	в отличие	2	2
141	так в	2	2
142	т п	5	2
143	в той	3	2
144	и что	3	2
145	от всех	4	2
146	бы и	3	2
147	отличие от	2	2
148	роль в	4	2
149	мы не	4	2
150	в философии	2	2
151	не следует	3	2
152	во всяком	6	2
153	от этого	2	2
154	и во	2	2
155	и ее	6	2
156	к его	3	2
157	говорить о	2	2
158	и все	8	2
159	из этого	4	2
160	бы в	6	2
161	в виду	3	2
