N	2gram	Losev_Dial_1	Myshleni
1	в этом	12	29
2	точки зрения	17	28
3	и в	18	26
4	не только	13	24
5	то что	13	24
6	с точки	12	21
7	в том	9	18
8	и не	30	18
9	для того	2	18
10	том что	9	17
11	потому что	14	16
12	как и	2	15
13	того что	2	14
14	так же	4	14
15	так как	11	14
16	как мы	4	14
17	что в	13	12
18	но и	7	11
19	мысли и	3	11
20	не может	12	11
21	что они	3	10
22	тому что	3	9
23	в самом	3	9
24	по сравнению	2	9
25	мысли в	2	9
26	в себе	11	9
27	же как	2	8
28	то же	10	8
29	что она	7	8
30	сказать что	10	8
31	сравнению с	2	8
32	что он	11	8
33	только в	3	8
34	к тому	4	7
35	прежде всего	10	7
36	может быть	17	7
37	по мере	2	7
38	и то	9	7
39	вопрос о	2	6
40	именно в	2	6
41	мы должны	5	6
42	как бы	11	6
43	и что	12	6
44	было бы	12	6
45	все эти	2	6
46	все же	5	6
47	самом деле	3	6
48	а не	14	6
49	в сознании	3	6
50	что это	11	6
51	что эта	4	6
52	с этой	2	5
53	можно сказать	6	5
54	оно есть	2	5
55	как она	7	5
56	одной стороны	2	5
57	если бы	12	5
58	и следовательно	2	5
59	в виду	5	5
60	и их	2	5
61	с одной	2	5
62	никак не	6	5
63	и с	5	5
64	бы в	3	5
65	как это	4	5
66	в качестве	2	5
67	она не	6	5
68	только что	3	5
69	если мы	2	5
70	и для	2	5
71	в данном	3	5
72	не менее	2	4
73	никогда не	9	4
74	с другой	6	4
75	и от	2	4
76	в конце	4	4
77	на то	5	4
78	так что	15	4
79	в котором	4	4
80	если в	3	4
81	то и	2	4
82	этой точки	2	4
83	в его	3	4
84	о том	4	4
85	но в	6	4
86	о чем	2	4
87	стороны и	3	4
88	еще не	2	4
89	гораздо более	3	4
90	не есть	40	4
91	как в	2	4
92	это и	4	4
93	что оно	5	4
94	не в	6	4
95	это есть	9	4
96	учения о	2	4
97	учение о	11	3
98	речь как	2	3
99	содержит в	3	3
100	я не	5	3
101	и другое	2	3
102	друг другу	3	3
103	для этого	2	3
104	все это	11	3
105	это не	9	3
106	из этих	2	3
107	одно и	4	3
108	но это	8	3
109	такой же	2	3
110	для него	2	3
111	мог бы	2	3
112	в ней	3	3
113	и является	2	3
114	в основе	3	3
115	не является	3	3
116	его с	3	3
117	этом отношении	2	3
118	только и	4	3
119	мы находим	7	3
120	но только	3	3
121	он не	3	3
122	нуждается в	3	3
123	содержат в	2	3
124	с ним	6	3
125	были бы	2	3
126	по себе	25	3
127	есть не	3	3
128	об этом	4	3
129	во всем	2	3
130	в то	6	3
131	но не	4	3
132	до сих	2	3
133	и о	3	3
134	для нее	2	3
135	и потому	3	3
136	двух планов	2	3
137	что и	3	3
138	в своей	2	3
139	сих пор	2	3
140	так и	9	3
141	только на	3	3
142	как раз	4	3
143	на самом	3	3
144	из того	2	3
145	только потому	3	3
146	к нему	8	3
147	отличается от	2	3
148	мы видим	4	3
149	с другими	2	3
150	мы можем	4	3
151	в чем	6	3
152	и состоит	2	3
153	что если	2	2
154	она должна	2	2
155	в этих	5	2
156	точку зрения	3	2
157	никто не	2	2
158	точно так	2	2
159	от всякой	2	2
160	ни в	15	2
161	мы и	2	2
162	является не	2	2
163	случае не	3	2
164	несмотря на	10	2
165	но если	5	2
166	один из	3	2
167	в нем	16	2
168	есть только	5	2
169	отношение к	5	2
170	то как	3	2
171	в их	3	2
172	отношения к	3	2
173	это мы	4	2
174	время как	2	2
175	обе стороны	3	2
176	и больше	2	2
177	не имеет	15	2
178	должно быть	3	2
179	бы все	2	2
180	а в	5	2
181	что для	3	2
182	также и	7	2
183	в которых	2	2
184	и есть	16	2
185	человеческого сознания	2	2
186	находим в	2	2
187	с этим	2	2
188	и другого	2	2
189	к этому	2	2
190	вовсе не	7	2
191	в одну	3	2
192	но эта	3	2
193	то в	7	2
194	и при	2	2
195	об одном	2	2
196	о своем	2	2
197	совершенно не	8	2
198	убедиться что	2	2
199	к ней	4	2
200	относится к	2	2
201	с ней	2	2
202	зрения самого	2	2
203	даже в	3	2
204	о которых	2	2
205	к другу	2	2
206	в современной	2	2
207	что же	3	2
208	в отношении	5	2
209	даже если	3	2
210	но с	3	2
211	можно говорить	2	2
212	ко всему	2	2
213	говорит что	3	2
214	что не	7	2
215	и он	5	2
216	почти всегда	4	2
217	можно было	5	2
218	во всяком	4	2
219	могут быть	3	2
220	на деле	2	2
221	вещи и	2	2
222	я могу	2	2
223	мы говорим	4	2
224	ничего не	17	2
225	может и	4	2
