N	2gram	Vygotskiy__4	Mirosoze
1	и в	20	46
2	в нем	2	22
3	у него	2	22
4	может быть	12	21
5	в этом	24	20
6	никогда не	5	18
7	для него	2	18
8	и не	8	18
9	не только	15	18
10	но и	9	15
11	не может	6	15
12	как и	9	13
13	не есть	2	13
14	а не	7	13
15	прежде всего	2	12
16	друг друга	4	12
17	потому что	12	12
18	в ней	2	11
19	и он	2	11
20	но в	3	10
21	в себе	10	10
22	не в	4	9
23	не знает	2	9
24	как бы	7	8
25	в своем	4	8
26	так как	10	8
27	связана с	2	7
28	в этой	3	7
29	в нашем	4	7
30	что он	6	7
31	и к	5	7
32	как в	5	7
33	и для	4	7
34	что это	2	6
35	так же	11	6
36	того что	10	6
37	и здесь	2	6
38	то же	16	5
39	в отношении	10	5
40	что все	3	5
41	в самом	6	5
42	один из	3	5
43	те же	6	5
44	это не	5	5
45	привести к	2	5
46	во всем	3	5
47	к тому	6	5
48	то что	15	5
49	в своей	7	5
50	для того	5	5
51	и его	5	5
52	в его	11	5
53	и это	2	5
54	что в	19	4
55	тому что	4	4
56	они не	2	4
57	не имеет	2	4
58	самого себя	2	4
59	также и	2	4
60	в свою	2	4
61	том что	35	4
62	что и	9	4
63	себя в	3	4
64	так и	5	4
65	того чтобы	7	4
66	вопроса о	2	4
67	на деле	3	4
68	же как	6	3
69	и от	3	3
70	в каждом	2	3
71	на все	3	3
72	ни в	3	3
73	в том	42	3
74	высшей степени	2	3
75	что они	14	3
76	и на	6	3
77	сказать что	6	3
78	и с	4	3
79	по своей	6	3
80	о том	5	3
81	его в	6	3
82	в высшей	2	3
83	как он	4	3
84	к которому	3	3
85	если бы	5	3
86	и во	3	3
87	с которым	2	3
88	не бывает	2	3
89	от того	3	3
90	и тогда	2	3
91	того как	2	3
92	той же	6	3
93	тем что	7	3
94	только в	10	3
95	в чем	3	3
96	место в	2	2
97	уже в	6	2
98	в этих	3	2
99	это означает	2	2
100	на высшую	2	2
101	все время	4	2
102	так что	3	2
103	в действительности	5	2
104	этого вопроса	2	2
105	на его	3	2
106	такого рода	6	2
107	и той	4	2
108	но для	2	2
109	к нему	2	2
110	этот процесс	6	2
111	не имеют	3	2
112	и других	3	2
113	должно привести	2	2
114	должно быть	3	2
115	а в	2	2
116	и те	4	2
117	увидим что	5	2
118	в основе	17	2
119	точки зрения	24	2
120	в мысли	2	2
121	приходит к	3	2
122	бы в	3	2
123	между тем	9	2
124	на этом	3	2
125	ничего кроме	2	2
126	не означает	3	2
127	тогда когда	8	2
128	мы видим	10	2
129	связи с	3	2
130	чем в	3	2
131	и что	8	2
132	тот же	9	2
133	и тот	7	2
134	себе и	3	2
135	в сущности	4	2
136	с таким	3	2
137	вместе с	8	2
138	дальше и	2	2
139	одной и	5	2
140	говорит что	3	2
141	можно было	6	2
142	тому как	2	2
143	нас в	3	2
144	подобно тому	2	2
145	которые в	4	2
146	в которой	3	2
147	одни и	3	2
148	и поэтому	3	2
