N	2gram	Tiupa_Narr_1	Myshleni
1	в том	8	33
2	том что	7	27
3	точки зрения	5	26
4	то что	9	20
5	в этом	12	19
6	того что	4	17
7	и в	11	15
8	не только	31	15
9	что в	3	14
10	что он	3	12
11	того чтобы	4	12
12	и т.д	6	12
13	в самом	6	11
14	в целом	3	10
15	но и	27	10
16	для того	3	10
17	мы не	3	10
18	мы можем	2	10
19	в своем	3	9
20	может быть	15	9
21	не является	3	9
22	не может	8	9
23	что мы	2	9
24	о том	4	9
25	в сущности	2	9
26	связи с	2	9
27	так и	5	8
28	казалось бы	2	8
29	никогда не	4	8
30	не в	6	8
31	если бы	7	8
32	к тому	6	7
33	и не	23	7
34	потому что	5	7
35	как бы	6	7
36	по себе	4	7
37	он не	3	7
38	и т.п	8	7
39	во всяком	2	7
40	едва ли	3	7
41	в частности	14	6
42	как мы	2	6
43	в этой	6	6
44	на то	2	6
45	по отношению	3	6
46	в связи	2	6
47	с другой	2	6
48	сказать что	2	6
49	как это	3	6
50	но в	7	6
51	в зависимости	2	6
52	как и	13	6
53	зависимости от	2	6
54	как известно	3	6
55	вместе с	2	6
56	самом деле	3	6
57	всяком случае	2	6
58	это не	3	5
59	и даже	2	5
60	друг друга	2	5
61	все что	2	5
62	отношению к	3	5
63	то же	8	5
64	прежде всего	4	4
65	из этих	4	4
66	переход от	2	4
67	который в	2	4
68	не имеет	2	4
69	а в	13	4
70	их в	3	4
71	и с	3	4
72	в конечном	3	4
73	в начале	3	4
74	с его	4	4
75	все же	4	4
76	в качестве	14	4
77	в своей	5	4
78	как в	4	4
79	как раз	6	4
80	хотя бы	2	4
81	и его	10	4
82	только в	12	4
83	он сам	3	3
84	что у	4	3
85	об этом	6	3
86	для него	4	3
87	при этом	19	3
88	чем это	2	3
89	точка зрения	5	3
90	из них	4	3
91	данном случае	8	3
92	со стороны	8	3
93	и только	2	3
94	этом отношении	3	3
95	лишь в	3	3
96	в результате	2	3
97	с ним	2	3
98	мы имеем	3	3
99	и все	3	3
100	не существует	3	3
101	состоит в	10	3
102	идет о	3	3
103	но не	4	3
104	только что	2	3
105	тем самым	5	3
106	а не	13	3
107	или в	6	3
108	в данном	11	3
109	в отличие	2	3
110	и ее	3	3
111	отличие от	2	3
112	ничего не	2	3
113	в этих	2	2
114	перед нами	5	2
115	столь же	5	2
116	или иной	4	2
117	можно сказать	5	2
118	что на	4	2
119	и как	3	2
120	как у	2	2
121	когда в	3	2
122	той или	5	2
123	и самого	2	2
124	и тем	4	2
125	с ее	2	2
126	в первой	2	2
127	для обозначения	2	2
128	но для	3	2
129	к себе	4	2
130	же самое	2	2
131	также и	3	2
132	однако и	4	2
133	а также	6	2
134	в одном	4	2
135	в известном	2	2
136	и составляет	2	2
137	у него	7	2
138	отнюдь не	2	2
139	не могло	2	2
140	этих двух	2	2
141	к его	2	2
142	именно в	3	2
143	в присутствии	2	2
144	представляет собой	8	2
145	иначе говоря	8	2
146	в его	6	2
147	речь идет	3	2
148	детская речь	2	2
149	раз в	2	2
150	и тогда	2	2
151	и для	2	2
152	все равно	2	2
153	к чему	3	2
154	тому как	3	2
155	нас в	2	2
156	подобно тому	3	2
157	в себе	6	2
158	на протяжении	7	2
159	стало быть	3	2
