N	2gram	Propp_Isto_3	Komedia
1	и в	22	22
2	т е	16	13
3	том что	8	12
4	в том	9	11
5	но и	12	11
6	не только	14	10
7	из них	7	10
8	в то	2	10
9	как и	3	9
10	и т	16	9
11	может быть	11	9
12	в одном	2	8
13	таким образом	10	8
14	должны были	3	8
15	и не	12	8
16	и его	4	8
17	о том	3	8
18	в этой	5	7
19	что в	15	6
20	одного из	2	6
21	что он	9	6
22	к тому	3	6
23	ни в	2	6
24	тому же	2	6
25	то же	6	6
26	не в	4	6
27	а в	6	6
28	с другой	7	5
29	во время	6	5
30	прежде всего	3	5
31	при этом	2	5
32	в его	3	5
33	один из	5	5
34	на его	3	5
35	так и	2	5
36	как в	2	5
37	другой стороны	7	5
38	то время	2	5
39	и даже	2	5
40	потому что	3	5
41	между тем	2	5
42	к этому	7	4
43	как мы	8	4
44	же в	2	4
45	в другом	2	4
46	что они	8	4
47	в качестве	2	4
48	время от	2	4
49	а также	2	4
50	в котором	2	4
51	в нем	9	4
52	что и	9	4
53	так в	6	4
54	т д	15	4
55	тем что	4	4
56	и вот	2	4
57	время как	2	4
58	точки зрения	2	4
59	известно что	2	4
60	так как	7	4
61	одном из	3	4
62	но в	10	4
63	мы можем	6	4
64	после смерти	2	3
65	же как	2	3
66	не менее	5	3
67	в них	6	3
68	вопрос о	2	3
69	в тех	2	3
70	у нас	4	3
71	и как	3	3
72	после того	2	3
73	одной стороны	2	3
74	и у	3	3
75	в частности	5	3
76	и о	2	3
77	у него	3	3
78	да и	2	3
79	хотя и	2	3
80	он не	5	3
81	даже в	2	3
82	все же	5	3
83	отношению к	2	3
84	в целом	3	3
85	отношение к	4	3
86	на землю	2	3
87	так же	3	3
88	по отношению	2	3
89	с одной	2	3
90	в течение	6	3
91	там же	2	3
92	здесь мы	5	3
93	не мог	2	3
94	и и	2	3
95	и на	4	3
96	за счет	2	3
97	в этом	17	3
98	и с	4	3
99	в виде	2	3
100	могут быть	5	3
101	и ее	3	3
102	только в	4	3
103	как правило	2	3
104	и все	3	3
105	его в	3	3
106	в чем	3	3
107	как это	4	3
108	ничего не	6	3
109	и здесь	7	2
110	независимо от	2	2
111	для них	3	2
112	здесь и	2	2
113	на все	2	2
114	вовсе не	2	2
115	образом в	2	2
116	в свою	4	2
117	от них	3	2
118	тем не	5	2
119	мы знаем	2	2
120	мы найдем	2	2
121	мы видели	13	2
122	такой же	2	2
123	одна из	2	2
124	на этом	4	2
125	но не	7	2
126	а то	2	2
127	это еще	2	2
128	до сих	5	2
129	еще не	10	2
130	было бы	3	2
131	в доме	12	2
132	между прочим	3	2
133	относится к	2	2
134	всяком случае	2	2
135	то что	7	2
136	в большом	8	2
137	вместе с	9	2
138	ее в	3	2
139	все что	3	2
140	со стороны	3	2
141	находится в	4	2
142	даже не	2	2
143	то и	6	2
144	не может	4	2
145	не раз	2	2
146	в других	4	2
147	что у	3	2
148	а мы	3	2
149	к нему	5	2
150	в силу	2	2
151	или в	11	2
152	но это	3	2
153	во всяком	2	2
154	к ней	4	2
155	но он	4	2
156	на себя	2	2
157	ту же	2	2
158	как будто	2	2
159	что по	2	2
160	ли это	2	2
161	или по	5	2
162	сих пор	5	2
