N	2gram	Tiupa_Hudo_1	Problema
1	то есть	18	46
2	в его	9	43
3	и не	15	42
4	и в	19	38
5	эстетического объекта	4	37
6	эстетический объект	4	37
7	не может	7	27
8	может быть	14	26
9	как бы	9	22
10	по отношению	9	21
11	в художественном	4	20
12	отнюдь не	2	19
13	отношению к	9	19
14	и его	12	16
15	в нем	5	15
16	в этом	11	15
17	прежде всего	4	13
18	только в	5	13
19	в эстетический	3	12
20	художественного творчества	4	12
21	за пределы	2	12
22	в искусстве	7	12
23	но не	11	12
24	ни в	5	11
25	художественного произведения	3	11
26	во всех	3	11
27	и для	2	11
28	в области	6	11
29	к нему	3	10
30	отношение к	5	10
31	в их	5	10
32	таким образом	3	10
33	не входит	2	10
34	материала в	2	10
35	но и	10	9
36	его в	2	9
37	не только	16	9
38	место в	4	8
39	в том	18	8
40	и как	3	8
41	и др	2	8
42	точки зрения	10	8
43	произведения как	3	8
44	то что	4	8
45	входит в	4	8
46	слова в	2	7
47	что в	6	7
48	с другой	7	7
49	не в	7	7
50	в самом	5	7
51	объекта и	3	7
52	между тем	4	7
53	как и	2	7
54	еще не	3	7
55	в своей	5	7
56	в пределах	3	6
57	а в	12	6
58	на основе	2	6
59	с точки	3	6
60	отношения к	2	6
61	то же	10	5
62	в своем	2	5
63	это не	2	5
64	при этом	13	5
65	имеет место	2	5
66	никогда не	2	5
67	все эти	2	5
68	в основе	4	5
69	далеко не	2	5
70	с ним	2	5
71	в них	2	5
72	и о	3	5
73	так и	11	5
74	не на	3	5
75	в отличие	7	5
76	а не	9	5
77	могут быть	4	5
78	отличие от	7	5
79	не менее	3	4
80	в нашем	2	4
81	искусства но	3	4
82	известной степени	3	4
83	в конечном	5	4
84	в виду	5	4
85	другой стороны	5	4
86	в форме	4	4
87	сказать что	4	4
88	в то	6	4
89	о том	2	4
90	в произведении	3	4
91	и потому	2	4
92	к которому	4	4
93	но в	7	4
94	конечном счете	5	4
95	не с	2	4
96	в ее	5	4
97	как в	2	4
98	в романе	3	4
99	тем самым	4	4
100	между ними	4	4
101	в данном	4	4
102	в себе	9	4
103	здесь не	2	4
104	композиционных форм	3	3
105	к действительности	3	3
106	себя и	2	3
107	тем не	3	3
108	в противном	2	3
109	имеем дело	2	3
110	же время	5	3
111	одной стороны	2	3
112	например в	3	3
113	хотя и	3	3
114	не является	4	3
115	и тем	2	3
116	в целом	3	3
117	все это	2	3
118	с одной	2	3
119	и на	2	3
120	языка в	4	3
121	противном случае	2	3
122	если бы	3	3
123	эстетического созерцания	3	3
124	этом смысле	3	3
125	и к	3	3
126	том что	8	3
127	говорить о	3	3
128	одной из	2	3
129	он не	4	3
130	на почве	3	3
131	начало и	2	3
132	приводит к	5	3
133	в мире	21	3
134	в слове	3	3
135	с другими	4	3
136	не знает	3	3
137	слова и	2	3
138	и это	2	3
139	я не	2	2
140	ни к	2	2
141	и другие	2	2
142	в частности	13	2
143	искусства как	3	2
144	в равной	2	2
145	в этих	3	2
146	в какой	2	2
147	была бы	3	2
148	для понимания	2	2
149	эстетической деятельности	2	2
150	или иной	7	2
151	можно сказать	5	2
152	а только	4	2
153	с самим	2	2
154	искусства в	4	2
155	в свою	3	2
156	случае не	2	2
157	это отношение	3	2
158	совпадает с	2	2
159	той или	4	2
160	не вполне	2	2
161	в культуре	3	2
162	но она	2	2
163	отличается от	2	2
164	как к	2	2
165	в самой	2	2
166	лишь в	4	2
167	и что	3	2
168	того что	4	2
169	коем случае	2	2
170	не следует	4	2
171	самим собою	2	2
172	к его	2	2
173	но как	2	2
174	того или	3	2
175	как это	5	2
176	мы имеем	6	2
177	художественного восприятия	4	2
178	с его	6	2
179	и более	2	2
180	он должен	3	2
181	не все	2	2
182	вовсе не	2	2
183	или иного	3	2
184	в коем	2	2
185	что он	3	2
186	одна из	2	2
187	что и	2	2
188	себя в	7	2
189	эстетическая деятельность	5	2
190	в себя	2	2
191	того чтобы	2	2
192	для того	2	2
193	и конец	2	2
194	художественного впечатления	3	2
195	или в	2	2
196	и ее	3	2
197	в другом	3	2
198	в чем	2	2
