N	2gram	Voloshinov_1	Hudozhes
1	в мире	2	23
2	в качестве	4	19
3	то есть	4	18
4	и не	14	16
5	в том	2	15
6	и в	38	15
7	не только	27	15
8	в частности	3	13
9	может быть	13	13
10	при этом	9	12
11	а в	5	12
12	и его	7	12
13	но не	2	11
14	в этом	10	11
15	в себе	9	11
16	представляет собой	2	10
17	как бы	28	10
18	но и	13	10
19	так и	6	10
20	то же	14	10
21	а не	6	10
22	в его	6	9
23	точки зрения	10	9
24	в душе	2	8
25	себя в	4	8
26	или иной	4	7
27	внутренней речи	18	7
28	в то	9	7
29	но в	5	7
30	я и	2	7
31	в основе	2	6
32	с его	7	6
33	в ее	3	6
34	том что	3	6
35	не в	6	6
36	же время	7	6
37	отношение к	2	6
38	не может	12	6
39	по своей	2	6
40	художественного творчества	5	5
41	можно сказать	4	5
42	только в	6	5
43	тем самым	7	5
44	в самом	4	5
45	того что	4	5
46	той или	3	5
47	в нем	4	5
48	то что	8	5
49	между ними	3	5
50	и т.п	21	5
51	уже не	4	5
52	место в	2	4
53	а на	2	4
54	в этих	2	4
55	прежде всего	21	4
56	к тому	4	4
57	и как	9	4
58	для него	3	4
59	еще не	3	4
60	хотя и	3	4
61	он не	2	4
62	и тем	6	4
63	в своей	2	4
64	в форме	6	4
65	отношения к	3	4
66	высказывания в	2	4
67	в слове	3	4
68	и то	3	4
69	сказать что	3	4
70	между тем	3	4
71	речи и	6	4
72	мы имеем	2	4
73	не знает	3	4
74	и т.д	21	4
75	как это	5	4
76	если бы	4	3
77	однако в	2	3
78	в отношении	2	3
79	он должен	3	3
80	это не	3	3
81	как уже	2	3
82	или иного	5	3
83	что он	2	3
84	и к	4	3
85	по своему	3	3
86	в свою	6	3
87	одно и	4	3
88	того или	5	3
89	к нему	2	3
90	не будет	3	3
91	в целом	4	3
92	таким образом	7	3
93	как и	10	3
94	в той	5	3
95	лишь в	4	3
96	с точки	5	3
97	и для	3	3
98	их в	3	3
99	потому что	5	3
100	и внешней	3	3
101	его в	4	3
102	человека с	2	3
103	в которой	7	3
104	в области	5	3
105	в виду	3	3
106	слова в	5	2
107	художественного высказывания	2	2
108	ни к	2	2
109	в нашем	5	2
110	тому что	5	2
111	или даже	2	2
112	в одном	3	2
113	вовсе не	2	2
114	вследствие этого	2	2
115	роль в	3	2
116	к своему	4	2
117	во внутренней	4	2
118	об этом	3	2
119	при условии	2	2
120	мы легко	3	2
121	с самим	2	2
122	свою очередь	4	2
123	времени и	2	2
124	слова не	2	2
125	в значительной	2	2
126	и сам	2	2
127	внутренней и	3	2
128	несмотря на	2	2
129	между внутренней	2	2
130	значительной степени	2	2
131	во всех	6	2
132	одной из	2	2
133	и потому	2	2
134	не является	5	2
135	общения людей	2	2
136	как в	2	2
137	слова как	2	2
138	здесь не	2	2
139	а с	5	2
140	все эти	2	2
141	того чтобы	7	2
142	для того	9	2
143	и больше	2	2
144	из которых	3	2
145	или в	2	2
146	высказывания и	3	2
147	так же	4	2
148	либо в	2	2
149	с ним	2	2
150	с другими	2	2
151	высказывания не	2	2
152	и на	6	2
153	между двумя	2	2
154	языка в	2	2
155	но как	2	2
156	в этой	6	2
157	о том	4	2
158	и это	7	2
159	бы не	2	2
