N	2gram	Nazirov_Tv_2	Problema
1	то что	3	42
2	вовсе не	2	35
3	то есть	5	33
4	и в	20	32
5	и не	9	31
6	не менее	2	19
7	в этом	8	19
8	не только	13	17
9	потому что	7	16
10	а не	6	15
11	в виде	2	15
12	в себе	3	15
13	как бы	11	14
14	может быть	8	14
15	у нас	2	14
16	но в	4	14
17	в нем	3	13
18	при помощи	2	13
19	что в	7	12
20	том что	4	12
21	так и	6	12
22	и т	13	11
23	и даже	5	11
24	о том	5	11
25	так как	3	11
26	то же	7	10
27	прежде всего	8	10
28	в этой	5	10
29	т д	11	10
30	отнюдь не	4	10
31	об этом	4	10
32	нет ничего	3	10
33	ничего не	4	10
34	но не	5	9
35	в том	8	9
36	но и	8	9
37	и что	2	9
38	так же	5	9
39	еще не	5	9
40	в таком	3	9
41	и это	3	9
42	не может	7	8
43	все эти	4	8
44	и на	5	8
45	в своей	6	8
46	но это	5	8
47	и ее	2	8
48	тоже не	2	7
49	никогда не	11	7
50	все это	6	7
51	что он	6	7
52	во всяком	2	7
53	тем что	3	7
54	только в	2	7
55	и есть	2	6
56	в конце	6	6
57	так что	2	6
58	при этом	8	6
59	в самом	3	6
60	и если	2	6
61	хотя и	4	6
62	таким образом	10	6
63	это не	7	6
64	говорить о	2	6
65	его в	3	6
66	таком случае	2	6
67	в то	10	6
68	в его	10	6
69	самом деле	2	6
70	не знал	2	5
71	в котором	3	5
72	что она	4	5
73	не является	3	5
74	но уже	3	5
75	казалось бы	3	4
76	именно в	6	4
77	не в	4	4
78	в дальнейшем	4	4
79	один из	3	4
80	в их	3	4
81	и только	2	4
82	не было	2	4
83	а в	4	4
84	их в	2	4
85	в истории	2	4
86	если бы	4	4
87	в литературе	2	4
88	как в	4	4
89	если не	4	4
90	тем самым	4	4
91	д и	2	4
92	и вообще	2	4
93	только для	2	3
94	уже в	2	3
95	что не	3	3
96	с другой	2	3
97	что его	2	3
98	что они	4	3
99	всяком случае	2	3
100	из них	2	3
101	другой стороны	2	3
102	и его	9	3
103	в которых	3	3
104	и еще	2	3
105	в искусстве	2	3
106	он всегда	2	3
107	но ведь	2	3
108	с ним	3	3
109	однако это	2	3
110	в ее	2	3
111	как и	6	3
112	до сих	3	3
113	он не	3	3
114	для которого	2	3
115	сих пор	3	3
116	уже не	3	3
117	на этот	2	3
118	не должны	2	3
119	в чем	4	3
120	он сам	3	2
121	все время	2	2
122	же как	3	2
123	xx века	3	2
124	крайней мере	2	2
125	не стоит	2	2
126	для него	3	2
127	например в	5	2
128	из подполья	6	2
129	на его	4	2
130	но если	2	2
131	особенно в	2	2
132	во многих	2	2
133	и с	8	2
134	действующих лиц	2	2
135	между тем	3	2
136	могут быть	2	2
137	по крайней	2	2
138	у пушкина	3	2
139	не мешает	2	2
140	мы видим	4	2
141	по преимуществу	2	2
142	и потому	4	2
143	нет и	2	2
144	в окончательном	2	2
145	вместе с	3	2
146	мы не	4	2
147	с другими	2	2
148	что этот	2	2
149	заставляет нас	3	2
150	едва ли	2	2
151	в которой	2	2
