N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	33
2	то что	4	29
3	может быть	14	26
4	таким образом	9	24
5	в том	22	23
6	и в	23	23
7	в этом	16	23
8	в слове	4	22
9	и не	10	18
10	что в	13	17
11	в языке	7	16
12	при этом	6	15
13	только в	6	15
14	для нас	4	14
15	как и	5	14
16	то же	6	14
17	того что	11	14
18	так как	9	14
19	если бы	8	13
20	том что	11	12
21	не было	4	12
22	а не	11	12
23	по себе	6	11
24	но и	3	11
25	не в	5	11
26	не может	6	11
27	что мы	2	10
28	по отношению	3	10
29	не только	17	10
30	что слово	3	10
31	тем что	5	10
32	внутренней формы	2	10
33	для меня	2	10
34	не есть	3	9
35	между тем	4	9
36	в своем	4	8
37	было бы	16	8
38	тогда когда	4	8
39	то это	3	8
40	отношению к	2	8
41	мы не	3	8
42	сказать что	7	8
43	о том	6	8
44	но в	2	8
45	с тем	6	7
46	что это	3	7
47	это не	3	7
48	что и	6	7
49	в силу	6	7
50	и что	7	7
51	очевидно что	3	7
52	вовсе не	5	7
53	язык есть	4	7
54	и т	54	7
55	могут быть	6	7
56	как в	4	7
57	мысли и	2	7
58	мы говорим	4	7
59	что такое	4	7
60	этого слова	4	7
61	что если	2	6
62	независимо от	5	6
63	до тех	4	6
64	и к	3	6
65	тех пор	4	6
66	для того	12	6
67	в ряду	3	6
68	вместе с	2	6
69	того как	7	6
70	что не	4	6
71	когда мы	3	6
72	так и	6	6
73	уже в	3	5
74	только тогда	4	5
75	хотя и	5	5
76	в его	11	5
77	как бы	5	5
78	поэзия и	3	5
79	слово есть	3	5
80	этом случае	4	5
81	бы и	3	5
82	что же	5	5
83	все это	2	5
84	не менее	12	5
85	язык не	2	5
86	должно быть	7	5
87	внимание на	2	5
88	а в	5	5
89	во всяком	2	5
90	тем более	5	5
91	говорить о	6	5
92	один и	2	5
93	слова и	7	5
94	так сказать	2	5
95	не имеет	3	5
96	не то	2	5
97	на вопрос	3	4
98	и более	3	4
99	что все	2	4
100	что он	6	4
101	есть не	3	4
102	тем не	9	4
103	как же	3	4
104	до сих	8	4
105	можно сказать	2	4
106	только как	4	4
107	по поводу	3	4
108	в одном	2	4
109	и о	4	4
110	от того	5	4
111	в котором	2	4
112	сам по	3	4
113	и тем	6	4
114	сих пор	8	4
115	а именно	3	4
116	то и	2	4
117	слово в	3	4
118	в той	4	4
119	тем самым	4	4
120	того чтобы	11	4
121	хотя бы	9	4
122	так же	2	4
123	что как	3	4
124	с другими	2	4
125	в таком	4	4
126	точки зрения	23	4
127	в каком	3	4
128	в данном	7	4
129	т п	41	4
130	в то	3	4
131	если же	2	4
132	его в	2	4
133	мы имеем	2	4
134	и с	3	4
135	слова в	4	3
136	том случае	4	3
137	и есть	5	3
138	связи с	6	3
139	в этих	2	3
140	нашего языка	2	3
141	именно в	3	3
142	но это	5	3
143	кроме того	2	3
144	еще не	9	3
145	и если	2	3
146	к тому	3	3
147	в самом	13	3
148	между прочим	8	3
149	в виду	8	3
150	в процессе	3	3
151	только что	2	3
152	вообще и	3	3
153	языка и	2	3
154	так в	2	3
155	что есть	2	3
156	связь между	3	3
157	и только	3	3
158	со значением	2	3
159	бы не	3	3
160	т д	8	3
161	той же	3	3
162	все эти	7	3
163	те же	7	3
164	на самом	3	3
165	уже не	8	3
166	лишь в	8	3
167	самом деле	14	3
168	более чем	2	3
169	которое в	2	3
170	этот вопрос	3	3
171	ответить на	2	3
172	в которых	3	3
173	то в	3	3
174	то мы	3	3
175	так то	2	3
176	в поэзии	5	3
177	с точки	16	3
178	что эти	2	3
179	в первом	5	3
180	там где	3	3
181	и тот	2	3
182	в значении	2	3
183	тому как	2	2
184	только для	2	2
185	я не	5	2
186	не могут	5	2
187	а что	2	2
188	состоит в	2	2
189	в двух	2	2
190	и как	2	2
191	в нашем	7	2
192	понимается как	2	2
193	и без	2	2
194	тому что	4	2
195	по тому	2	2
196	столь же	4	2
197	с другой	7	2
198	то он	3	2
199	можно видеть	2	2
200	не как	2	2
201	из этих	5	2
202	языка в	6	2
203	и я	2	2
204	вопрос о	11	2
205	в различных	2	2
206	отношение к	3	2
207	есть слово	2	2
208	что на	3	2
209	и здесь	2	2
210	в ее	4	2
211	у нас	10	2
212	чтобы понять	2	2
213	только о	2	2
214	чем в	2	2
215	по своему	2	2
216	и говорить	2	2
217	равно как	2	2
218	отношения между	4	2
219	перед собою	3	2
220	после того	6	2
221	она не	3	2
222	тот же	6	2
223	внутренняя форма	3	2
224	в сущности	4	2
225	в ней	3	2
226	он не	3	2
227	не значит	5	2
228	пор пока	4	2
229	один из	4	2
230	не с	2	2
231	пока мы	2	2
232	на том	2	2
233	конечно не	2	2
234	данном случае	4	2
235	что она	5	2
236	отношений между	2	2
237	быть не	2	2
238	если мы	7	2
239	еще более	2	2
240	же мы	4	2
241	дело не	2	2
242	как мы	5	2
243	именно на	2	2
244	на этот	2	2
245	не так	3	2
246	о языке	6	2
247	что значит	4	2
248	можно было	11	2
249	нас в	3	2
250	может иметь	3	2
251	и при	2	2
252	к его	2	2
253	я в	3	2
254	мы должны	3	2
255	но мы	2	2
256	в таких	2	2
257	таком случае	2	2
258	в области	14	2
259	случае когда	3	2
260	если и	2	2
261	имеет в	2	2
