N	2gram	Bakhtin_Pr_3	KulturaY
1	в том	14	30
2	и в	53	24
3	потому что	5	23
4	том что	5	21
5	что в	2	17
6	было бы	5	15
7	в этом	8	14
8	точки зрения	4	14
9	может быть	12	13
10	таким образом	6	12
11	в его	8	12
12	и не	15	12
13	не в	2	11
14	только в	4	11
15	вовсе не	3	10
16	в самом	2	10
17	не только	4	10
18	хотя бы	2	10
19	то что	9	9
20	прежде всего	15	9
21	с точки	2	9
22	о том	2	9
23	так как	7	9
24	по отношению	2	8
25	то же	6	8
26	а не	11	8
27	тем что	2	8
28	не менее	3	7
29	в них	2	7
30	с другой	2	7
31	как бы	14	7
32	вместе с	2	7
33	не может	2	7
34	это не	6	7
35	в области	3	7
36	так и	6	7
37	именно в	2	6
38	что он	4	6
39	зависимости от	2	6
40	при этом	3	6
41	в ней	7	6
42	но и	7	6
43	все это	8	6
44	все эти	9	6
45	в которой	2	6
46	что это	2	5
47	в зависимости	2	5
48	но не	5	5
49	еще не	5	5
50	например в	5	5
51	в той	2	5
52	а в	2	5
53	и его	10	5
54	между тем	2	5
55	так сказать	5	5
56	с ним	2	5
57	и с	6	5
58	с его	2	4
59	в этих	5	4
60	к себе	6	4
61	и потому	5	4
62	в нем	10	4
63	по существу	5	4
64	есть в	3	4
65	того же	2	4
66	из них	4	4
67	на язык	4	4
68	один из	6	4
69	что и	3	4
70	тем не	2	4
71	сих пор	5	4
72	до сих	5	4
73	как в	7	4
74	с этим	2	4
75	и на	18	4
76	слова и	3	4
77	уже в	2	3
78	казалось бы	3	3
79	смысле этого	2	3
80	в духе	8	3
81	можно сказать	8	3
82	в соответствии	2	3
83	соответствии с	2	3
84	обе эти	3	3
85	и если	3	3
86	в сущности	10	3
87	в истории	3	3
88	на его	3	3
89	или менее	3	3
90	в связи	2	3
91	в особенности	2	3
92	не было	4	3
93	в их	2	3
94	более или	3	3
95	и даже	2	3
96	в таком	2	3
97	несмотря на	2	3
98	той же	5	3
99	несколько слов	3	3
100	с их	2	3
101	хотя и	4	3
102	даже и	2	3
103	они не	3	3
104	в себе	5	3
105	здесь не	4	3
106	как это	2	3
107	я не	4	2
108	и более	2	2
109	никогда не	2	2
110	и все	10	2
111	что касается	2	2
112	которую можно	3	2
113	в каждом	4	2
114	значение и	2	2
115	в собственном	2	2
116	так называемая	2	2
117	в смысле	2	2
118	в то	5	2
119	как и	11	2
120	в большинстве	4	2
121	же время	5	2
122	не знают	2	2
123	тот же	2	2
124	уже на	2	2
125	слов о	3	2
126	если б	7	2
127	конечно не	4	2
128	в своей	3	2
129	одним из	3	2
130	каждом из	3	2
131	тем более	2	2
132	и тем	2	2
133	и мысли	2	2
134	ее в	3	2
135	себя самого	3	2
136	так например	2	2
137	смысле и	2	2
138	действие в	2	2
139	он не	3	2
140	и для	4	2
141	в разных	4	2
142	все равно	4	2
143	между ними	2	2
144	мы наблюдаем	3	2
145	также и	4	2
146	в более	4	2
147	что я	2	2
148	во все	5	2
149	и под	3	2
150	здесь как	3	2
151	ничего не	6	2
152	связанная с	2	2
153	но в	5	2
154	это было	3	2
