N	2gram	Voloshinov_2	Problema
1	и в	19	44
2	вовсе не	11	37
3	и не	19	35
4	не есть	3	35
5	то есть	2	34
6	может быть	28	28
7	по себе	3	25
8	то что	4	23
9	в том	7	21
10	только в	8	19
11	а не	9	18
12	в этом	15	17
13	сказать что	4	16
14	даже и	2	16
15	если мы	6	16
16	и даже	2	14
17	не только	13	14
18	и то	3	14
19	не в	10	13
20	то же	16	13
21	той или	4	12
22	но в	7	12
23	том что	10	12
24	не является	8	11
25	но и	10	10
26	отнюдь не	8	10
27	у нас	3	10
28	как и	9	10
29	так и	10	10
30	это не	4	9
31	и от	3	9
32	и тем	4	9
33	в нем	11	9
34	не имеет	3	9
35	и с	2	9
36	же самое	6	9
37	как бы	19	9
38	так как	3	9
39	что он	4	9
40	в то	8	9
41	в его	5	9
42	что и	3	9
43	в данном	5	9
44	во всяком	3	9
45	и это	3	9
46	таким образом	14	9
47	перед нами	3	8
48	что в	2	8
49	или иной	5	8
50	ни в	6	8
51	смысле слова	5	8
52	того что	4	8
53	было бы	4	8
54	он не	3	8
55	как раз	4	8
56	как мы	15	8
57	в себе	4	8
58	связи с	13	8
59	с другой	3	7
60	не может	18	7
61	в связи	7	7
62	все эти	3	7
63	и потому	2	7
64	на самом	7	7
65	мы не	2	7
66	никогда не	7	6
67	то ни	5	6
68	всяком случае	2	6
69	другими словами	2	6
70	жизни и	2	6
71	того или	2	6
72	о том	3	6
73	все же	5	6
74	мы можем	6	6
75	в виде	2	6
76	не было	3	5
77	данное слово	4	5
78	в нашем	2	5
79	крайней мере	2	5
80	да и	3	5
81	нас не	2	5
82	что они	2	5
83	как о	2	5
84	является только	2	5
85	в ней	3	5
86	в своем	2	5
87	а в	3	5
88	точки зрения	17	5
89	и здесь	5	5
90	по крайней	2	5
91	значение и	2	5
92	в таком	7	5
93	еще не	3	5
94	за пределы	3	5
95	и о	2	5
96	в своей	3	5
97	так же	5	5
98	только на	4	5
99	и его	16	5
100	этого слова	5	5
101	тому что	4	4
102	иное как	2	4
103	при этом	9	4
104	не имеют	3	4
105	совершенно не	5	4
106	языка и	15	4
107	же деле	3	4
108	чем же	3	4
109	и является	2	4
110	но как	2	4
111	это будет	2	4
112	таком случае	3	4
113	самом же	3	4
114	бы то	4	4
115	мы уже	6	4
116	данного слова	4	4
117	в ее	3	4
118	только с	2	4
119	или в	2	4
120	тем что	2	4
121	в каком	3	4
122	уже в	2	3
123	а ведь	2	3
124	каждый раз	3	3
125	что это	2	3
126	только путем	2	3
127	формы и	2	3
128	мы возьмем	2	3
129	прежде всего	7	3
130	на то	4	3
131	в тех	2	3
132	к тому	6	3
133	ни было	6	3
134	и как	6	3
135	находятся в	2	3
136	в этой	3	3
137	для него	9	3
138	в самом	6	3
139	и значение	6	3
140	значение в	4	3
141	отношения к	2	3
142	не так	2	3
143	его в	7	3
144	или как	2	3
145	если бы	11	3
146	для его	3	3
147	или иного	2	3
148	тем более	5	3
149	но не	2	3
150	в качестве	3	3
151	здесь в	2	3
152	одно и	3	3
153	быть и	6	3
154	на что-то	2	3
155	и все	6	3
156	в той	5	3
157	самом деле	9	3
158	и тогда	2	3
159	хотя бы	6	3
160	отличие от	3	3
161	с другими	3	3
162	это же	2	3
163	и ее	4	3
164	если же	2	3
165	слова и	6	3
166	ничего не	4	3
167	именно в	2	2
168	в этих	3	2
169	в отношении	4	2
170	того же	5	2
171	именно здесь	2	2
172	до сих	3	2
173	является не	5	2
174	но что	2	2
175	это вполне	3	2
176	о чем	2	2
177	и следовательно	6	2
178	тем же	4	2
179	в контексте	5	2
180	в котором	3	2
181	его внешней	2	2
182	и до	3	2
183	в их	5	2
184	с одной	3	2
185	что оно	3	2
186	ведь если	4	2
187	друг друга	2	2
188	как на	2	2
189	в основе	9	2
190	с этим	3	2
191	он и	2	2
192	в начале	2	2
193	бы в	4	2
194	является в	2	2
195	а как	4	2
196	и более	7	2
197	мы видели	4	2
198	от него	2	2
199	прав в	2	2
200	во всех	6	2
201	в слове	4	2
202	мы ни	5	2
203	для себя	4	2
204	и особенно	2	2
205	себя в	2	2
206	и именно	2	2
207	в процессе	18	2
208	вместе с	2	2
209	сих пор	3	2
210	мы только	3	2
211	только что	3	2
212	слова как	2	2
213	в отличие	3	2
214	нами в	3	2
215	а с	2	2
216	к проблеме	2	2
217	и у	2	2
218	целое и	2	2
219	и для	7	2
220	с точки	13	2
221	могут быть	3	2
222	в другом	3	2
223	из него	2	2
224	это было	2	2
