N	2gram	Ircho_Kome_3	Istorich
1	и в	22	22
2	в этом	8	17
3	и т	4	16
4	т е	16	16
5	что в	5	15
6	не только	5	14
7	в дом	14	12
8	в доме	10	12
9	но и	4	12
10	и не	21	12
11	может быть	6	11
12	еще не	6	10
13	таким образом	12	10
14	после чего	2	10
15	но в	5	10
16	что он	8	9
17	в нем	3	9
18	что и	8	9
19	вместе с	9	9
20	в том	12	9
21	что они	2	8
22	с этим	3	8
23	том что	13	8
24	как мы	2	8
25	другой стороны	2	7
26	с другой	4	7
27	к этому	6	7
28	пребывания в	2	7
29	то что	4	7
30	из них	5	7
31	и здесь	4	7
32	так как	11	7
33	связи с	5	6
34	в них	3	6
35	это не	2	6
36	все еще	2	6
37	а в	7	6
38	то же	7	6
39	в течение	3	6
40	возможно что	3	6
41	а не	4	6
42	друг друга	4	6
43	мы можем	3	6
44	во время	6	6
45	ничего не	3	6
46	если бы	8	6
47	не менее	5	5
48	в частности	3	5
49	тем не	3	5
50	так что	6	5
51	до сих	9	5
52	один из	3	5
53	все же	4	5
54	этом случае	2	5
55	что она	4	5
56	он не	5	5
57	сих пор	9	5
58	к нему	5	5
59	в этой	3	5
60	что девушка	2	4
61	как это	5	4
62	не в	4	4
63	в пределах	2	4
64	в свою	7	4
65	она не	2	4
66	одним из	2	4
67	к ней	8	4
68	отношение к	5	4
69	и его	6	4
70	и на	2	4
71	не может	3	4
72	тем что	5	4
73	представляют собой	2	4
74	что ты	2	4
75	в других	3	4
76	и с	4	4
77	состоит в	2	3
78	целый ряд	2	3
79	и все	2	3
80	могло быть	2	3
81	представление о	2	3
82	прежде всего	5	3
83	стороны и	2	3
84	к тому	6	3
85	и к	3	3
86	а затем	2	3
87	как и	3	3
88	за ним	2	3
89	представляет собой	3	3
90	все что	3	3
91	у него	4	3
92	равно как	2	3
93	было бы	3	3
94	на его	2	3
95	не совсем	2	3
96	в его	8	3
97	никогда не	3	3
98	в целом	3	3
99	со стороны	11	3
100	должен был	4	3
101	дома и	3	3
102	в связи	4	3
103	все равно	3	3
104	так же	4	3
105	его не	2	3
106	потому что	10	3
107	он и	2	3
108	и ее	2	3
109	далеко не	3	3
110	о том	8	3
111	его в	8	3
112	из дому	4	3
113	здесь не	2	3
114	их в	3	3
115	не было	2	2
116	все время	2	2
117	с тем	4	2
118	здесь и	2	2
119	его дочери	2	2
120	в одном	2	2
121	на месте	3	2
122	если он	2	2
123	вовсе не	4	2
124	нет никаких	2	2
125	во всяком	3	2
126	мы знаем	2	2
127	ни в	10	2
128	тому же	6	2
129	но все	4	2
130	в силу	2	2
131	с одной	3	2
132	как в	2	2
133	при этом	7	2
134	в качестве	2	2
135	то время	2	2
136	не дает	4	2
137	на себя	4	2
138	себе в	3	2
139	одной стороны	3	2
140	что отец	8	2
141	совершенно не	2	2
142	одного из	3	2
143	не мог	2	2
144	и о	2	2
145	хотя и	5	2
146	в ней	4	2
147	его на	2	2
148	и он	2	2
149	всяком случае	3	2
150	в котором	2	2
151	не имеет	3	2
152	не с	2	2
153	то это	5	2
154	отношению к	3	2
155	должно было	3	2
156	и это	2	2
157	после этого	2	2
158	нет ничего	2	2
159	так и	4	2
160	у тебя	2	2
161	даже не	3	2
162	по отношению	5	2
163	в своем	8	2
164	не могла	3	2
165	из дома	5	2
166	если не	3	2
167	из того	3	2
168	ней в	2	2
169	из этой	2	2
170	и что	6	2
171	что не	3	2
172	и даже	3	2
173	и для	4	2
174	роль в	2	2
175	время как	2	2
176	в которых	5	2
177	дело с	3	2
178	между тем	2	2
179	точки зрения	4	2
180	в другом	2	2
181	в то	6	2
182	видно что	2	2
183	на это	3	2
184	а также	2	2
185	к отцу	2	2
