N	2gram	Bakhtin_Fr_3	VeschiIm
1	не может	3	33
2	не только	13	31
3	может быть	9	29
4	и не	13	28
5	и в	40	26
6	то что	5	24
7	и есть	3	23
8	а не	5	20
9	и следовательно	3	15
10	только в	3	14
11	было бы	4	12
12	но и	11	12
13	сказать что	3	12
14	все же	2	12
15	и ее	2	12
16	таким образом	10	11
17	с нею	2	11
18	то же	7	10
19	в ней	4	10
20	как бы	3	10
21	потому что	2	10
22	в том	8	9
23	в самом	6	9
24	и с	8	9
25	прежде всего	16	9
26	еще и	2	9
27	но это	3	8
28	в себе	3	8
29	и это	2	8
30	в свете	3	7
31	также и	4	7
32	в то	6	7
33	так как	4	7
34	том что	4	7
35	есть и	2	7
36	как раз	5	7
37	в этом	15	7
38	ее не	2	6
39	и как	3	6
40	это есть	2	6
41	что в	12	6
42	для него	5	6
43	жизни и	4	6
44	точки зрения	2	6
45	но в	8	6
46	можно было	3	6
47	не менее	2	5
48	это не	2	5
49	еще не	3	5
50	и до	8	5
51	для этого	3	5
52	должны быть	2	5
53	а в	3	5
54	что для	2	5
55	если бы	3	5
56	в ее	3	5
57	у нас	4	5
58	это и	2	5
59	одна из	3	5
60	но не	2	5
61	того же	2	5
62	другими словами	3	5
63	в сущности	9	5
64	и для	5	5
65	ни от	2	5
66	в своем	7	4
67	с другой	2	4
68	же время	6	4
69	из них	4	4
70	в их	4	4
71	и даже	4	4
72	с этим	2	4
73	о том	4	4
74	и все	9	4
75	как и	11	4
76	во всех	6	4
77	и о	4	4
78	и потому	4	4
79	что и	3	4
80	между ними	3	4
81	со всем	2	4
82	мы не	2	4
83	в данном	4	4
84	тем что	3	4
85	можно сказать	2	3
86	на этом	2	3
87	как о	2	3
88	момент в	2	3
89	и сам	2	3
90	в нем	5	3
91	отношение к	8	3
92	все это	4	3
93	мы находим	3	3
94	их в	3	3
95	но как	2	3
96	не понимает	3	3
97	даже и	2	3
98	в одном	7	3
99	один из	4	3
100	что он	2	3
101	мы видим	5	3
102	в своей	6	3
103	вместе с	3	3
104	так и	3	3
105	только на	4	3
106	в той	6	3
107	самом деле	3	3
108	того чтобы	4	3
109	хотя бы	2	3
110	ему не	2	3
111	с в	2	3
112	и самое	3	3
113	в основе	5	3
114	в частности	3	2
115	в подлинном	2	2
116	ни в	4	2
117	смысл в	2	2
118	основе своей	2	2
119	но все	3	2
120	и необходимо	2	2
121	переход от	2	2
122	кроме того	3	2
123	и если	2	2
124	мы уже	13	2
125	в виду	7	2
126	в первой	2	2
127	данном случае	2	2
128	в разных	2	2
129	и вот	2	2
130	в своих	5	2
131	в более	3	2
132	и понимания	2	2
133	но ведь	3	2
134	то есть	18	2
135	поэтому и	3	2
136	о чем	2	2
137	на их	2	2
138	на такой	2	2
139	и во	4	2
140	но именно	3	2
141	никак не	3	2
142	об этом	3	2
143	он не	9	2
144	и этот	2	2
145	как в	3	2
146	и сама	2	2
147	как нечто	2	2
148	еще более	4	2
149	и они	2	2
150	как мы	10	2
151	для того	3	2
152	тем же	2	2
153	об их	2	2
154	и его	17	2
155	той же	8	2
156	тут же	2	2
157	выражение в	2	2
158	дело в	2	2
159	в особенности	5	2
