N	2gram	Potebnia_M_2	Problemy
1	и в	24	35
2	как бы	9	31
3	и не	19	27
4	что он	4	24
5	в его	2	21
6	но в	4	19
7	не может	12	18
8	как и	7	18
9	в нем	9	16
10	то есть	30	16
11	к другому	4	16
12	то же	12	15
13	и все	3	15
14	но и	9	14
15	для него	10	14
16	может быть	23	14
17	все это	2	14
18	и его	2	14
19	в этом	8	14
20	прежде всего	7	12
21	в другом	2	12
22	в то	6	11
23	слова и	3	11
24	не в	13	10
25	самом деле	2	10
26	же время	2	10
27	не только	15	10
28	то что	20	10
29	на самом	2	9
30	самого начала	2	8
31	так и	5	8
32	себя и	2	8
33	с самого	2	8
34	потому что	49	8
35	все же	5	8
36	и для	3	8
37	так же	2	7
38	а в	8	7
39	с ним	5	7
40	с его	2	7
41	вовсе не	9	7
42	еще не	4	7
43	отношении к	2	7
44	там где	4	7
45	таким образом	11	7
46	слова в	5	6
47	что в	16	6
48	в каждом	2	6
49	но это	3	6
50	что они	5	6
51	и что	4	6
52	в самом	4	6
53	что у	2	6
54	и на	8	6
55	в одном	6	6
56	от него	4	6
57	но не	12	6
58	слово с	2	6
59	в слове	13	6
60	по отношению	2	6
61	только в	11	6
62	в том	18	5
63	так что	10	5
64	от себя	2	5
65	с ними	3	5
66	во время	4	5
67	его с	2	5
68	этого слова	6	5
69	на него	3	5
70	как в	10	5
71	и то	3	5
72	в себе	10	5
73	и это	2	5
74	но на	2	4
75	никогда не	4	4
76	с другой	6	4
77	но все	2	4
78	всяком случае	7	4
79	рядом с	3	4
80	между тем	6	4
81	но он	2	4
82	в эту	3	4
83	его в	3	4
84	так как	10	4
85	бы в	2	4
86	у него	2	4
87	в них	5	4
88	по себе	15	4
89	во всем	2	4
90	тот же	5	4
91	а не	18	4
92	что не	5	4
93	и у	3	4
94	во всяком	7	4
95	тем что	7	4
96	что это	3	4
97	в чем	7	4
98	уже в	5	3
99	и от	3	3
100	такой же	4	3
101	ни было	3	3
102	совсем не	2	3
103	в общем	2	3
104	если б	5	3
105	в целом	3	3
106	из них	5	3
107	другой стороны	2	3
108	все эти	2	3
109	но только	2	3
110	того что	7	3
111	должно быть	2	3
112	это не	3	3
113	сказать что	2	3
114	и во	3	3
115	даже и	2	3
116	мы должны	2	3
117	под влиянием	8	3
118	этого не	2	3
119	в котором	4	3
120	с тем	4	3
121	не как	3	3
122	с этим	7	3
123	этом смысле	2	3
124	том что	8	3
125	одно и	2	3
126	было бы	13	3
127	за пределы	2	3
128	во всех	7	3
129	другим и	3	3
130	что и	11	3
131	только что	3	3
132	а с	2	3
133	уже не	4	3
134	эту минуту	3	3
135	а между	4	3
136	так сказать	4	2
137	не менее	5	2
138	на вопрос	3	2
139	в душе	23	2
140	ни был	2	2
141	в этих	3	2
142	тому что	2	2
143	столь же	5	2
144	становится для	3	2
145	что все	2	2
146	вопрос о	2	2
147	что на	3	2
148	мы знаем	2	2
149	что его	3	2
150	такое же	2	2
151	такого же	2	2
152	на этом	2	2
153	но что	2	2
154	что с	2	2
155	при этом	13	2
156	было в	2	2
157	например в	3	2
158	в движение	2	2
159	к другим	3	2
160	хотя и	3	2
161	оно должно	3	2
162	мог бы	3	2
163	время как	4	2
164	сделать его	2	2
165	что оно	4	2
166	те же	3	2
167	и по	2	2
168	есть только	6	2
169	тому как	4	2
170	их в	2	2
171	в ней	3	2
172	к ней	2	2
173	о том	5	2
174	как он	4	2
175	с которыми	2	2
176	мысли в	3	2
177	вне себя	2	2
178	от другого	3	2
179	всех этих	2	2
180	смысле этого	3	2
181	несколько раз	2	2
182	в жизни	2	2
183	и того	6	2
184	кажется что	3	2
185	друг друга	2	2
186	с таким	3	2
187	вместе с	11	2
188	но эти	2	2
189	так в	4	2
190	бы не	5	2
191	и как	6	2
192	хотя бы	2	2
193	в которой	5	2
194	той же	3	2
195	у человека	2	2
196	или в	2	2
197	с другими	5	2
198	мы можем	12	2
199	сам по	4	2
200	между двумя	6	2
201	то все	4	2
202	подобно тому	4	2
203	сознание и	4	2
204	и вообще	3	2
205	если и	2	2
206	это было	2	2
