N	2gram	Bakhtin_Pr_2	VLabPisa
1	таким образом	5	27
2	в этом	13	26
3	и в	43	25
4	и т	13	24
5	не только	11	22
6	может быть	23	21
7	хотя бы	2	20
8	и не	29	19
9	художественного творчества	2	18
10	т е	26	17
11	не может	18	17
12	в его	10	15
13	т д	4	15
14	в письме	2	14
15	в процессе	2	14
16	прежде всего	10	13
17	в том	6	13
18	все это	5	12
19	с другой	4	11
20	из них	2	11
21	не могут	4	10
22	письме к	2	10
23	о том	5	10
24	в художественном	3	10
25	об этом	2	9
26	что в	4	9
27	для него	8	9
28	и др	2	9
29	но и	14	9
30	то же	8	9
31	т п	9	9
32	все эти	5	8
33	в своем	4	8
34	другой стороны	3	8
35	могут быть	3	8
36	из этих	2	7
37	как и	14	7
38	том что	2	7
39	было бы	5	7
40	отношению к	5	7
41	во всех	4	7
42	он пишет	2	7
43	по отношению	5	7
44	а не	7	7
45	у него	6	6
46	это не	3	6
47	в себе	5	6
48	то что	7	6
49	более или	3	6
50	том же	4	6
51	в нем	12	6
52	так и	3	6
53	или менее	3	6
54	бы и	2	6
55	и его	8	6
56	их в	4	6
57	между тем	3	6
58	в то	7	6
59	художественном творчестве	3	6
60	в результате	4	5
61	же время	5	5
62	все же	3	5
63	и при	2	5
64	в пределах	16	5
65	как бы	22	5
66	в их	3	5
67	приводит к	6	5
68	сказать что	2	5
69	только в	4	5
70	не в	11	5
71	он говорит	2	5
72	произведения как	2	5
73	к тому	4	4
74	в единстве	3	4
75	никогда не	9	4
76	перед нами	7	4
77	в одном	12	4
78	в целом	2	4
79	что он	13	4
80	с его	4	4
81	в романе	3	4
82	одна из	2	4
83	в своей	4	4
84	в самом	7	4
85	даже в	3	4
86	когда он	3	4
87	вот как	4	4
88	как раз	4	4
89	в них	4	4
90	с ними	2	4
91	и к	3	3
92	во время	4	3
93	и ее	3	3
94	и как	2	3
95	в конце	2	3
96	человека и	2	3
97	у нас	2	3
98	по существу	3	3
99	из его	2	3
100	в творчестве	2	3
101	или в	8	3
102	с этим	2	3
103	что не	2	3
104	например в	2	3
105	у тургенева	4	3
106	далеко не	4	3
107	и он	5	3
108	в виду	3	3
109	в котором	6	3
110	его в	3	3
111	что и	3	3
112	него в	3	3
113	и их	3	3
114	ее в	2	3
115	этот вопрос	4	3
116	того что	2	3
117	так же	2	3
118	в слове	5	3
119	в которых	2	3
120	никак не	5	3
121	а вот	2	3
122	точки зрения	13	3
123	она не	3	3
124	бы в	5	3
125	что говорит	2	3
126	например у	2	2
127	не менее	3	2
128	вне его	2	2
129	он сам	3	2
130	в каждом	11	2
131	из рассказа	2	2
132	отличается от	2	2
133	его художественного	3	2
134	в жизни	3	2
135	вовсе не	5	2
136	а как	4	2
137	по себе	11	2
138	стороны и	3	2
139	или иной	3	2
140	от них	2	2
141	а затем	2	2
142	до сих	7	2
143	но не	5	2
144	но для	3	2
145	в различных	3	2
146	и слова	2	2
147	еще не	9	2
148	он и	3	2
149	то это	2	2
150	если бы	3	2
151	оно является	2	2
152	конце концов	2	2
153	и даже	3	2
154	ни одного	4	2
155	мы наблюдаем	2	2
156	но к	2	2
157	сих пор	7	2
158	бы не	2	2
159	а в	5	2
160	достоевского и	2	2
161	человека в	4	2
162	чтобы не	2	2
163	должны быть	2	2
164	что такое	2	2
165	между ними	4	2
166	и для	3	2
167	можно было	3	2
168	между собою	4	2
169	в своих	2	2
170	собою и	2	2
171	также и	3	2
172	во всяком	2	2
173	хотя и	5	2
174	лишь в	8	2
175	он не	9	2
176	в другом	7	2
177	ту же	2	2
178	как он	2	2
179	в образе	2	2
180	все произведение	2	2
181	но в	10	2
