N	2gram	Vinokur_Vv_1	Myshleni
1	в том	31	33
2	том что	26	27
3	точки зрения	7	26
4	то что	17	20
5	в этом	34	19
6	с точки	2	18
7	того что	12	17
8	и в	27	15
9	не только	21	15
10	что в	11	14
11	таким образом	19	14
12	говорит он	2	12
13	что он	4	12
14	того чтобы	21	12
15	и т.д	4	12
16	в самом	12	11
17	в целом	5	10
18	но и	5	10
19	было бы	5	10
20	для того	21	10
21	мы не	2	10
22	мы можем	2	10
23	в своем	3	9
24	может быть	24	9
25	не может	13	9
26	что мы	2	9
27	о том	15	9
28	в сущности	3	9
29	связи с	3	9
30	казалось бы	2	8
31	к действительности	2	8
32	никогда не	3	8
33	не в	8	8
34	заключается в	4	8
35	и что	4	8
36	если бы	2	8
37	к тому	4	7
38	одной стороны	4	7
39	с одной	4	7
40	и не	13	7
41	потому что	14	7
42	как бы	5	7
43	по себе	9	7
44	во всяком	3	7
45	что это	3	6
46	в частности	3	6
47	в отношении	2	6
48	как мы	9	6
49	в этой	3	6
50	в виду	4	6
51	мы видели	2	6
52	по отношению	4	6
53	в связи	2	6
54	с другой	8	6
55	сказать что	5	6
56	в истории	9	6
57	как он	6	6
58	как это	5	6
59	но в	10	6
60	по этому	2	6
61	вовсе не	6	6
62	как и	5	6
63	вместе с	6	6
64	к выводу	6	6
65	самом деле	6	6
66	на этот	4	6
67	всяком случае	3	6
68	от действительности	2	5
69	это не	8	5
70	уже в	5	5
71	вопрос о	8	5
72	смысле слова	7	5
73	что с	3	5
74	и др	2	5
75	и даже	5	5
76	сравнению с	3	5
77	тогда когда	3	5
78	по существу	2	5
79	отношению к	4	5
80	по сравнению	3	5
81	то же	8	5
82	можно было	7	5
83	этот вопрос	4	5
84	связь между	4	5
85	связана с	4	4
86	на вопрос	6	4
87	независимо от	3	4
88	прежде всего	8	4
89	из этих	5	4
90	несмотря на	2	4
91	том чтобы	6	4
92	все это	6	4
93	в них	4	4
94	что оно	2	4
95	не имеет	4	4
96	так же	3	4
97	а в	5	4
98	и с	2	4
99	в начале	3	4
100	при помощи	2	4
101	так как	13	4
102	к этому	3	4
103	все же	8	4
104	со всей	3	4
105	в качестве	7	4
106	в своей	4	4
107	как раз	4	4
108	того как	3	4
109	из того	2	4
110	хотя бы	5	4
111	и его	5	4
112	только в	13	4
113	он сам	3	3
114	для этого	3	3
115	в собственном	2	3
116	что именно	2	3
117	об этом	5	3
118	философии и	2	3
119	и сам	2	3
120	при этом	3	3
121	в общем	12	3
122	смысле этого	8	3
123	из двух	2	3
124	из них	3	3
125	и до	2	3
126	данном случае	5	3
127	со стороны	12	3
128	языка и	12	3
129	этом отношении	3	3
130	все эти	3	3
131	в которых	6	3
132	в результате	3	3
133	мы имеем	3	3
134	не существует	2	3
135	с этим	2	3
136	лежит в	2	3
137	состоит в	2	3
138	что можно	2	3
139	о которых	2	3
140	об отношении	2	3
141	тем более	2	3
142	но не	7	3
143	того же	3	3
144	одной из	3	3
145	собственном смысле	2	3
146	бы и	2	3
147	что она	3	3
148	только что	4	3
149	этому поводу	2	3
150	а не	3	3
151	из которых	2	3
152	речь в	4	3
153	вот почему	3	3
154	значение в	2	3
155	в данном	11	3
156	в отличие	3	3
157	и ее	4	3
158	этого слова	2	3
159	и это	6	3
160	отличие от	3	3
161	ничего не	2	3
162	чем в	3	2
163	за собой	3	2
164	не могут	5	2
165	сама по	3	2
166	же как	3	2
167	что если	2	2
168	и есть	3	2
169	в этих	3	2
170	понятно что	3	2
171	так называемых	4	2
172	самое что	2	2
173	с этой	4	2
174	раньше чем	3	2
175	и обратно	4	2
176	как например	5	2
177	как уже	2	2
178	же это	2	2
179	можно сказать	3	2
180	и как	9	2
181	но все	3	2
182	это есть	2	2
183	имеет свою	2	2
184	но что	3	2
185	и той	2	2
186	в котором	4	2
187	и тем	5	2
188	на этой	3	2
189	после этого	2	2
190	могут быть	4	2
191	на том	3	2
192	от того	3	2
193	в их	11	2
194	и других	3	2
195	о языке	3	2
196	должно быть	2	2
197	не следует	2	2
198	в более	2	2
199	в применении	6	2
200	но если	3	2
201	говорить о	3	2
202	что каждая	2	2
203	что здесь	2	2
204	же самое	2	2
205	также и	16	2
206	но ведь	4	2
207	во всем	2	2
208	а также	3	2
209	в одном	4	2
210	видит в	4	2
211	или как	3	2
212	от этого	5	2
213	в известном	3	2
214	нисколько не	3	2
215	уже и	7	2
216	другого рода	2	2
217	как увидим	2	2
218	следует что	2	2
219	этом смысле	11	2
220	стороны и	3	2
221	именно в	8	2
222	представляет собой	12	2
223	с их	5	2
224	наряду с	2	2
225	том же	2	2
226	в его	10	2
227	языков в	3	2
228	речь идет	2	2
229	должен быть	4	2
230	что и	3	2
231	во всех	2	2
232	с ней	2	2
233	и тогда	3	2
234	как нечто	8	2
235	что же	3	2
236	и для	4	2
237	в течение	5	2
238	но с	4	2
239	вообще в	2	2
240	в силу	3	2
241	той же	4	2
242	другом месте	2	2
243	тем что	6	2
244	само по	3	2
245	в себе	4	2
246	в другом	3	2
247	на протяжении	2	2
248	и вообще	3	2
249	его к	2	2
