N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	33
2	то что	17	29
3	может быть	24	26
4	таким образом	19	24
5	в том	31	23
6	и в	27	23
7	в этом	34	23
8	и не	13	18
9	что в	11	17
10	при этом	3	15
11	только в	13	15
12	как и	5	14
13	в себе	4	14
14	то же	8	14
15	того что	12	14
16	так как	13	14
17	если бы	2	13
18	том что	26	12
19	а не	3	12
20	по себе	9	11
21	но и	5	11
22	не в	8	11
23	не может	13	11
24	что мы	2	10
25	по отношению	4	10
26	не только	21	10
27	тем что	6	10
28	мы можем	2	10
29	не есть	4	9
30	между тем	8	9
31	в своем	3	8
32	было бы	5	8
33	тогда когда	3	8
34	то это	3	8
35	отношению к	4	8
36	мы не	2	8
37	сказать что	5	8
38	о том	15	8
39	но в	10	8
40	с тем	6	7
41	по мере	4	7
42	что это	3	7
43	это не	8	7
44	в нем	13	7
45	что и	3	7
46	в силу	3	7
47	и что	4	7
48	вовсе не	6	7
49	и т	43	7
50	могут быть	4	7
51	мысли и	2	7
52	мы говорим	2	7
53	с этим	2	7
54	что такое	10	7
55	этого слова	2	7
56	что если	2	6
57	независимо от	3	6
58	для того	21	6
59	вместе с	6	6
60	того как	3	6
61	что не	5	6
62	когда мы	2	6
63	уже в	5	5
64	по крайней	4	5
65	так что	5	5
66	есть только	2	5
67	само по	3	5
68	хотя и	3	5
69	в его	10	5
70	как бы	5	5
71	к нему	2	5
72	крайней мере	4	5
73	этом случае	6	5
74	бы и	2	5
75	что же	3	5
76	все это	6	5
77	не менее	8	5
78	должно быть	2	5
79	внимание на	4	5
80	а в	5	5
81	во всяком	3	5
82	тем более	2	5
83	говорить о	3	5
84	и то	5	5
85	не имеет	4	5
86	на вопрос	6	4
87	что он	4	4
88	есть не	3	4
89	тем не	8	4
90	тогда как	2	4
91	до сих	5	4
92	на котором	2	4
93	можно сказать	3	4
94	только как	6	4
95	в одном	4	4
96	от того	3	4
97	в котором	4	4
98	и тем	5	4
99	между ними	2	4
100	сих пор	5	4
101	на основании	5	4
102	а именно	6	4
103	да и	4	4
104	только на	3	4
105	в истории	9	4
106	в той	7	4
107	того чтобы	21	4
108	хотя бы	5	4
109	так же	3	4
110	точки зрения	7	4
111	в данном	11	4
112	т п	5	4
113	в то	5	4
114	быть названо	4	4
115	же самое	2	4
116	если же	2	4
117	его в	6	4
118	мы имеем	3	4
119	и с	2	4
120	при помощи	2	3
121	до того	2	3
122	и есть	3	3
123	все более	3	3
124	никогда не	3	3
125	связи с	3	3
126	в этих	3	3
127	в них	4	3
128	так называемых	4	3
129	именно в	8	3
130	как искусство	2	3
131	же время	5	3
132	еще не	4	3
133	к тому	4	3
134	например в	2	3
135	в самом	12	3
136	в виду	4	3
137	всяком случае	3	3
138	в каждом	4	3
139	но уже	2	3
140	со стороны	12	3
141	только что	4	3
142	вообще и	3	3
143	языка и	12	3
144	связь между	4	3
145	т д	37	3
146	той же	4	3
147	в разных	5	3
148	все эти	3	3
149	и других	3	3
150	уже не	5	3
151	самом деле	6	3
152	которое в	2	3
153	и на	3	3
154	это есть	2	3
155	этот вопрос	4	3
156	и до	2	3
157	в которых	6	3
158	даже и	3	3
159	с точки	2	3
160	в первом	5	3
161	на нее	2	3
162	нашего времени	2	3
163	не существует	2	2
164	относящихся к	4	2
165	можно только	2	2
166	не могут	5	2
167	течением времени	6	2
168	иное как	5	2
169	состоит в	2	2
170	том же	2	2
171	и как	9	2
172	по признаку	2	2
173	и без	2	2
174	тому что	2	2
175	с другой	8	2
176	не как	3	2
177	из этих	5	2
178	точно так	2	2
179	языка в	4	2
180	представить себе	5	2
181	вопрос что	2	2
182	а как	3	2
183	вопрос о	8	2
184	значение и	2	2
185	в различных	2	2
186	отношение к	3	2
187	что может	3	2
188	в ее	11	2
189	как наука	2	2
190	у нас	2	2
191	чтобы понять	2	2
192	об этом	5	2
193	только о	2	2
194	чем в	3	2
195	что даже	2	2
196	по своему	5	2
197	уже и	7	2
198	что чем	2	2
199	есть и	4	2
200	чем больше	2	2
201	имеет свою	2	2
202	но что	3	2
203	не нужно	2	2
204	после того	2	2
205	не что	4	2
206	в сущности	3	2
207	обратить внимание	2	2
208	в ней	3	2
209	не вполне	4	2
210	этих случаях	2	2
211	с течением	6	2
212	и др	2	2
213	так или	4	2
214	как оно	3	2
215	один из	6	2
216	не с	2	2
217	об отношении	2	2
218	и это	6	2
219	на том	3	2
220	данном случае	5	2
221	что она	3	2
222	отношений между	3	2
223	как она	4	2
224	например что	2	2
225	и для	4	2
226	в течение	5	2
227	хотя в	2	2
228	дело не	3	2
229	как мы	9	2
230	именно на	2	2
231	из которых	2	2
232	на этот	4	2
233	и даже	5	2
234	о языке	3	2
235	и его	5	2
236	есть лишь	2	2
237	можно было	7	2
238	или иначе	4	2
239	виде в	2	2
240	в своих	2	2
241	не следует	2	2
242	в более	2	2
243	в виде	4	2
244	и при	2	2
245	что иное	4	2
246	и вообще	3	2
247	его к	2	2
248	и науки	2	2
249	быть и	2	2
250	а если	2	2
251	в области	4	2
252	ни к	2	2
