N	2gram	Tiupa_Narr_1	KulturaY
1	и в	19	23
2	не только	32	20
3	в том	18	19
4	в этом	17	18
5	и не	20	16
6	было бы	4	15
7	может быть	25	15
8	точки зрения	10	14
9	все эти	2	12
10	том что	14	11
11	в области	2	11
12	но в	6	11
13	что в	3	10
14	по себе	5	10
15	а не	12	10
16	в сущности	3	9
17	то что	11	9
18	самом деле	2	9
19	хотя бы	4	9
20	можно было	2	9
21	не может	10	9
22	с другой	8	8
23	прежде всего	4	8
24	не в	14	8
25	в качестве	21	8
26	уже не	5	8
27	с точки	2	8
28	языка и	2	8
29	что это	3	7
30	не менее	3	7
31	в силу	4	7
32	все же	7	7
33	но и	23	7
34	другой стороны	4	7
35	и с	4	7
36	это не	2	6
37	да и	4	6
38	в этой	5	6
39	но не	5	6
40	что не	4	6
41	тем не	3	6
42	то же	4	6
43	между тем	3	6
44	и на	3	6
45	что мы	2	6
46	должна быть	2	5
47	что он	6	5
48	по существу	2	5
49	еще не	7	5
50	несмотря на	2	5
51	в его	9	5
52	этого слова	2	5
53	один из	3	5
54	и тем	4	5
55	приводит к	2	5
56	как это	6	5
57	только в	4	5
58	мы имеем	2	5
59	отнюдь не	5	4
60	перед нами	4	4
61	можно сказать	5	4
62	к тому	7	4
63	что на	2	4
64	ни в	3	4
65	но все	4	4
66	в пределах	2	4
67	своего рода	12	4
68	или в	2	4
69	хотя и	3	4
70	как бы	4	4
71	в нем	4	4
72	со стороны	9	4
73	так же	2	4
74	в связи	2	4
75	не было	2	4
76	не имеет	2	4
77	в данном	5	4
78	в результате	2	4
79	сказать что	4	4
80	могут быть	3	4
81	говорить о	2	4
82	в то	3	4
83	в особенности	4	4
84	ничего не	2	4
85	так и	9	4
86	уже в	3	3
87	или иное	2	3
88	у него	4	3
89	точно так	2	3
90	же время	4	3
91	различие между	2	3
92	а также	7	3
93	же в	4	3
94	это и	3	3
95	совершенно не	2	3
96	связи с	4	3
97	в ней	3	3
98	он не	3	3
99	не все	5	3
100	как в	7	3
101	отличается от	4	3
102	как раз	2	3
103	в форме	5	3
104	этом отношении	3	3
105	именно в	6	3
106	те же	4	3
107	как мы	3	3
108	сводится к	3	3
109	из которых	4	3
110	то или	3	3
111	или иначе	3	3
112	а в	11	3
113	и его	5	3
114	тем что	3	3
115	есть в	2	3
116	здесь не	4	3
117	всего лишь	2	3
118	за собой	4	2
119	же как	3	2
120	себе не	2	2
121	в частности	14	2
122	никогда не	3	2
123	состоит в	13	2
124	что у	2	2
125	оно не	2	2
126	не как	2	2
127	и все	2	2
128	и до	2	2
129	одного из	4	2
130	не всегда	2	2
131	или иного	2	2
132	что они	3	2
133	конечном счете	2	2
134	утверждать что	2	2
135	и потому	2	2
136	только о	2	2
137	с одной	7	2
138	свою очередь	3	2
139	в свою	3	2
140	как будто	3	2
141	она не	2	2
142	при этом	9	2
143	что касается	2	2
144	того или	2	2
145	он уже	2	2
146	за рамки	2	2
147	в конечном	3	2
148	и даже	3	2
149	речь идет	4	2
150	так или	2	2
151	к нему	5	2
152	на том	3	2
153	данном случае	4	2
154	а именно	3	2
155	в своем	2	2
156	не на	2	2
157	в отличие	5	2
158	и для	2	2
159	как и	7	2
160	этой точки	2	2
161	и сейчас	2	2
162	в той	6	2
163	тем самым	6	2
164	роль в	2	2
165	нуждается в	5	2
166	будто бы	3	2
167	а если	2	2
168	отличие от	5	2
169	отношения к	2	2
170	не то	2	2
