N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	23	29
2	том что	9	27
3	в том	11	27
4	в этом	25	21
5	но и	11	19
6	что в	8	19
7	не только	13	19
8	о том	2	17
9	что он	10	13
10	в его	24	13
11	то что	18	11
12	все это	7	11
13	в которой	4	11
14	таким образом	11	10
15	в своем	8	9
16	так и	10	9
17	этом отношении	5	9
18	и не	34	9
19	как на	2	9
20	потому что	12	9
21	он не	4	9
22	как раз	4	8
23	но в	4	8
24	но все	4	7
25	в самом	8	7
26	в котором	2	7
27	я не	3	7
28	в своей	11	7
29	вместе с	2	7
30	тому что	2	7
31	для того	2	7
32	не столько	3	7
33	в одном	9	6
34	вовсе не	8	6
35	вопрос о	4	6
36	до сих	2	6
37	одним из	8	6
38	все же	5	6
39	того чтобы	4	6
40	и его	13	6
41	и на	10	6
42	прежде всего	7	5
43	была бы	2	5
44	в той	6	5
45	было бы	6	5
46	как бы	28	5
47	сих пор	2	5
48	а не	20	5
49	того что	2	5
50	между тем	5	5
51	точки зрения	21	5
52	а как	6	4
53	именно в	6	4
54	с другой	2	4
55	к этому	2	4
56	в романе	11	4
57	не в	6	4
58	для него	15	4
59	кроме того	3	4
60	и к	4	4
61	и о	3	4
62	в нем	20	4
63	ничего не	6	4
64	и с	4	4
65	своего времени	2	4
66	на вопрос	2	3
67	самого начала	3	3
68	вот что	2	3
69	в этих	2	3
70	но он	2	3
71	оно не	2	3
72	на себя	3	3
73	по себе	7	3
74	идет о	3	3
75	одном из	2	3
76	ни в	3	3
77	но это	5	3
78	как у	2	3
79	но не	8	3
80	сколько в	2	3
81	до конца	5	3
82	кажется что	3	3
83	например в	3	3
84	наконец в	2	3
85	никогда не	5	3
86	и даже	3	3
87	всяком случае	3	3
88	из них	2	3
89	другой стороны	2	3
90	самом деле	5	3
91	как в	6	3
92	в их	3	3
93	не было	3	3
94	тем что	3	3
95	с самого	2	3
96	на самом	4	3
97	и по	2	3
98	ни одного	2	3
99	хотя бы	2	3
100	так же	6	3
101	во всяком	4	3
102	он писал	3	3
103	и здесь	3	3
104	отношении к	2	3
105	в отношении	2	2
106	но они	4	2
107	с его	6	2
108	ни было	4	2
109	ему не	2	2
110	и другие	2	2
111	если бы	10	2
112	по этому	2	2
113	в них	3	2
114	в одной	4	2
115	для своего	2	2
116	в конце	5	2
117	в духе	3	2
118	не раз	2	2
119	как например	2	2
120	что было	3	2
121	что именно	2	2
122	выражение в	4	2
123	что и	5	2
124	его как	5	2
125	по существу	4	2
126	не потому	2	2
127	как и	8	2
128	то ни	3	2
129	и как	8	2
130	из его	3	2
131	должна была	4	2
132	в этой	4	2
133	него самого	3	2
134	в истории	2	2
135	в то	10	2
136	не дает	3	2
137	и сам	2	2
138	несмотря на	6	2
139	на его	2	2
140	может быть	21	2
141	никак не	2	2
142	и потому	3	2
143	даже в	2	2
144	сами по	3	2
145	только в	8	2
146	не могли	2	2
147	бы то	3	2
148	в процессе	4	2
149	со стороны	2	2
150	не на	3	2
151	не может	11	2
152	то же	10	2
153	все эти	8	2
154	при этом	3	2
155	там где	6	2
156	в отличие	2	2
157	они не	3	2
158	на этот	2	2
159	с точки	15	2
160	в данном	2	2
161	конечно и	4	2
162	в результате	4	2
163	сказать что	5	2
164	в себе	5	2
165	этот вопрос	2	2
166	в один	2	2
167	его в	4	2
168	как он	2	2
169	и это	5	2
170	так как	7	2
171	только с	2	2
172	отличие от	2	2
173	в области	3	2
174	это очень	3	2
