N	2gram	Vinokur_Vv_1	Problema
1	то что	17	38
2	и не	13	37
3	вовсе не	6	37
4	и в	27	35
5	не есть	4	33
6	сказать что	5	24
7	не только	21	24
8	том что	26	19
9	даже и	3	18
10	о том	15	18
11	может быть	24	18
12	у нас	2	18
13	что такое	10	18
14	в этом	34	17
15	но и	5	16
16	и вообще	3	16
17	такого рода	2	15
18	что мы	2	14
19	только в	13	14
20	не менее	8	13
21	и что	4	13
22	потому что	14	13
23	во всяком	3	13
24	не может	13	13
25	тем не	8	12
26	в том	31	12
27	того что	12	12
28	также и	16	12
29	хотя бы	5	12
30	что в	11	11
31	прежде всего	8	11
32	так что	5	11
33	не просто	4	11
34	и даже	5	11
35	всяком случае	3	10
36	и с	2	10
37	говорить о	3	10
38	тем более	2	10
39	еще не	4	10
40	да и	4	10
41	а не	3	10
42	в данном	11	10
43	и то	5	10
44	ничего не	2	10
45	в этой	3	9
46	что же	3	9
47	только на	3	9
48	только о	2	8
49	уже не	5	8
50	было бы	5	8
51	в виду	4	8
52	есть только	2	8
53	этого термина	2	8
54	значение и	2	8
55	ясно что	9	8
56	по себе	9	8
57	как раз	4	8
58	все же	8	8
59	при помощи	2	8
60	казалось бы	2	7
61	в конце	3	7
62	этом случае	6	7
63	совсем не	3	7
64	смысле слова	7	7
65	все эти	3	7
66	не имеет	4	7
67	в его	10	7
68	конце концов	2	7
69	бы и	2	7
70	так как	13	7
71	мы не	2	7
72	с другой	8	6
73	можно сказать	3	6
74	а только	8	6
75	о чем	4	6
76	так или	4	6
77	и т	43	6
78	а именно	6	6
79	т д	37	6
80	но как	2	6
81	в то	5	6
82	когда мы	2	6
83	не существует	2	6
84	по крайней	4	6
85	есть не	3	6
86	же самое	2	6
87	крайней мере	4	6
88	и для	4	6
89	или иначе	4	6
90	мы можем	2	6
91	в виде	4	6
92	но в	10	6
93	как будто	3	6
94	в области	4	6
95	в частности	3	5
96	и без	2	5
97	же это	2	5
98	в самом	12	5
99	данном случае	5	5
100	языка и	12	5
101	в связи	2	5
102	с этим	2	5
103	с одной	4	5
104	так же	3	5
105	и на	3	5
106	этом смысле	11	5
107	как и	5	5
108	связи с	3	5
109	по своему	5	5
110	но уже	2	5
111	то же	8	5
112	как мы	9	5
113	одной стороны	4	5
114	что не	5	5
115	другой стороны	5	5
116	можно было	7	5
117	в себе	4	5
118	будто бы	2	5
119	еще и	3	5
120	и это	6	5
121	не могут	5	4
122	сама по	3	4
123	не говоря	2	4
124	что если	2	4
125	и есть	3	4
126	в этих	3	4
127	в своем	3	4
128	в отношении	2	4
129	и как	9	4
130	в общем	12	4
131	и той	2	4
132	как бы	5	4
133	не вполне	4	4
134	говоря уже	2	4
135	и тем	5	4
136	значение в	2	4
137	что она	3	4
138	все это	6	4
139	мы говорим	2	4
140	таким образом	19	4
141	заключается в	4	4
142	а в	5	4
143	вообще не	3	4
144	в результате	3	4
145	именно как	3	4
146	но если	3	4
147	тем что	6	4
148	если бы	2	4
149	представить себе	5	4
150	что он	4	4
151	стороны и	3	4
152	но не	7	4
153	до сих	5	4
154	или вообще	5	4
155	гораздо более	3	4
156	нами не	2	4
157	сих пор	5	4
158	самом деле	6	4
159	уже в	5	3
160	он сам	3	3
161	тому что	2	3
162	из этих	5	3
163	точно так	2	3
164	вопрос о	8	3
165	язык как	3	3
166	к тому	4	3
167	несмотря на	2	3
168	хотя и	3	3
169	один из	6	3
170	то это	3	3
171	в целом	5	3
172	в их	11	3
173	для этого	3	3
174	при этом	3	3
175	этой области	3	3
176	о языке	3	3
177	в своих	2	3
178	иное как	5	3
179	языка в	4	3
180	что иное	4	3
181	в истории	9	3
182	о котором	8	3
183	но ведь	4	3
184	его в	6	3
185	с тем	6	3
186	уже и	7	3
187	по этому	2	3
188	тогда когда	3	3
189	не что	4	3
190	о которых	2	3
191	и того	2	3
192	одна из	2	3
193	не нужно	2	3
194	только как	6	3
195	на том	3	3
196	тех или	3	3
197	если же	2	3
198	внимание на	4	3
199	слова как	2	3
200	иной раз	2	3
201	в значительной	2	3
202	для того	21	3
203	это только	4	3
204	как о	4	3
205	будет в	2	2
206	о них	2	2
207	что может	3	2
208	но зато	2	2
209	в той	7	2
210	не в	8	2
211	только по	3	2
212	но все	3	2
213	оказалось что	2	2
214	независимо от	3	2
215	что с	3	2
216	в и	4	2
217	и сам	2	2
218	из которых	2	2
219	себе и	2	2
220	языка а	2	2
221	и др	2	2
222	себе что	3	2
223	к нему	2	2
224	на этой	3	2
225	ни с	2	2
226	вообще и	3	2
227	язык и	3	2
228	что оно	2	2
229	самое же	2	2
230	можно только	2	2
231	как такового	2	2
232	должно быть	2	2
233	как на	11	2
234	само по	3	2
235	каждый из	2	2
236	или как	3	2
237	в ней	3	2
238	мере в	4	2
239	точки зрения	7	2
240	по содержанию	2	2
241	только с	3	2
242	это в	2	2
243	в них	4	2
244	и представить	2	2
245	с понятием	3	2
246	об этом	5	2
247	учение о	2	2
248	языка как	2	2
249	и при	2	2
250	представляет собой	12	2
251	в тех	2	2
252	в качестве	7	2
253	а также	3	2
254	с историей	3	2
255	речь идет	2	2
256	что и	3	2
257	во всех	2	2
258	вместе с	6	2
259	быть и	2	2
260	мысли и	2	2
261	как нечто	8	2
262	входит в	2	2
263	этому поводу	2	2
264	одной и	2	2
265	в в	3	2
266	того чтобы	21	2
267	той же	4	2
268	то более	3	2
269	и ее	4	2
270	здесь не	2	2
271	идет речь	2	2
272	если это	2	2
