N	2gram	Losev_Prob_4	Vladivir
1	и в	20	30
2	то что	15	20
3	в этом	9	20
4	в том	20	18
5	и не	28	18
6	и с	7	14
7	что он	8	13
8	в конце	2	13
9	том что	12	12
10	что в	3	12
11	там же	2	12
12	не только	24	12
13	в его	3	11
14	а в	4	11
15	как мы	3	11
16	сказать что	7	11
17	а также	6	10
18	и вообще	6	10
19	и даже	9	10
20	не было	3	10
21	не в	13	9
22	для него	3	9
23	кроме того	4	9
24	было бы	14	9
25	все же	2	9
26	потому что	15	9
27	не может	5	9
28	в то	4	9
29	связи с	3	8
30	в своем	3	8
31	вместе с	5	8
32	но и	14	8
33	в связи	3	8
34	но в	8	8
35	не менее	10	7
36	точки зрения	14	7
37	и все	8	7
38	ни в	17	7
39	может быть	9	7
40	между прочим	3	7
41	для нас	6	7
42	а не	7	7
43	как это	3	7
44	то есть	27	7
45	еще и	3	6
46	хотя и	5	6
47	прежде всего	11	6
48	и к	3	6
49	об этом	6	6
50	тем не	10	6
51	он был	3	6
52	у нас	14	6
53	то время	2	6
54	только в	23	6
55	всяком случае	4	6
56	во всяком	8	6
57	в себе	12	6
58	жизни и	5	6
59	а именно	2	6
60	всякого рода	3	6
61	и его	10	6
62	также и	13	6
63	и то	2	5
64	по себе	11	5
65	как и	6	5
66	так что	6	5
67	то в	2	5
68	при этом	6	5
69	того же	2	5
70	тот же	2	5
71	в своей	4	5
72	как бы	4	5
73	в котором	2	5
74	для себя	2	5
75	другими словами	3	5
76	так и	10	5
77	все это	9	5
78	с этим	4	5
79	необходимо сказать	3	5
80	и что	2	5
81	в результате	8	5
82	все эти	16	5
83	так как	5	5
84	с ним	4	5
85	из этого	3	5
86	содержит в	8	4
87	с его	2	4
88	именно в	7	4
89	в это	2	4
90	вовсе не	21	4
91	его в	2	4
92	можно сказать	5	4
93	что его	4	4
94	в этой	4	4
95	и если	5	4
96	что это	2	4
97	на его	2	4
98	конечно не	3	4
99	несмотря на	4	4
100	не очень	2	4
101	и о	5	4
102	в ней	7	4
103	он не	2	4
104	в нем	5	4
105	то это	3	4
106	не есть	12	4
107	крайней мере	6	4
108	в этих	5	4
109	то же	7	4
110	и наконец	4	4
111	и он	2	4
112	так же	5	4
113	и на	3	4
114	но это	6	4
115	в начале	3	4
116	мы должны	3	4
117	о том	5	4
118	здесь не	7	4
119	мы читаем	2	4
120	в которой	2	4
121	по крайней	6	4
122	это было	2	4
123	учение о	3	3
124	уже в	4	3
125	всех этих	6	3
126	в них	5	3
127	в отношении	4	3
128	хотя бы	7	3
129	едва ли	10	3
130	точно так	3	3
131	что и	3	3
132	да и	5	3
133	и как	3	3
134	тем более	4	3
135	более или	2	3
136	но не	5	3
137	нас выше	3	3
138	в данном	6	3
139	и для	4	3
140	вплоть до	3	3
141	никак не	4	3
142	еще более	2	3
143	с точки	11	3
144	сказать о	3	3
145	во всех	4	3
146	нам кажется	2	3
147	или менее	2	3
148	как в	5	3
149	таким образом	8	3
150	само собой	3	3
151	только и	5	3
152	а это	3	3
153	здесь мы	3	3
154	и больше	2	3
155	уже не	5	3
156	и вполне	5	3
157	в таком	6	3
158	в виде	22	3
159	даже и	13	3
160	к ней	2	3
161	не говоря	3	3
162	и это	2	3
163	дело в	2	3
164	нет ничего	3	3
165	мы сейчас	3	3
166	когда мы	5	3
167	в области	3	3
168	учения о	2	3
169	не могли	2	3
170	не то	2	3
171	к нему	3	2
172	в самых	3	2
173	этого не	2	2
174	с тем	4	2
175	казалось бы	3	2
176	уже и	3	2
177	и есть	4	2
178	но по	2	2
179	очень много	2	2
180	однако в	2	2
181	у достоевского	4	2
182	со своей	2	2
183	жизни в	2	2
184	это не	7	2
185	правда в	3	2
186	и от	6	2
187	себе в	3	2
188	если не	3	2
189	на все	2	2
190	меня в	2	2
191	здесь в	5	2
192	мужа и	2	2
193	к тому	3	2
194	от всякой	2	2
195	уже давно	4	2
196	ему в	2	2
197	и можно	5	2
198	же в	4	2
199	без всякого	4	2
200	друг друга	2	2
201	в стихотворении	2	2
202	по своему	6	2
203	а то	2	2
204	и может	2	2
205	кажется что	2	2
206	себе и	3	2
207	такого рода	7	2
208	в самом	2	2
209	нам представляется	2	2
210	в частности	2	2
211	том чтобы	2	2
212	ни с	4	2
213	некоторого рода	2	2
214	же и	3	2
215	и потому	7	2
216	не вполне	2	2
217	для того	3	2
218	в виду	6	2
219	время как	2	2
220	будто бы	2	2
221	был в	2	2
222	говоря уже	2	2
223	в петербурге	2	2
224	не имеет	4	2
225	себя в	2	2
226	отчет в	4	2
227	можно назвать	2	2
228	с ней	2	2
229	данном случае	5	2
230	есть нечто	9	2
231	на земле	2	2
232	и притом	2	2
233	от нас	2	2
234	но все	3	2
235	мы находим	2	2
236	в той	8	2
237	заключается в	2	2
238	того чтобы	2	2
239	что не	4	2
240	и очень	5	2
241	в чем	2	2
242	и по	2	2
243	в сравнении	2	2
244	и прежде	2	2
245	которое в	2	2
246	можно было	4	2
247	приходит к	2	2
248	это значит	10	2
249	сам по	6	2
250	и во	4	2
251	тут же	3	2
252	к его	3	2
253	как будто	11	2
254	или по	2	2
255	о понятии	2	2
256	мы не	7	2
