N	2gram	Vinokur_St_1	Analitik
1	в качестве	4	31
2	может быть	15	29
3	в том	36	27
4	не может	8	22
5	и не	16	21
6	в частности	4	19
7	и в	44	18
8	а не	16	17
9	но и	10	17
10	не только	18	15
11	не в	12	14
12	как и	9	13
13	в его	9	13
14	в этом	21	13
15	текста в	5	12
16	том что	29	12
17	при этом	2	12
18	произведения в	2	11
19	в себе	2	11
20	то есть	2	11
21	но не	3	10
22	то же	5	9
23	а в	17	9
24	в то	9	9
25	в той	6	8
26	но в	10	8
27	этого слова	2	7
28	тем самым	2	7
29	это не	8	6
30	прежде всего	7	6
31	же время	4	6
32	в самом	7	6
33	в сущности	2	6
34	в случае	2	6
35	должен быть	3	6
36	то что	18	6
37	в своей	6	6
38	по отношению	3	6
39	в основе	3	6
40	точки зрения	11	6
41	по своей	2	6
42	только в	10	6
43	мы имеем	2	6
44	в этой	11	5
45	что в	30	5
46	такого рода	2	5
47	как бы	4	5
48	отношению к	3	5
49	в целом	5	5
50	в тексте	12	5
51	лишь в	3	5
52	и его	8	5
53	между тем	3	5
54	о том	17	5
55	на вопрос	4	4
56	того что	9	4
57	и более	2	4
58	истории литературы	2	4
59	могут быть	5	4
60	столь же	4	4
61	с другой	9	4
62	не всегда	2	4
63	ни в	3	4
64	того же	3	4
65	имеем дело	2	4
66	для того	10	4
67	в области	14	4
68	все же	8	4
69	так и	9	4
70	дело с	2	4
71	именно в	6	4
72	из того	2	4
73	более чем	2	4
74	с точки	8	4
75	в другом	3	4
76	как правило	2	4
77	том числе	2	3
78	хотя бы	6	3
79	и все	2	3
80	или иного	4	3
81	в нем	5	3
82	что он	10	3
83	всякий раз	2	3
84	и т	30	3
85	еще не	3	3
86	одной стороны	2	3
87	что не	3	3
88	никто не	4	3
89	он не	2	3
90	в котором	5	3
91	если в	2	3
92	даже в	3	3
93	дело не	4	3
94	что и	6	3
95	ни с	3	3
96	а именно	3	3
97	таким образом	7	3
98	а с	3	3
99	с одной	3	3
100	того чтобы	11	3
101	того или	4	3
102	к нему	2	3
103	что как	2	3
104	в таком	3	3
105	мере в	2	3
106	т п	9	3
107	как будто	4	3
108	что мы	5	3
109	вопроса о	3	3
110	в равной	2	3
111	будто бы	3	3
112	а также	2	3
113	если бы	9	3
114	своего рода	3	3
115	и то	5	2
116	не являются	3	2
117	оказывается в	2	2
118	никогда не	5	2
119	все эти	5	2
120	для научного	2	2
121	для этого	2	2
122	в какой	3	2
123	не является	3	2
124	из этих	6	2
125	была бы	5	2
126	представляет собою	2	2
127	вовсе не	19	2
128	вопрос о	4	2
129	а как	2	2
130	пушкина как	6	2
131	в начале	3	2
132	то в	3	2
133	и потому	2	2
134	такой же	5	2
135	и сам	2	2
136	отношение к	2	2
137	для него	6	2
138	случае не	2	2
139	было бы	17	2
140	несмотря на	2	2
141	за пределы	2	2
142	свое время	2	2
143	совпадает с	2	2
144	в свое	2	2
145	не все	3	2
146	из них	8	2
147	данном случае	6	2
148	со стороны	6	2
149	что же	6	2
150	и тогда	2	2
151	другой стороны	7	2
152	как к	3	2
153	бы не	2	2
154	отношения к	2	2
155	той же	5	2
156	этом отношении	7	2
157	в двух	3	2
158	на самом	6	2
159	самом деле	11	2
160	свидетельствует о	2	2
161	и по	5	2
162	также и	9	2
163	культуры в	3	2
164	тем более	4	2
165	для себя	3	2
166	в данном	14	2
167	при помощи	2	2
168	в первом	2	2
169	которые в	2	2
170	так как	5	2
171	думать что	2	2
172	потому что	6	2
173	в которой	4	2
174	в сознании	2	2
175	и с	3	2
176	в новом	4	2
177	перед собой	2	2
