N	2gram	Vygotskiy__5	Problema
1	и не	12	28
2	не только	16	24
3	только в	10	23
4	вовсе не	2	21
5	в том	18	20
6	и в	16	20
7	все эти	4	16
8	то что	26	15
9	потому что	21	15
10	у нас	2	14
11	было бы	10	14
12	но и	6	14
13	точки зрения	18	14
14	не в	6	13
15	не есть	4	12
16	том что	15	12
17	прежде всего	3	11
18	по себе	7	11
19	с точки	9	11
20	как будто	2	11
21	не менее	3	10
22	в качестве	4	10
23	не является	5	10
24	так и	7	10
25	и его	3	10
26	это значит	5	10
27	может быть	9	9
28	все это	2	9
29	и даже	2	9
30	в этом	25	9
31	если бы	8	8
32	что он	25	8
33	таким образом	19	8
34	в той	6	8
35	в результате	4	8
36	во всяком	2	8
37	но в	6	8
38	значит что	5	8
39	с другой	4	7
40	это не	4	7
41	еще не	4	7
42	мы не	3	7
43	и потому	2	7
44	и тем	3	7
45	то же	8	7
46	именно в	4	7
47	а не	10	7
48	сказать что	13	7
49	и с	3	7
50	в ней	2	7
51	хотя бы	5	7
52	и от	2	6
53	а только	4	6
54	так что	4	6
55	как и	8	6
56	но это	3	6
57	есть не	2	6
58	по своему	3	6
59	при этом	4	6
60	но если	6	6
61	в виду	2	6
62	другой стороны	2	6
63	же самое	4	6
64	но не	10	5
65	в нем	7	5
66	в смысле	3	5
67	можно сказать	5	5
68	жизни и	2	5
69	вместе с	4	5
70	как в	5	5
71	так же	15	5
72	то и	2	5
73	не может	18	5
74	в них	2	5
75	так как	16	5
76	если мы	7	5
77	в этих	3	5
78	ничего общего	3	5
79	о том	8	5
80	с тем	3	4
81	и есть	7	4
82	в отношении	9	4
83	в какой	6	4
84	в одном	3	4
85	это и	3	4
86	в этой	6	4
87	тем самым	8	4
88	указывает на	2	4
89	только не	3	4
90	одной из	3	4
91	в своей	2	4
92	никак не	3	4
93	что она	2	4
94	как бы	5	4
95	тем более	4	4
96	не имеет	4	4
97	же в	2	4
98	во всех	2	4
99	с этим	3	4
100	а в	3	4
101	можно было	5	4
102	в то	5	4
103	с ним	5	4
104	к тому	6	3
105	и более	3	3
106	казалось бы	4	3
107	вообще не	4	3
108	в жизни	2	3
109	ни на	2	3
110	и к	2	3
111	является для	2	3
112	как мы	10	3
113	для него	5	3
114	и как	3	3
115	но все	2	3
116	это есть	4	3
117	связи с	3	3
118	в истории	2	3
119	учение о	2	3
120	сознания и	2	3
121	совершенно не	2	3
122	и является	3	3
123	в его	11	3
124	только к	2	3
125	только для	2	3
126	то это	2	3
127	что и	3	3
128	в зависимости	2	3
129	что в	16	3
130	в своем	5	3
131	еще и	3	3
132	все равно	2	3
133	самом деле	3	3
134	и другое	4	3
135	для того	14	3
136	из которых	3	3
137	что мы	4	3
138	к нему	3	3
139	в самых	4	3
140	понятия и	2	3
141	и на	6	3
142	тем что	5	3
143	из них	2	3
144	к его	3	3
145	но как	3	3
146	в другом	6	3
147	мы должны	8	3
148	зависимости от	2	3
149	как это	8	3
150	из этого	2	3
151	в области	12	3
152	мы можем	6	3
153	в известном	8	2
154	в меру	4	2
155	но они	2	2
156	одному этому	3	2
157	до того	2	2
158	научного понятия	5	2
159	для его	2	2
160	в частности	3	2
161	между собой	13	2
162	в корне	2	2
163	столь же	2	2
164	на все	5	2
165	стороны и	2	2
166	сама по	4	2
167	тому же	2	2
168	находятся в	2	2
169	то в	3	2
170	является не	2	2
171	что они	5	2
172	заключается в	5	2
173	то время	4	2
174	по одному	4	2
175	в пределах	4	2
176	тот же	5	2
177	говорит что	5	2
178	и может	3	2
179	со всеми	2	2
180	том как	2	2
181	этот путь	2	2
182	на его	2	2
183	в самом	4	2
184	общего с	2	2
185	за пределы	4	2
186	как показывает	4	2
187	он не	8	2
188	время как	4	2
189	никто не	2	2
190	в котором	2	2
191	только один	2	2
192	нам кажется	2	2
193	все же	3	2
194	показывает исследование	2	2
195	говорит о	3	2
196	если он	2	2
197	но только	2	2
198	только на	2	2
199	в совершенно	2	2
200	уже по	4	2
201	совершенно ясно	2	2
202	и что	12	2
203	того чтобы	17	2
204	только что	5	2
205	и по	4	2
206	научное понятие	2	2
207	понять как	2	2
208	как они	3	2
209	научные понятия	13	2
210	функции в	3	2
211	приходит к	3	2
212	говорить о	3	2
213	и то	4	2
214	во всем	2	2
215	мы его	4	2
216	но этот	2	2
217	его в	2	2
218	в чем	3	2
219	в которой	5	2
220	того же	7	2
221	учения о	2	2
222	не то	4	2
223	это будет	2	2
224	еще более	5	2
