N	2gram	Potebnia_M_2	Problema
1	и в	24	44
2	вовсе не	9	37
3	и не	19	35
4	не есть	6	35
5	то есть	30	34
6	может быть	23	28
7	потому что	49	25
8	по себе	15	25
9	то что	20	23
10	в том	18	21
11	только в	11	19
12	а не	18	18
13	в этом	8	17
14	для нас	31	16
15	сказать что	2	16
16	даже и	2	16
17	если мы	3	16
18	когда мы	2	15
19	не только	15	14
20	и то	3	14
21	не в	13	13
22	и т	6	13
23	т д	3	13
24	то же	12	13
25	так что	10	12
26	но в	4	12
27	том что	8	12
28	не менее	5	10
29	то это	3	10
30	но и	9	10
31	у нас	2	10
32	как и	7	10
33	тем не	6	10
34	так и	5	10
35	это не	3	9
36	и от	3	9
37	и тем	3	9
38	в нем	9	9
39	не имеет	6	9
40	как бы	9	9
41	так как	10	9
42	что он	4	9
43	в то	6	9
44	в его	2	9
45	что и	11	9
46	во всяком	7	9
47	и это	2	9
48	таким образом	11	9
49	сама по	2	8
50	что в	16	8
51	есть нечто	3	8
52	того что	7	8
53	что мы	11	8
54	но это	3	8
55	было бы	13	8
56	в себе	10	8
57	связи с	6	8
58	и вообще	3	8
59	с другой	6	7
60	не может	12	7
61	в связи	2	7
62	уже не	4	7
63	все эти	2	7
64	мы находим	2	7
65	и что	4	7
66	мы должны	2	7
67	с ним	5	7
68	указывает на	2	7
69	и потому	2	7
70	на самом	2	7
71	мы не	11	7
72	никогда не	4	6
73	и если	4	6
74	но если	2	6
75	всяком случае	7	6
76	в целом	3	6
77	и только	6	6
78	но только	2	6
79	сами по	7	6
80	о том	5	6
81	все же	5	6
82	мы можем	12	6
83	сам по	4	6
84	не было	6	5
85	в нашем	2	5
86	а только	8	5
87	крайней мере	5	5
88	что они	5	5
89	с тем	4	5
90	и есть	2	5
91	хотя и	3	5
92	в ней	3	5
93	другой стороны	2	5
94	все это	2	5
95	то и	9	5
96	а в	8	5
97	и здесь	2	5
98	по крайней	5	5
99	значение и	2	5
100	есть не	5	5
101	в таком	4	5
102	еще не	4	5
103	за пределы	2	5
104	как в	10	5
105	так же	2	5
106	тем самым	4	5
107	и его	2	5
108	этого слова	6	5
109	которое мы	3	5
110	но даже	3	4
111	тому что	2	4
112	при этом	13	4
113	не имеют	2	4
114	и притом	3	4
115	время как	4	4
116	ни с	2	4
117	языка и	3	4
118	есть только	6	4
119	могли бы	2	4
120	это будет	3	4
121	таком случае	2	4
122	то время	4	4
123	мы выше	2	4
124	мы в	3	4
125	в чем	7	4
126	или в	2	4
127	нас в	2	4
128	тем что	7	4
129	в каком	3	4
130	или по	2	4
131	мы говорим	3	4
132	уже в	5	3
133	что это	3	3
134	из себя	2	3
135	что у	2	3
136	точно так	9	3
137	прежде всего	7	3
138	на то	5	3
139	ни было	3	3
140	и как	6	3
141	но все	2	3
142	для него	10	3
143	в самом	4	3
144	которые мы	3	3
145	отношения к	2	3
146	не так	3	3
147	что для	3	3
148	его в	3	3
149	том смысле	4	3
150	бы быть	3	3
151	а это	2	3
152	если бы	11	3
153	само по	2	3
154	выражается в	2	3
155	о которых	3	3
156	же в	5	3
157	но не	12	3
158	а то	2	3
159	одно и	2	3
160	общего с	2	3
161	если не	4	3
162	и все	3	3
163	с первого	2	3
164	самом деле	2	3
165	и тогда	3	3
166	что такое	2	3
167	хотя бы	2	3
168	с другими	5	3
169	указания на	4	3
170	как оно	2	3
171	слова и	3	3
172	есть в	2	3
173	нам на	3	2
174	с чем	3	2
175	время и	2	2
176	в этих	3	2
177	того же	14	2
178	не столько	2	2
179	что все	2	2
180	всех этих	2	2
181	до сих	4	2
182	такого же	2	2
183	совсем не	2	2
184	но что	2	2
185	в нашей	2	2
186	по поводу	6	2
187	от себя	2	2
188	между собою	7	2
189	и следовательно	2	2
190	тем же	3	2
191	когда это	2	2
192	в котором	4	2
193	остается только	2	2
194	из них	5	2
195	для самого	4	2
196	от того	5	2
197	с одной	4	2
198	что оно	4	2
199	отличное от	2	2
200	и по	2	2
201	друг друга	2	2
202	его не	3	2
203	как на	3	2
204	что слово	2	2
205	к другой	2	2
206	с этим	7	2
207	не знали	2	2
208	с которыми	2	2
209	бы в	2	2
210	как это	2	2
211	том как	3	2
212	в самой	3	2
213	на нас	3	2
214	и во	3	2
215	и образ	2	2
216	с нею	2	2
217	только потому	2	2
218	а к	2	2
219	и при	3	2
220	не полное	2	2
221	от него	4	2
222	и может	3	2
223	с теми	2	2
224	между прочим	4	2
225	во всех	7	2
226	в слове	13	2
227	себе не	4	2
228	для нее	2	2
229	вместе с	11	2
230	в природе	5	2
231	сих пор	4	2
232	нам не	2	2
233	только что	3	2
234	только тогда	3	2
235	а с	2	2
236	и сами	4	2
237	мертвых душ	5	2
238	и у	3	2
239	и для	3	2
240	в сравнении	2	2
241	у человека	2	2
242	сравнении с	2	2
243	ничем не	2	2
244	могут быть	8	2
245	не то	2	2
246	слова а	3	2
247	в другом	2	2
248	в которой	5	2
249	это было	2	2
