N	2gram	Tiupa_Disk_2	Myslijsy
1	потому что	4	52
2	то есть	12	42
3	и в	16	39
4	в языке	2	33
5	может быть	16	27
6	в том	8	26
7	только в	3	25
8	что в	5	22
9	не может	9	22
10	а не	14	21
11	не только	10	21
12	в нем	7	20
13	но и	11	20
14	и не	15	18
15	том что	10	16
16	не в	3	15
17	в этом	16	15
18	отношению к	4	13
19	так и	9	13
20	по отношению	4	13
21	в себе	19	13
22	то что	5	10
23	как в	8	10
24	могут быть	3	9
25	как и	16	9
26	там же	2	9
27	но в	11	9
28	в одном	4	8
29	но не	7	8
30	вместе с	2	8
31	со стороны	10	8
32	точки зрения	4	8
33	с другой	5	7
34	должно быть	2	7
35	в ней	2	7
36	это не	3	7
37	в этих	3	7
38	не менее	7	6
39	и как	3	6
40	еще не	6	6
41	что на	2	6
42	как бы	4	6
43	что и	2	6
44	все же	6	6
45	то же	6	6
46	при этом	17	6
47	но это	3	5
48	в его	3	5
49	другой стороны	2	5
50	а в	2	5
51	и для	2	5
52	и его	3	5
53	не следует	3	5
54	между тем	2	5
55	никогда не	2	4
56	тем самым	6	4
57	прежде всего	7	4
58	не более	2	4
59	же время	5	4
60	для него	5	4
61	в своих	6	4
62	не было	3	4
63	тому как	2	4
64	из этих	3	4
65	в то	5	4
66	в них	3	3
67	столь же	3	3
68	и это	2	3
69	бытия и	2	3
70	в этой	4	3
71	в своем	5	3
72	того же	2	3
73	одной стороны	4	3
74	в своей	6	3
75	для себя	2	3
76	в мире	11	3
77	что как	2	3
78	с одной	4	3
79	но при	2	3
80	как на	3	3
81	той же	2	3
82	должна быть	2	3
83	и то	4	3
84	одно из	4	3
85	он не	3	3
86	подобно тому	2	3
87	с точки	2	3
88	и все	3	3
89	и с	2	3
90	в полном	2	2
91	в утверждении	2	2
92	одного и	3	2
93	одного из	4	2
94	стороны и	2	2
95	жизни и	3	2
96	уже не	3	2
97	и может	3	2
98	мысль о	3	2
99	с ее	2	2
100	но уже	2	2
101	в целом	2	2
102	слова не	2	2
103	проявляется в	3	2
104	заключает в	2	2
105	что же	2	2
106	тогда как	11	2
107	при котором	2	2
108	времени и	2	2
109	и того	3	2
110	как будто	3	2
111	о том	4	2
112	дело в	2	2
113	есть в	2	2
