N	2gram	Losev_Prob_5	Myshleni
1	в том	12	33
2	том что	17	27
3	точки зрения	10	26
4	то что	18	20
5	в этом	17	19
6	с точки	8	18
7	того что	3	17
8	и в	30	15
9	не только	18	15
10	что в	5	14
11	таким образом	13	14
12	и речи	2	13
13	что он	7	12
14	того чтобы	2	12
15	в самом	5	11
16	но и	13	10
17	было бы	4	10
18	для того	3	10
19	мы не	2	10
20	мы можем	5	10
21	в своем	11	9
22	может быть	7	9
23	не может	5	9
24	о том	12	9
25	связи с	7	9
26	так и	7	8
27	никогда не	7	8
28	не в	7	8
29	и что	6	8
30	к тому	2	7
31	одной стороны	3	7
32	с одной	3	7
33	и не	12	7
34	потому что	13	7
35	как бы	6	7
36	по себе	2	7
37	тот же	3	7
38	он не	3	7
39	во всяком	2	7
40	едва ли	4	7
41	в частности	4	6
42	в отношении	3	6
43	как мы	2	6
44	в этой	10	6
45	в виду	3	6
46	на то	2	6
47	по отношению	2	6
48	в связи	7	6
49	мы находим	7	6
50	с другой	6	6
51	сказать что	9	6
52	но в	9	6
53	по этому	2	6
54	вовсе не	8	6
55	и к	4	6
56	как и	7	6
57	по своей	2	6
58	вместе с	7	6
59	самом деле	2	6
60	всяком случае	2	6
61	это не	2	5
62	уже в	2	5
63	представление о	2	5
64	смысле слова	3	5
65	и их	5	5
66	с помощью	2	5
67	и даже	14	5
68	тогда когда	4	5
69	по существу	2	5
70	все что	2	5
71	отношению к	2	5
72	то же	2	5
73	можно было	2	5
74	прежде всего	6	4
75	для нас	10	4
76	по поводу	2	4
77	несмотря на	6	4
78	который в	9	4
79	в них	2	4
80	так же	5	4
81	а в	6	4
82	и с	5	4
83	в начале	3	4
84	при помощи	6	4
85	так как	6	4
86	к этому	2	4
87	все же	9	4
88	со всей	2	4
89	в качестве	4	4
90	в своей	22	4
91	как в	2	4
92	что его	3	4
93	как раз	5	4
94	того как	5	4
95	а с	4	4
96	хотя бы	2	4
97	и его	6	4
98	только в	9	4
99	в которой	5	4
100	том числе	2	3
101	только для	2	3
102	он сам	3	3
103	все время	3	3
104	мы будем	2	3
105	что у	5	3
106	человека и	4	3
107	что именно	2	3
108	об этом	4	3
109	что они	3	3
110	и сам	4	3
111	и человека	2	3
112	при этом	4	3
113	бы с	2	3
114	из них	2	3
115	и до	2	3
116	данном случае	2	3
117	и только	2	3
118	все эти	2	3
119	в самой	3	3
120	они не	2	3
121	в результате	7	3
122	с ним	3	3
123	мы имеем	2	3
124	и все	9	3
125	но не	7	3
126	того же	4	3
127	он говорит	2	3
128	в заключение	2	3
129	для себя	5	3
130	из тех	2	3
131	когда он	2	3
132	этому поводу	2	3
133	а не	5	3
134	или в	4	3
135	в данном	2	3
136	он в	3	3
137	ничего не	2	3
138	в противоположность	3	2
139	не могут	2	2
140	с этой	2	2
141	можно сказать	6	2
142	ни в	4	2
143	и как	6	2
144	но все	4	2
145	и более	2	2
146	и другое	3	2
147	только тогда	3	2
148	с такой	2	2
149	образом как	2	2
150	за то	2	2
151	и самого	3	2
152	в котором	2	2
153	и тем	3	2
154	в первой	2	2
155	до всякого	2	2
156	в других	3	2
157	но для	2	2
158	что здесь	2	2
159	также и	12	2
160	мира и	2	2
161	а также	3	2
162	больше чем	2	2
163	в одном	3	2
164	видит в	3	2
165	от этого	3	2
166	нисколько не	5	2
167	уже и	2	2
168	у него	11	2
169	отнюдь не	4	2
170	этом смысле	3	2
171	именно в	3	2
172	из всех	2	2
173	указывает на	3	2
174	и другой	2	2
175	наряду с	2	2
176	в его	12	2
177	что и	6	2
178	ее в	2	2
179	раз в	2	2
180	без всякого	2	2
181	и тогда	2	2
182	и для	6	2
183	или к	2	2
184	в силу	5	2
185	нас в	4	2
186	тем что	2	2
187	в себе	4	2
188	в другом	3	2
189	и вообще	9	2
190	не то	2	2
