N	2gram	Propp_Russ_1	StatiiOP
1	и в	36	25
2	в этом	12	24
3	в том	17	20
4	что в	19	19
5	может быть	8	19
6	тем что	4	19
7	что это	3	16
8	том что	19	15
9	и пр	2	13
10	в г	4	12
11	в его	2	12
12	то что	6	12
13	не только	22	12
14	в этих	3	11
15	так что	2	11
16	таким образом	6	10
17	и не	6	10
18	у него	2	9
19	но и	16	9
20	и т	10	8
21	все это	6	8
22	как например	3	8
23	т е	17	8
24	в своих	2	8
25	о том	8	8
26	это не	10	7
27	с этим	2	7
28	не может	4	7
29	точки зрения	3	7
30	из этих	4	6
31	только в	4	6
32	а а	25	6
33	как бы	5	6
34	как в	5	6
35	а в	9	6
36	и на	10	6
37	г в	4	6
38	в россии	4	6
39	в области	3	6
40	между тем	7	6
41	то же	3	5
42	независимо от	2	5
43	в них	6	5
44	потому что	10	5
45	об этом	9	5
46	в году	2	5
47	а не	2	5
48	того что	4	5
49	так и	7	5
50	мы имеем	4	5
51	но в	2	5
52	с тем	8	4
53	состоит в	8	4
54	и др	4	4
55	в жизни	2	4
56	в каждом	2	4
57	у нас	8	4
58	как и	10	4
59	мы видим	2	4
60	но это	4	4
61	должна была	2	4
62	в качестве	3	4
63	например в	2	4
64	и к	3	4
65	в ней	2	4
66	к ней	2	4
67	а также	3	4
68	в целом	2	4
69	в особенности	2	4
70	не было	2	4
71	в течение	5	4
72	с точки	3	4
73	и для	2	4
74	и с	2	4
75	все же	5	4
76	ничего не	3	4
77	и более	2	3
78	тому что	4	3
79	в какой	2	3
80	во время	14	3
81	к этому	4	3
82	показывает что	5	3
83	и здесь	2	3
84	всех этих	2	3
85	его как	2	3
86	он был	2	3
87	и что	4	3
88	на этом	3	3
89	до конца	2	3
90	несмотря на	3	3
91	между прочим	2	3
92	сцены из	2	3
93	все эти	2	3
94	своего рода	3	3
95	в некоторых	4	3
96	по этому	3	3
97	в их	4	3
98	в связи	4	3
99	что этот	4	3
100	в в	2	3
101	уже не	6	3
102	в виде	6	3
103	связи с	4	3
104	так как	15	3
105	что по	4	3
106	а с	4	2
107	не менее	3	2
108	себя и	2	2
109	для этого	2	2
110	и у	5	2
111	что у	2	2
112	но они	3	2
113	которого в	2	2
114	его к	2	2
115	что именно	2	2
116	от них	3	2
117	к тому	4	2
118	как мы	10	2
119	такое же	2	2
120	но все	3	2
121	такой же	2	2
122	что они	7	2
123	но не	2	2
124	в свою	3	2
125	в летописях	2	2
126	еще не	4	2
127	в это	3	2
128	к слову	2	2
129	во всех	4	2
130	одна из	4	2
131	нас к	2	2
132	не совсем	4	2
133	на что	2	2
134	если в	3	2
135	года в	2	2
136	один из	8	2
137	как можно	2	2
138	тем не	3	2
139	вместе с	10	2
140	нас не	2	2
141	не на	2	2
142	этому поводу	2	2
143	т д	9	2
144	начиная с	3	2
145	к материалу	2	2
146	и других	7	2
147	не просто	2	2
148	и по	8	2
149	во многих	5	2
150	мы не	6	2
151	или в	2	2
152	в которых	5	2
153	но есть	2	2
154	одно из	5	2
155	могут быть	2	2
156	в русском	4	2
157	этого слова	3	2
158	не имеет	6	2
159	то есть	3	2
