N	2gram	Voloshinov_1	Problema
1	то есть	4	39
2	то что	8	38
3	и не	14	37
4	вовсе не	2	37
5	и в	38	35
6	сказать что	3	24
7	не только	27	24
8	знак и	2	21
9	том что	3	19
10	даже и	2	18
11	о том	4	18
12	может быть	13	18
13	у нас	4	18
14	что такое	4	18
15	в этом	10	17
16	но и	13	16
17	и вообще	2	16
18	что мы	11	14
19	только в	6	14
20	потому что	5	13
21	не может	12	13
22	в том	2	12
23	того что	4	12
24	также и	2	12
25	хотя бы	18	12
26	прежде всего	21	11
27	не просто	2	11
28	и даже	3	11
29	не будет	3	11
30	и с	5	10
31	еще не	3	10
32	да и	4	10
33	а не	6	10
34	и то	3	10
35	ничего не	8	10
36	если мы	4	9
37	для нас	3	9
38	в этой	6	9
39	что же	8	9
40	только на	3	9
41	уже не	4	8
42	было бы	7	8
43	в виду	3	8
44	ясно что	2	8
45	все же	7	8
46	в конце	6	7
47	этом случае	3	7
48	не является	5	7
49	все эти	2	7
50	того или	5	7
51	в его	6	7
52	конце концов	3	7
53	так и	6	7
54	бы и	2	7
55	так как	7	7
56	тем самым	7	7
57	мы не	9	7
58	другими словами	7	6
59	можно сказать	4	6
60	но это	2	6
61	но как	2	6
62	в то	9	6
63	когда мы	6	6
64	не существует	4	6
65	есть не	2	6
66	при условии	2	6
67	же самое	5	6
68	относится к	2	6
69	и для	3	6
70	мы можем	7	6
71	но в	5	6
72	в области	5	6
73	в частности	3	5
74	и без	4	5
75	или иной	4	5
76	кроме того	2	5
77	в самом	4	5
78	той или	3	5
79	отнюдь не	10	5
80	языка и	4	5
81	в связи	2	5
82	или иного	5	5
83	с этим	2	5
84	так же	4	5
85	и на	6	5
86	между собой	2	5
87	и все	4	5
88	как и	10	5
89	связи с	3	5
90	по своему	3	5
91	то же	14	5
92	как мы	9	5
93	можно было	4	5
94	с другими	2	5
95	в себе	9	5
96	еще и	2	5
97	и это	7	5
98	не говоря	2	4
99	в этих	2	4
100	в отношении	2	4
101	человеческой речи	3	4
102	как таковой	3	4
103	существует и	2	4
104	и как	9	4
105	и той	5	4
106	и следовательно	5	4
107	как бы	28	4
108	и тем	6	4
109	все это	4	4
110	таким образом	7	4
111	ведь если	2	4
112	а в	5	4
113	их в	3	4
114	и здесь	3	4
115	для каждого	2	4
116	тем что	2	4
117	если бы	4	4
118	представить себе	3	4
119	что он	2	4
120	самое время	2	4
121	но не	2	4
122	тот же	2	4
123	гораздо более	2	4
124	же такое	2	4
125	сих пор	2	4
126	если не	3	4
127	на самом	3	4
128	самом деле	4	4
129	в каком	2	4
130	слова и	5	4
131	как только	4	3
132	уже в	5	3
133	но даже	2	3
134	в нашем	5	3
135	тому что	5	3
136	или даже	2	3
137	и от	7	3
138	вопрос о	2	3
139	к тому	4	3
140	но эта	2	3
141	нас не	2	3
142	с самим	2	3
143	нашего исследования	2	3
144	несмотря на	2	3
145	и все-таки	2	3
146	хотя и	3	3
147	мы уже	10	3
148	и является	5	3
149	один из	4	3
150	но мы	2	3
151	в целом	4	3
152	общения людей	2	3
153	и их	5	3
154	не было	2	3
155	при этом	9	3
156	здесь мы	3	3
157	лишь в	4	3
158	и наконец	5	3
159	о языке	2	3
160	не знает	3	3
161	в своих	2	3
162	иное как	2	3
163	в основе	2	3
164	языка в	2	3
165	что иное	2	3
166	мы должны	10	3
167	но ведь	6	3
168	его в	4	3
169	будет иметь	2	3
170	и ни	2	3
171	бы в	5	3
172	с тем	8	3
173	для них	2	3
174	не что	4	3
175	и к	4	3
176	ли он	2	3
177	только тогда	2	3
178	не нужно	2	3
179	мы в	3	3
180	тех или	4	3
181	нет и	3	3
182	не знаем	4	3
183	слова как	2	3
184	бы не	2	3
185	должны были	2	3
186	в значительной	2	3
187	с самого	4	3
188	для того	9	3
189	то или	4	3
190	в слове	3	3
191	в голову	3	2
192	перед нами	3	2
193	или иное	4	2
194	самого начала	4	2
195	язык не	3	2
196	войти в	2	2
197	в той	5	2
198	и конечно	2	2
199	не в	6	2
200	но все	4	2
201	только одним	2	2
202	независимо от	5	2
203	и само	3	2
204	и сам	2	2
205	из которых	3	2
206	себе и	2	2
207	в зависимости	5	2
208	к нему	2	2
209	для всякого	2	2
210	допустим что	2	2
211	язык и	9	2
212	что оно	3	2
213	не так	3	2
214	или в	2	2
215	должно быть	2	2
216	нам в	3	2
217	каждый из	2	2
218	или как	6	2
219	в ней	8	2
220	точки зрения	10	2
221	себе в	2	2
222	ведь и	2	2
223	что всякое	3	2
224	нет ничего	2	2
225	слово в	2	2
226	же мы	5	2
227	или хотя	2	2
228	в какой-то	2	2
229	для всех	2	2
230	бы мы	3	2
231	были бы	4	2
232	от чего	2	2
233	чего же	2	2
234	но при	3	2
235	человек не	2	2
236	об этом	3	2
237	внутри себя	2	2
238	и при	2	2
239	представляет собой	2	2
240	зависимости от	5	2
241	нашего сознания	2	2
242	в тех	3	2
243	в качестве	4	2
244	о своем	3	2
245	конечно не	3	2
246	точном смысле	2	2
247	он не	2	2
248	оно является	2	2
249	мы ни	3	2
250	но вот	3	2
251	что и	3	2
252	во всех	6	2
253	вместе с	5	2
254	на него	4	2
255	как нечто	2	2
256	совершенно не	3	2
257	из трех	2	2
258	еще более	2	2
259	одной и	2	2
260	того чтобы	7	2
261	слово и	3	2
262	словесный знак	2	2
263	той же	5	2
264	роль в	3	2
265	другое как	2	2
266	на это	4	2
267	которые в	2	2
268	здесь не	2	2
269	мы конечно	2	2
270	и поэтому	3	2
