N	3gram	Vygotskiy__1	Istorich
1	и т д	8	22
2	мы видим что	2	8
3	не может быть	8	7
4	тем не менее	2	6
5	с другой стороны	5	5
6	мы увидим что	2	5
7	до сих пор	3	5
8	более или менее	2	5
9	в том что	9	4
10	на то что	8	4
11	с одной стороны	5	4
12	в то время	5	3
13	о том что	7	3
14	то же самое	2	3
15	надо сказать что	3	3
16	то время как	5	3
17	точно так же	3	3
18	в отличие от	3	2
19	как будто бы	2	2
20	само по себе	5	2
21	мы не можем	2	2
22	в зависимости от	5	2
23	так же как	4	2
24	по этому поводу	2	2
25	не означает что	2	2
26	мы видели что	2	2
27	вместе с тем	2	2
