N	2gram	Losev_Vlad_3	Problemy
1	и в	40	43
2	и не	25	29
3	может быть	8	23
4	как бы	3	22
5	не может	14	18
6	но и	18	14
7	как и	7	14
8	точки зрения	13	13
9	в этом	16	13
10	что он	5	13
11	в нем	3	12
12	в одном	5	12
13	не в	3	11
14	по себе	6	11
15	не только	25	11
16	прежде всего	10	10
17	и на	6	10
18	но в	4	10
19	в его	14	10
20	как мы	8	10
21	никогда не	11	9
22	еще не	4	9
23	в сущности	2	9
24	он не	8	9
25	для него	8	8
26	то же	4	8
27	с точки	6	8
28	и его	10	8
29	перед нами	3	7
30	в самом	4	7
31	в то	7	7
32	то что	28	7
33	что же	9	7
34	а не	8	7
35	в другом	2	7
36	в этих	2	6
37	в том	18	6
38	при этом	3	6
39	в котором	4	6
40	и наконец	2	6
41	и все	4	6
42	у него	24	6
43	не как	2	6
44	здесь не	3	6
45	на то	4	5
46	да и	6	5
47	так что	14	5
48	же время	2	5
49	хотя и	7	5
50	к нему	3	5
51	таким образом	11	5
52	все эти	5	5
53	а в	7	5
54	и с	9	5
55	бы в	2	5
56	вовсе не	13	5
57	о том	11	5
58	но не	4	5
59	было бы	4	5
60	никак не	4	5
61	и что	8	5
62	сам по	2	5
63	в себе	9	5
64	я не	3	4
65	не могут	2	4
66	что в	17	4
67	в своем	8	4
68	с другой	5	4
69	к тому	7	4
70	до конца	4	4
71	но это	6	4
72	себе и	2	4
73	должно быть	5	4
74	в результате	4	4
75	же и	2	4
76	так как	7	4
77	то есть	24	4
78	или как	4	4
79	с его	2	4
80	почему же	6	4
81	совершенно не	2	4
82	в своей	9	4
83	не на	2	4
84	в отличие	3	4
85	мы не	2	4
86	как раз	10	4
87	только в	13	4
88	далеко не	3	4
89	и это	6	4
90	отличие от	3	4
91	же не	2	4
92	не менее	9	3
93	мы будем	2	3
94	что если	4	3
95	должна быть	2	3
96	в отношении	5	3
97	это не	3	3
98	есть и	4	3
99	он сам	2	3
100	он был	2	3
101	тому же	5	3
102	такой же	4	3
103	более или	5	3
104	кроме того	6	3
105	но для	3	3
106	той или	2	3
107	в виду	3	3
108	здесь нет	2	3
109	в их	2	3
110	и только	3	3
111	в одно	2	3
112	и даже	6	3
113	и здесь	6	3
114	во всем	6	3
115	ни на	2	3
116	его в	2	3
117	в жизни	2	3
118	если бы	3	3
119	стороны и	2	3
120	и к	2	3
121	по существу	4	3
122	того же	2	3
123	здесь в	4	3
124	она не	2	3
125	мы уже	5	3
126	не хочет	2	3
127	за пределы	3	3
128	даже в	4	3
129	этих трех	3	3
130	что и	7	3
131	все же	4	3
132	него в	4	3
133	на него	2	3
134	так и	6	3
135	или менее	5	3
136	только на	5	3
137	уже не	9	3
138	другой стороны	2	3
139	также и	17	3
140	и для	3	3
141	можно было	5	3
142	ничего не	5	3
143	тем что	5	3
144	в виде	13	3
145	уже в	3	2
146	не был	8	2
147	но на	2	2
148	в сторону	2	2
149	него как	3	2
150	из этих	3	2
151	в конце	12	2
152	человека и	3	2
153	вопрос о	4	2
154	для понимания	2	2
155	что на	2	2
156	тем не	10	2
157	для нас	5	2
158	ни в	10	2
159	и как	7	2
160	но все	3	2
161	мы и	2	2
162	в глаза	4	2
163	что это	9	2
164	оно должно	4	2
165	время как	2	2
166	в настоящее	3	2
167	то это	10	2
168	в целом	2	2
169	его второй	2	2
170	является как	2	2
171	отличается от	3	2
172	то и	2	2
173	отношения к	5	2
174	с большим	3	2
175	того что	7	2
176	так же	8	2
177	в своих	7	2
178	а то	2	2
179	сказать что	12	2
180	и так	2	2
181	а вот	2	2
182	его творчества	2	2
183	и еще	2	2
184	настоящее время	3	2
185	из них	2	2
186	ко второму	2	2
187	во всяком	3	2
188	с этим	2	2
189	раз и	8	2
190	этом смысле	3	2
191	нельзя сказать	3	2
192	быть в	2	2
193	об этом	6	2
194	у нас	5	2
195	то время	4	2
196	одно и	2	2
197	не нужно	2	2
198	с их	3	2
199	на себя	2	2
200	и о	4	2
201	конце концов	5	2
202	на почве	2	2
203	для себя	5	2
204	не есть	10	2
205	дело в	5	2
206	если оно	4	2
207	быть и	2	2
208	ее в	3	2
209	бы и	4	2
210	а с	4	2
211	если мы	4	2
212	том что	18	2
213	и эта	3	2
214	хотя бы	6	2
215	и всегда	2	2
216	в таком	3	2
217	что этот	3	2
218	и то	9	2
219	иной раз	6	2
