N	2gram	Bakhtin_Fr_3	Narrotol
1	не только	13	31
2	но и	11	27
3	и не	13	23
4	при этом	3	19
5	может быть	9	15
6	в частности	3	14
7	как и	11	13
8	а не	5	13
9	а в	3	13
10	только в	3	12
11	в этом	15	12
12	и в	40	11
13	в данном	4	11
14	такого рода	3	10
15	своего рода	2	10
16	и его	17	10
17	времени и	2	9
18	то что	5	9
19	то есть	18	9
20	то же	7	8
21	в том	8	8
22	данном случае	2	8
23	и т.п	10	8
24	не может	3	8
25	если бы	3	7
26	у него	8	7
27	том что	4	7
28	на протяжении	3	7
29	но в	8	7
30	одного из	2	6
31	об этом	3	6
32	а также	4	6
33	в самом	6	6
34	как бы	3	6
35	один из	4	6
36	жизни и	4	6
37	как раз	5	6
38	в себе	3	6
39	в его	13	6
40	в этой	3	6
41	можно сказать	2	5
42	той или	2	5
43	в своей	6	5
44	так и	3	5
45	и на	8	5
46	потому что	2	5
47	точки зрения	2	5
48	слова в	2	4
49	с его	3	4
50	о чем	2	4
51	из этих	2	4
52	в литературе	5	4
53	или иной	2	4
54	все же	2	4
55	для него	5	4
56	но не	2	4
57	же время	6	4
58	прежде всего	16	4
59	еще не	3	4
60	к нему	2	4
61	вплоть до	3	4
62	в ней	4	4
63	в нем	5	4
64	в мире	4	4
65	из них	4	4
66	как в	3	4
67	так в	4	4
68	того чтобы	4	4
69	в то	6	4
70	о том	4	4
71	одна из	3	4
72	в одном	7	4
73	не менее	2	3
74	что в	12	3
75	в нашем	4	3
76	в своем	7	3
77	это не	2	3
78	что он	2	3
79	у нас	4	3
80	и как	3	3
81	в начале	3	3
82	в целом	2	3
83	самом деле	3	3
84	но как	2	3
85	как известно	2	3
86	но именно	3	3
87	для того	3	3
88	и о	4	3
89	он не	9	3
90	о нем	3	3
91	еще в	3	3
92	отношению к	2	3
93	начала и	5	3
94	по отношению	3	3
95	начиная с	3	3
96	не было	5	3
97	этом отношении	2	3
98	именно в	2	3
99	лишь в	2	3
100	мы не	2	3
101	также и	4	3
102	их в	3	3
103	и с	8	3
104	и ее	2	3
105	и все	9	3
106	между тем	3	3
107	вот я	2	2
108	в этих	6	2
109	большей или	3	2
110	не подлежит	3	2
111	в конце	3	2
112	в сущности	9	2
113	как мы	10	2
114	в романе	15	2
115	не слышит	2	2
116	они и	2	2
117	переход от	2	2
118	все что	2	2
119	чем он	2	2
120	между ними	3	2
121	до конца	6	2
122	до сих	4	2
123	в первой	2	2
124	меньшей степени	2	2
125	никак не	3	2
126	к жизни	2	2
127	хотя бы	2	2
128	раз в	2	2
129	вместе с	3	2
130	дело не	3	2
131	сих пор	4	2
132	в форме	2	2
133	только на	4	2
134	в отличие	3	2
135	в связи	5	2
136	в особенности	5	2
137	и сама	2	2
138	в году	5	2
139	и вот	2	2
140	в той	6	2
141	который в	2	2
142	тем же	2	2
143	и даже	4	2
144	с другой	2	2
145	и для	5	2
146	особенно в	4	2
147	отличие от	3	2
148	роль в	4	2
149	нас в	2	2
150	сказать что	3	2
151	и от	3	2
152	он и	7	2
153	и еще	2	2
154	связи с	6	2
155	дело в	2	2
156	ни от	2	2
157	здесь не	3	2
158	так сказать	5	2
159	в области	4	2
