N	2gram	Propp_Isto_3	StatiiOP
1	и в	22	29
2	том что	8	27
3	в том	9	27
4	в этом	17	21
5	но и	12	19
6	что в	15	19
7	не только	14	19
8	о том	3	17
9	что он	9	13
10	в его	3	13
11	между прочим	3	12
12	то что	7	11
13	к тому	3	10
14	таким образом	10	10
15	т е	16	10
16	в своем	2	9
17	и т	16	9
18	так и	2	9
19	и не	12	9
20	потому что	3	9
21	он не	5	9
22	и пр	11	8
23	но в	10	8
24	но все	2	7
25	с тем	2	7
26	в ней	2	7
27	в котором	2	7
28	я не	3	7
29	вместе с	9	7
30	в одном	2	6
31	вовсе не	2	6
32	вопрос о	2	6
33	до сих	5	6
34	одним из	4	6
35	все же	5	6
36	т д	15	6
37	в течение	6	6
38	и что	2	6
39	и его	4	6
40	и на	4	6
41	прежде всего	3	5
42	в качестве	2	5
43	было бы	3	5
44	сих пор	5	5
45	а не	6	5
46	того что	5	5
47	между тем	2	5
48	точки зрения	2	5
49	в русской	3	5
50	должен был	3	4
51	в частности	5	4
52	что у	3	4
53	с другой	7	4
54	раньше чем	3	4
55	к этому	7	4
56	не в	4	4
57	после того	2	4
58	и к	3	4
59	и о	2	4
60	хотя и	2	4
61	в нем	9	4
62	еще более	2	4
63	ничего не	6	4
64	при помощи	3	4
65	в другом	2	4
66	связи с	6	4
67	и с	4	4
68	не менее	5	3
69	же как	2	3
70	в этих	11	3
71	но он	4	3
72	с этим	8	3
73	на себя	2	3
74	могло быть	3	3
75	одном из	3	3
76	что на	4	3
77	ни в	2	3
78	не мог	2	3
79	тому же	2	3
80	у нас	4	3
81	так что	5	3
82	но это	3	3
83	но не	7	3
84	например в	2	3
85	должно было	2	3
86	у меня	5	3
87	никогда не	3	3
88	и даже	2	3
89	всяком случае	2	3
90	из них	7	3
91	другой стороны	7	3
92	как в	2	3
93	не было	2	3
94	тем что	4	3
95	на самом	2	3
96	и он	2	3
97	так же	3	3
98	его не	3	3
99	связан с	2	3
100	во всяком	2	3
101	и здесь	7	3
102	на нее	3	3
103	но они	2	2
104	во время	6	2
105	и более	2	2
106	только не	2	2
107	и другие	4	2
108	если бы	6	2
109	и др	2	2
110	в них	6	2
111	в одной	3	2
112	если не	2	2
113	не раз	2	2
114	связь с	6	2
115	что было	2	2
116	утверждать что	2	2
117	в тех	2	2
118	что и	9	2
119	тем не	5	2
120	а затем	3	2
121	как и	3	2
122	и как	3	2
123	в этой	5	2
124	что они	8	2
125	в то	2	2
126	пребывания в	7	2
127	говорят что	2	2
128	не дает	2	2
129	это еще	2	2
130	он по	2	2
131	на его	3	2
132	может быть	11	2
133	и потому	2	2
134	а также	2	2
135	даже в	2	2
136	только в	4	2
137	ее в	3	2
138	в некоторых	5	2
139	за него	2	2
140	со стороны	3	2
141	совершенно не	2	2
142	не может	4	2
143	в особенности	2	2
144	то же	6	2
145	все эти	4	2
146	при этом	2	2
147	там где	7	2
148	из этой	2	2
149	они не	4	2
150	не имеет	2	2
151	в данном	4	2
152	сказать что	3	2
153	этот вопрос	2	2
154	на это	2	2
155	его в	3	2
156	и это	2	2
157	так как	7	2
158	как это	4	2
