N	2gram	Vinokur_St_3	Vladivir
1	и в	25	30
2	в году	5	24
3	то что	12	20
4	в этом	24	20
5	у него	9	19
6	в том	20	18
7	и не	10	18
8	и с	4	14
9	что он	19	13
10	в конце	6	13
11	том что	15	12
12	что в	19	12
13	не только	12	12
14	в его	12	11
15	а в	6	11
16	как мы	2	11
17	сказать что	4	11
18	а также	4	10
19	не было	4	10
20	не в	6	9
21	для него	3	9
22	кроме того	3	9
23	было бы	7	9
24	все же	4	9
25	потому что	5	9
26	не может	7	9
27	в то	7	9
28	связи с	3	8
29	вместе с	2	8
30	но и	9	8
31	в связи	3	8
32	не мог	2	8
33	но в	5	8
34	не менее	2	7
35	никогда не	2	7
36	точки зрения	7	7
37	ни в	5	7
38	до конца	3	7
39	может быть	19	7
40	между прочим	3	7
41	которую он	2	7
42	а не	5	7
43	то есть	2	7
44	к этому	3	6
45	прежде всего	10	6
46	и к	4	6
47	об этом	5	6
48	тем не	2	6
49	он был	3	6
50	у нас	4	6
51	то время	4	6
52	только в	6	6
53	всяком случае	4	6
54	во всяком	4	6
55	года в	2	6
56	и его	3	6
57	как и	4	5
58	так что	11	5
59	то в	4	5
60	того же	2	5
61	в своей	4	5
62	как бы	6	5
63	в котором	5	5
64	так и	5	5
65	все это	8	5
66	с этим	7	5
67	в течение	4	5
68	и что	3	5
69	того что	5	5
70	в результате	2	5
71	все эти	3	5
72	так как	3	5
73	из этого	4	5
74	с его	3	4
75	вот что	3	4
76	с этой	3	4
77	в это	2	4
78	вовсе не	2	4
79	можно сказать	4	4
80	что его	2	4
81	в этой	14	4
82	в целом	4	4
83	и если	3	4
84	что это	16	4
85	на его	4	4
86	несмотря на	3	4
87	в ней	4	4
88	он не	5	4
89	крайней мере	4	4
90	в этих	11	4
91	со стороны	3	4
92	то же	5	4
93	эти годы	2	4
94	и наконец	3	4
95	той же	2	4
96	и на	6	4
97	но это	4	4
98	мой друг	3	4
99	в начале	4	4
100	о том	8	4
101	с которыми	2	4
102	в которой	4	4
103	по крайней	4	4
104	отношение к	4	4
105	это было	8	4
106	уже в	3	3
107	всех этих	3	3
108	должен был	2	3
109	в них	5	3
110	в отношении	2	3
111	из этих	6	3
112	что касается	7	3
113	он написал	2	3
114	это в	4	3
115	же время	3	3
116	в свою	2	3
117	к такому	2	3
118	тем более	3	3
119	что я	3	3
120	но не	2	3
121	он и	2	3
122	и для	4	3
123	с точки	4	3
124	во всех	2	3
125	как в	6	3
126	им в	2	3
127	а а	6	3
128	таким образом	10	3
129	уже не	3	3
130	не столько	2	3
131	в виде	3	3
132	к ней	4	3
133	но он	3	3
134	и это	5	3
135	в россии	6	3
136	конце концов	3	3
137	в области	6	3
138	в русском	2	2
139	к нему	4	2
140	с тем	4	2
141	i и	2	2
142	борьба с	2	2
143	является как	2	2
144	это не	7	2
145	тогда когда	2	2
146	не был	2	2
147	к тому	2	2
148	в общем	4	2
149	на котором	2	2
150	без всякого	2	2
151	только тогда	2	2
152	из его	7	2
153	в стихотворении	3	2
154	на этом	3	2
155	а то	2	2
156	и может	2	2
157	такого рода	5	2
158	в самом	2	2
159	в сущности	2	2
160	в статье	2	2
161	том чтобы	2	2
162	на то	5	2
163	для того	2	2
164	в виду	2	2
165	время как	4	2
166	гораздо более	2	2
167	течение всей	2	2
168	не имеет	2	2
169	отчет в	2	2
170	можно назвать	4	2
171	в их	3	2
172	с которым	3	2
173	не на	2	2
174	начиная с	2	2
175	россии и	2	2
176	в рукописи	4	2
177	как я	2	2
178	но все	2	2
179	мы находим	2	2
180	заключается в	2	2
181	что не	2	2
182	в чем	4	2
183	и по	2	2
184	к этим	2	2
185	его не	2	2
186	что для	3	2
187	во многих	2	2
188	в своих	8	2
189	у которого	3	2
190	было у	2	2
191	и во	2	2
192	г в	6	2
193	д д	2	2
194	что если	2	2
195	что эти	4	2
196	это за	2	2
197	к этой	2	2
198	в чисто	2	2
199	ничего не	4	2
200	не имел	2	2
201	я и	3	2
202	мы не	2	2
203	в новом	2	2
