N	2gram	Vygotskiy__2	SlovoVZh
1	не может	17	16
2	точки зрения	17	14
3	может быть	18	14
4	и его	7	13
5	как бы	6	13
6	таким образом	21	12
7	и в	32	12
8	и не	10	10
9	если бы	6	9
10	так как	12	9
11	художественного произведения	5	7
12	для нас	2	7
13	сказать что	7	7
14	в нем	4	6
15	все время	6	6
16	в процессе	2	6
17	при этом	13	6
18	в том	37	6
19	художественную форму	2	6
20	только в	7	6
21	в ней	5	6
22	художественной формы	12	5
23	в жизни	4	5
24	то что	21	5
25	никогда не	9	5
26	а не	7	5
27	то же	13	5
28	хотя бы	3	5
29	как и	10	5
30	том что	21	5
31	отнюдь не	5	5
32	как в	9	5
33	и следовательно	2	5
34	но в	3	5
35	в виду	3	5
36	и к	3	4
37	все же	4	4
38	отношение к	2	4
39	жизни и	4	4
40	так и	3	4
41	от того	4	4
42	с другой	3	4
43	на самом	5	4
44	что не	3	4
45	не в	8	4
46	в этом	13	4
47	и на	5	4
48	материала и	2	4
49	в самом	12	4
50	к нему	2	4
51	не только	12	4
52	в них	2	3
53	отношении к	3	3
54	точка зрения	2	3
55	и более	4	3
56	бы то	2	3
57	не к	3	3
58	не менее	8	3
59	когда он	10	3
60	в художественном	6	3
61	в своей	3	3
62	сих пор	5	3
63	художественное произведение	6	3
64	все это	5	3
65	как к	3	3
66	то ни	2	3
67	и по	4	3
68	и вообще	2	3
69	все эти	7	3
70	ясно что	7	3
71	по себе	12	3
72	этой точки	2	3
73	но и	10	3
74	того что	8	3
75	художественном произведении	5	3
76	тем не	4	3
77	ни в	2	3
78	поэтического произведения	3	3
79	так же	18	3
80	самом деле	16	3
81	мы не	3	3
82	формы и	6	3
83	и с	4	3
84	о том	6	3
85	в каком	3	3
86	и ее	3	3
87	в себе	2	3
88	до сих	5	3
89	еще не	2	3
90	в поэзии	3	3
91	только на	5	3
92	и для	4	3
93	из этого	4	3
94	в творчестве	4	3
95	между тем	4	3
96	как только	2	2
97	место в	2	2
98	с этой	4	2
99	зависит от	2	2
100	с его	2	2
101	что и	17	2
102	что в	20	2
103	на все	5	2
104	как не	2	2
105	данном случае	4	2
106	вместе с	2	2
107	и так	3	2
108	а к	2	2
109	в этих	2	2
110	на него	2	2
111	не остается	2	2
112	в отношении	3	2
113	в какой	2	2
114	другой стороны	2	2
115	это не	2	2
116	дело с	8	2
117	смысл и	2	2
118	мы имеем	4	2
119	и все	4	2
120	бы не	2	2
121	в особенности	2	2
122	тогда когда	3	2
123	этих двух	2	2
124	содержания и	2	2
125	была бы	2	2
126	те же	6	2
127	что форма	4	2
128	и что	22	2
129	искусства и	9	2
130	едва ли	4	2
131	не так	2	2
132	с точки	10	2
133	и здесь	2	2
134	же самое	6	2
135	как на	5	2
136	и те	4	2
137	форма в	2	2
138	с другими	2	2
139	но это	2	2
140	такой же	7	2
141	в данном	4	2
142	и то	3	2
143	форму и	2	2
144	мы можем	3	2
145	но не	2	2
146	произведение и	2	2
147	нашего сознания	3	2
148	могут быть	4	2
149	имеем в	2	2
150	но что	2	2
151	до конца	3	2
152	она не	2	2
153	в то	5	2
154	и совершенно	3	2
155	ни на	3	2
156	на это	3	2
157	мы в	3	2
158	действия и	2	2
159	если же	4	2
160	на примере	2	2
161	там где	2	2
162	которые мы	4	2
163	оно не	2	2
164	в чем	4	2
165	как это	4	2
166	к ним	2	2
167	ничего не	4	2
168	он не	6	2
169	в его	2	2
170	относится к	3	2
