N	2gram	Voloshinov_2	Tvorches
1	и в	19	21
2	как бы	19	17
3	в то	8	15
4	в его	5	13
5	то же	16	13
6	что в	2	12
7	как и	9	12
8	же время	8	12
9	то есть	2	12
10	с его	8	11
11	том что	10	11
12	он не	3	8
13	то что	4	8
14	у него	2	7
15	в свою	6	7
16	в том	7	7
17	при этом	9	7
18	не только	13	7
19	и не	19	7
20	и на	5	7
21	но в	7	7
22	что он	4	6
23	и все	6	6
24	для него	9	6
25	в котором	3	6
26	а в	3	6
27	и его	16	6
28	в этом	15	6
29	xix века	2	6
30	о том	3	6
31	отнюдь не	8	5
32	вовсе не	11	5
33	а не	9	5
34	может быть	28	5
35	в этой	3	5
36	все же	5	5
37	таким образом	14	5
38	хотя бы	6	5
39	только в	8	5
40	в своем	2	4
41	прежде всего	7	4
42	и как	6	4
43	одной из	3	4
44	не имеют	3	4
45	одним из	2	4
46	в своей	3	4
47	мысли и	3	4
48	не может	18	4
49	это не	4	4
50	и от	3	4
51	в основном	4	4
52	не существует	3	3
53	место в	2	3
54	уже в	2	3
55	самого начала	5	3
56	никогда не	7	3
57	с другой	3	3
58	с самого	5	3
59	но не	2	3
60	в самом	6	3
61	той же	3	3
62	в нем	11	3
63	жизни и	2	3
64	но и	10	3
65	в их	5	3
66	на самом	7	3
67	того что	4	3
68	и даже	2	3
69	не так	2	3
70	так же	5	3
71	и с	2	3
72	в виде	2	3
73	на протяжении	2	3
74	далеко не	2	3
75	так как	3	3
76	подхода к	3	3
77	стремится к	2	3
78	в основе	9	2
79	перед нами	3	2
80	а как	4	2
81	все более	2	2
82	в этих	3	2
83	в качестве	3	2
84	по крайней	2	2
85	в жизни	2	2
86	к этому	5	2
87	что и	3	2
88	влияние на	4	2
89	крайней мере	2	2
90	не в	10	2
91	одна из	7	2
92	того же	5	2
93	до конца	2	2
94	к тому	6	2
95	только на	4	2
96	в одной	2	2
97	в ней	3	2
98	и тем	4	2
99	не будет	3	2
100	вместе с	2	2
101	так и	10	2
102	этой связи	4	2
103	приводит к	2	2
104	в отличие	3	2
105	и того	5	2
106	именно в	2	2
107	еще более	2	2
108	в двух	3	2
109	здесь мы	3	2
110	самом деле	9	2
111	что не	2	2
112	в направлении	6	2
113	и у	2	2
114	и он	2	2
115	только что	3	2
116	отличие от	3	2
117	или в	2	2
118	свидетельствует о	2	2
119	сказать что	4	2
120	могут быть	3	2
121	в данном	5	2
122	в себе	4	2
123	не знает	2	2
124	так сказать	14	2
